Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,client_ct_bytes,server_ct_bytes,total_packet_bytes
0,1764562454.7527382,server_kem_keygen,0.001536057,0.00,0.00,39694336,40382464,,800,800
0,1764562454.7991388,server_kem_keygen,0.000884103,0.00,0.00,39809024,40505344,,800,800
1424,1764562480.4577427,kem_handshake,0.000028423|0.000019586|0.000039723,0.00,0.00,42864640,42864640,768,768,1536
1425,1764562480.4605353,kem_handshake,0.000091809|0.000061093|0.000126293,0.00,0.00,42881024,42881024,768,768,1536
1426,1764562480.4624467,kem_handshake,0.000031207|0.000019717|0.000046586,0.00,0.00,42881024,42881024,768,768,1536
1427,1764562480.463775,kem_handshake,0.000027741|0.000018664|0.000043360,0.00,0.00,42881024,42881024,768,768,1536
1428,1764562480.4651325,kem_handshake,0.000027441|0.000016711|0.000040034,0.00,0.00,42881024,42881024,768,768,1536
1429,1764562480.4669614,kem_handshake,0.000061905|0.000034093|0.000052026,0.00,0.00,42864640,42864640,768,768,1536
1430,1764562480.4684129,kem_handshake,0.000022111|0.000016851|0.000034564,0.00,0.00,42864640,42864640,768,768,1536
1431,1764562480.4697049,kem_handshake,0.000019276|0.000015759|0.000032380,0.00,0.00,42864640,42864640,768,768,1536
1432,1764562480.4708235,kem_handshake,0.000019376|0.000015979|0.000033021,0.00,0.00,42864640,42864640,768,768,1536
1433,1764562480.4719815,kem_handshake,0.000021028|0.000016560|0.000033973,0.00,0.00,42864640,42864640,768,768,1536
1434,1764562480.473926,kem_handshake,0.000071733|0.000026469|0.000098362,0.00,0.00,42881024,42881024,768,768,1536
1435,1764562480.4752834,kem_handshake,0.000023854|0.000015789|0.000034213,0.00,0.00,42881024,42881024,768,768,1536
1436,1764562480.476395,kem_handshake,0.000018664|0.000015689|0.000033341,0.00,0.00,42881024,42881024,768,768,1536
1437,1764562480.4775336,kem_handshake,0.000019626|0.000016020|0.000035014,0.00,0.00,42881024,42881024,768,768,1536
1438,1764562480.4791737,kem_handshake,0.000063757|0.000042638|0.000080598,0.00,0.00,42864640,42864640,768,768,1536
1439,1764562480.4807725,kem_handshake,0.000026188|0.000019696|0.000036166,0.00,0.00,42864640,42864640,768,768,1536
1440,1764562480.482463,kem_handshake,0.000051054|0.000034303|0.000072474,0.00,0.00,42881024,42881024,768,768,1536
1441,1764562480.484173,kem_handshake,0.000026419|0.000017602|0.000036247,0.00,0.00,42881024,42881024,768,768,1536
1442,1764562480.4854164,kem_handshake,0.000019466|0.000015819|0.000032851,0.00,0.00,42881024,42881024,768,768,1536
1443,1764562480.4865594,kem_handshake,0.000021330|0.000017582|0.000035726,0.00,0.00,42881024,42881024,768,768,1536
1444,1764562480.487651,kem_handshake,0.000019345|0.000015829|0.000032861,0.00,0.00,42881024,42881024,768,768,1536
1445,1764562480.488707,kem_handshake,0.000018505|0.000015679|0.000032340,0.00,0.00,42881024,42881024,768,768,1536
1446,1764562480.4898052,kem_handshake,0.000019115|0.000015659|0.000033943,0.00,0.00,42881024,42881024,768,768,1536
1447,1764562480.4909837,kem_handshake,0.000027531|0.000019586|0.000039944,0.00,0.00,42881024,42881024,768,768,1536
1448,1764562480.4921072,kem_handshake,0.000018875|0.000015419|0.000032850,0.00,0.00,42881024,42881024,768,768,1536
1449,1764562480.493216,kem_handshake,0.000019145|0.000015518|0.000032911,0.00,0.00,42881024,42881024,768,768,1536
1450,1764562480.4943209,kem_handshake,0.000019816|0.000016481|0.000033001,0.00,0.00,42881024,42881024,768,768,1536
1451,1764562480.495379,kem_handshake,0.000018654|0.000015879|0.000032220,0.00,0.00,42881024,42881024,768,768,1536
1452,1764562480.496439,kem_handshake,0.000018495|0.000015769|0.000033011,0.00,0.00,42881024,42881024,768,768,1536
1453,1764562480.4975734,kem_handshake,0.000020137|0.000016610|0.000034423,0.00,0.00,42881024,42881024,768,768,1536
1454,1764562480.4987166,kem_handshake,0.000019636|0.000015990|0.000034835,0.00,0.00,42881024,42881024,768,768,1536
1455,1764562480.49987,kem_handshake,0.000024045|0.000018865|0.000050062,0.00,0.00,42881024,42881024,768,768,1536
1456,1764562480.5010133,kem_handshake,0.000020368|0.000016691|0.000034985,0.00,0.00,42881024,42881024,768,768,1536
1457,1764562480.5020876,kem_handshake,0.000018484|0.000015638|0.000033121,0.00,0.00,42881024,42881024,768,768,1536
1458,1764562480.5031698,kem_handshake,0.000020037|0.000015779|0.000033612,0.00,0.00,42881024,42881024,768,768,1536
1459,1764562480.5042388,kem_handshake,0.000018614|0.000015299|0.000032761,0.00,0.00,42881024,42881024,768,768,1536
1460,1764562480.5054708,kem_handshake,0.000031238|0.000018725|0.000050864,0.00,0.00,42881024,42881024,768,768,1536
1461,1764562480.5072937,kem_handshake,0.000052858|0.000026659|0.000055542,0.00,0.00,42864640,42864640,768,768,1536
1462,1764562480.5091288,kem_handshake,0.000041026|0.000024274|0.000047959,0.00,0.00,42864640,42864640,768,768,1536
1463,1764562480.5114639,kem_handshake,0.000056785|0.000027711|0.000057086,0.00,0.00,42881024,42881024,768,768,1536
1464,1764562480.514125,kem_handshake,0.000056685|0.000026690|0.000069608,0.00,0.00,42881024,42881024,768,768,1536
1465,1764562480.5157633,kem_handshake,0.000034695|0.000018163|0.000052046,0.00,0.00,42881024,42881024,768,768,1536
1466,1764562480.5169685,kem_handshake,0.000019376|0.000016120|0.000033281,0.00,0.00,42881024,42881024,768,768,1536
1467,1764562480.5180733,kem_handshake,0.000019175|0.000015920|0.000032760,0.00,0.00,42881024,42881024,768,768,1536
1468,1764562480.519164,kem_handshake,0.000018555|0.000015589|0.000033412,0.00,0.00,42881024,42881024,768,768,1536
1469,1764562480.5202386,kem_handshake,0.000018614|0.000015529|0.000033121,0.00,0.00,42881024,42881024,768,768,1536
1470,1764562480.5213828,kem_handshake,0.000020388|0.000015489|0.000034113,0.00,0.00,42881024,42881024,768,768,1536
1471,1764562480.5225291,kem_handshake,0.000021780|0.000016301|0.000037579,0.00,0.00,42881024,42881024,768,768,1536
1472,1764562480.523725,kem_handshake,0.000020218|0.000015789|0.000033853,0.00,0.00,42881024,42881024,768,768,1536
1473,1764562480.525023,kem_handshake,0.000075990|0.000022762|0.000035426,0.00,0.00,42881024,42881024,768,768,1536
1474,1764562480.5261037,kem_handshake,0.000019145|0.000016290|0.000032931,0.00,0.00,42881024,42881024,768,768,1536
1475,1764562480.5271916,kem_handshake,0.000018874|0.000015609|0.000032781,0.00,0.00,42881024,42881024,768,768,1536
1476,1764562480.5282586,kem_handshake,0.000019326|0.000015589|0.000032710,0.00,0.00,42881024,42881024,768,768,1536
1477,1764562480.5299366,kem_handshake,0.000062786|0.000031168|0.000057697,0.00,0.00,42864640,42864640,768,768,1536
1478,1764562480.5312705,kem_handshake,0.000029013|0.000018694|0.000037680,0.00,0.00,42864640,42864640,768,768,1536
1479,1764562480.532602,kem_handshake,0.000025157|0.000017502|0.000039633,0.00,0.00,42864640,42864640,768,768,1536
1480,1764562480.5337286,kem_handshake,0.000018834|0.000015669|0.000033362,0.00,0.00,42864640,42864640,768,768,1536
1481,1764562480.5348272,kem_handshake,0.000018925|0.000015960|0.000033862,0.00,0.00,42864640,42864640,768,768,1536
1482,1764562480.5359392,kem_handshake,0.000025678|0.000016400|0.000032901,0.00,0.00,42864640,42864640,768,768,1536
1483,1764562480.5369956,kem_handshake,0.000018554|0.000015939|0.000032830,0.00,0.00,42864640,42864640,768,768,1536
1484,1764562480.5380707,kem_handshake,0.000019907|0.000015238|0.000037239,0.00,0.00,42864640,42864640,768,768,1536
1485,1764562480.539318,kem_handshake,0.000020178|0.000016190|0.000033893,0.00,0.00,42864640,42864640,768,768,1536
1486,1764562480.5406587,kem_handshake,0.000022792|0.000017211|0.000035114,0.00,0.00,42864640,42864640,768,768,1536
1487,1764562480.5418785,kem_handshake,0.000019917|0.000017092|0.000039773,0.00,0.00,42864640,42864640,768,768,1536
1488,1764562480.543882,kem_handshake,0.000079556|0.000043290|0.000093583,0.00,0.00,42881024,42881024,768,768,1536
1489,1764562480.5455565,kem_handshake,0.000021890|0.000017242|0.000036497,0.00,0.00,42881024,42881024,768,768,1536
1490,1764562480.546808,kem_handshake,0.000026008|0.000019987|0.000036067,0.00,0.00,42881024,42881024,768,768,1536
1491,1764562480.547962,kem_handshake,0.000020618|0.000017032|0.000034053,0.00,0.00,42881024,42881024,768,768,1536
1492,1764562480.5492003,kem_handshake,0.000036899|0.000026108|0.000060161,0.00,0.00,42881024,42881024,768,768,1536
1493,1764562480.550424,kem_handshake,0.000020668|0.000016300|0.000034974,0.00,0.00,42881024,42881024,768,768,1536
1494,1764562480.5515144,kem_handshake,0.000018754|0.000015358|0.000032620,0.00,0.00,42881024,42881024,768,768,1536
1495,1764562480.5526109,kem_handshake,0.000019426|0.000015249|0.000032771,0.00,0.00,42881024,42881024,768,768,1536
1496,1764562480.553683,kem_handshake,0.000018915|0.000015529|0.000032791,0.00,0.00,42881024,42881024,768,768,1536
1497,1764562480.5547884,kem_handshake,0.000020107|0.000015909|0.000033332,0.00,0.00,42881024,42881024,768,768,1536
1498,1764562480.5559416,kem_handshake,0.000021600|0.000016801|0.000036207,0.00,0.00,42881024,42881024,768,768,1536
1499,1764562480.5572367,kem_handshake,0.000022111|0.000017352|0.000036407,0.00,0.00,42881024,42881024,768,768,1536
1500,1764562480.5591085,kem_handshake,0.000068847|0.000031728|0.000053179,0.00,0.00,42864640,42864640,768,768,1536
1501,1764562480.5603466,kem_handshake,0.000020207|0.000016600|0.000032881,0.00,0.00,42864640,42864640,768,768,1536
1502,1764562480.561481,kem_handshake,0.000020648|0.000016701|0.000034343,0.00,0.00,42864640,42864640,768,768,1536
1503,1764562480.562599,kem_handshake,0.000019456|0.000016080|0.000032550,0.00,0.00,42864640,42864640,768,768,1536
1504,1764562480.5637314,kem_handshake,0.000021450|0.000016530|0.000034674,0.00,0.00,42864640,42864640,768,768,1536
1505,1764562480.5650084,kem_handshake,0.000026589|0.000016801|0.000043941,0.00,0.00,42864640,42864640,768,768,1536
1506,1764562480.5662248,kem_handshake,0.000019716|0.000015829|0.000058317,0.00,0.00,42864640,42864640,768,768,1536
1507,1764562480.567301,kem_handshake,0.000018905|0.000015639|0.000032901,0.00,0.00,42864640,42864640,768,768,1536
1508,1764562480.5683692,kem_handshake,0.000019286|0.000016039|0.000033933,0.00,0.00,42864640,42864640,768,768,1536
1509,1764562480.5696533,kem_handshake,0.000025778|0.000017523|0.000040334,0.00,0.00,42864640,42864640,768,768,1536
1510,1764562480.5710776,kem_handshake,0.000023363|0.000016922|0.000046346,0.00,0.00,42864640,42864640,768,768,1536
1511,1764562480.5722418,kem_handshake,0.000021590|0.000016600|0.000036958,0.00,0.00,42864640,42864640,768,768,1536
1512,1764562480.5733957,kem_handshake,0.000021029|0.000016651|0.000036146,0.00,0.00,42864640,42864640,768,768,1536
1513,1764562480.5744867,kem_handshake,0.000018745|0.000015689|0.000033041,0.00,0.00,42864640,42864640,768,768,1536
1514,1764562480.5755358,kem_handshake,0.000018464|0.000015850|0.000032981,0.00,0.00,42864640,42864640,768,768,1536
1515,1764562480.5768096,kem_handshake,0.000032369|0.000020007|0.000045164,0.00,0.00,42864640,42864640,768,768,1536
1516,1764562480.5782738,kem_handshake,0.000023113|0.000017492|0.000035085,0.00,0.00,42864640,42864640,768,768,1536
1517,1764562480.579614,kem_handshake,0.000024726|0.000021320|0.000043069,0.00,0.00,42864640,42864640,768,768,1536
1518,1764562480.5816274,kem_handshake,0.000083475|0.000045083|0.000088513,0.00,0.00,42881024,42881024,768,768,1536
1519,1764562480.5833776,kem_handshake,0.000046376|0.000024786|0.000045184,0.00,0.00,42881024,42881024,768,768,1536
1520,1764562480.5849593,kem_handshake,0.000052887|0.000028362|0.000052227,0.00,0.00,42881024,42881024,768,768,1536
1521,1764562480.586226,kem_handshake,0.000023684|0.000017011|0.000036648,0.00,0.00,42881024,42881024,768,768,1536
1522,1764562480.5874884,kem_handshake,0.000023714|0.000017893|0.000038992,0.00,0.00,42881024,42881024,768,768,1536
1523,1764562480.5887334,kem_handshake,0.000028502|0.000017994|0.000047758,0.00,0.00,42881024,42881024,768,768,1536
1524,1764562480.5902605,kem_handshake,0.000025688|0.000018905|0.000038852,0.00,0.00,42881024,42881024,768,768,1536
1525,1764562480.592051,kem_handshake,0.000044472|0.000024245|0.000065481,0.00,0.00,42881024,42881024,768,768,1536
1526,1764562480.5936637,kem_handshake,0.000030657|0.000020257|0.000050684,0.00,0.00,42881024,42881024,768,768,1536
1527,1764562480.594921,kem_handshake,0.000021239|0.000016341|0.000036898,0.00,0.00,42881024,42881024,768,768,1536
1528,1764562480.5970988,kem_handshake,0.000085368|0.000042449|0.000081180,0.00,0.00,42864640,42864640,768,768,1536
1529,1764562480.5987525,kem_handshake,0.000039022|0.000021820|0.000048459,0.00,0.00,42864640,42864640,768,768,1536
1530,1764562480.6004915,kem_handshake,0.000027220|0.000018885|0.000038992,0.00,0.00,42864640,42864640,768,768,1536
1531,1764562480.6016676,kem_handshake,0.000019436|0.000015990|0.000033802,0.00,0.00,42864640,42864640,768,768,1536
1532,1764562480.6027648,kem_handshake,0.000018935|0.000015970|0.000033041,0.00,0.00,42864640,42864640,768,768,1536
1533,1764562480.6038516,kem_handshake,0.000019206|0.000016180|0.000038551,0.00,0.00,42864640,42864640,768,768,1536
1534,1764562480.6049848,kem_handshake,0.000019255|0.000015900|0.000033742,0.00,0.00,42864640,42864640,768,768,1536
1535,1764562480.6063077,kem_handshake,0.000022832|0.000017302|0.000039913,0.00,0.00,42864640,42864640,768,768,1536
1536,1764562480.6075761,kem_handshake,0.000023373|0.000017442|0.000038020,0.00,0.00,42864640,42864640,768,768,1536
1537,1764562480.6087158,kem_handshake,0.000019867|0.000016410|0.000034704,0.00,0.00,42864640,42864640,768,768,1536
1538,1764562480.6098435,kem_handshake,0.000018785|0.000015679|0.000033161,0.00,0.00,42864640,42864640,768,768,1536
1539,1764562480.6109025,kem_handshake,0.000018274|0.000015619|0.000032701,0.00,0.00,42864640,42864640,768,768,1536
1540,1764562480.6119676,kem_handshake,0.000018624|0.000015559|0.000032860,0.00,0.00,42864640,42864640,768,768,1536
1541,1764562480.613047,kem_handshake,0.000019085|0.000015759|0.000033021,0.00,0.00,42864640,42864640,768,768,1536
1542,1764562480.6144204,kem_handshake,0.000036287|0.000024586|0.000061524,0.00,0.00,42864640,42864640,768,768,1536
1543,1764562480.615779,kem_handshake,0.000024545|0.000017132|0.000035455,0.00,0.00,42864640,42864640,768,768,1536
1544,1764562480.6169195,kem_handshake,0.000019055|0.000021400|0.000033412,0.00,0.00,42864640,42864640,768,768,1536
1545,1764562480.617973,kem_handshake,0.000018544|0.000015609|0.000032621,0.00,0.00,42864640,42864640,768,768,1536
1546,1764562480.6190445,kem_handshake,0.000019386|0.000015769|0.000033312,0.00,0.00,42864640,42864640,768,768,1536
1547,1764562480.6201751,kem_handshake,0.000021129|0.000016100|0.000033803,0.00,0.00,42864640,42864640,768,768,1536
1548,1764562480.6215,kem_handshake,0.000027581|0.000018514|0.000040054,0.00,0.00,42864640,42864640,768,768,1536
1549,1764562480.6229908,kem_handshake,0.000042518|0.000040465|0.000065020,0.00,8041.20,42864640,42864640,768,768,1536
1550,1764562480.6244512,kem_handshake,0.000027330|0.000018053|0.000038812,0.00,0.00,42864640,42864640,768,768,1536
1551,1764562480.6266055,kem_handshake,0.000050313|0.000029775|0.000062666,0.00,0.00,42864640,42864640,768,768,1536
1552,1764562480.6292832,kem_handshake,0.000093002|0.000044683|0.000126804,0.00,0.00,42864640,42864640,768,768,1536
1553,1764562480.6316586,kem_handshake,0.000041406|0.000031859|0.000061834,0.00,0.00,42864640,42864640,768,768,1536
1554,1764562480.6337016,kem_handshake,0.000029575|0.000019266|0.000040785,0.00,0.00,42864640,42864640,768,768,1536
1555,1764562480.6354687,kem_handshake,0.000030155|0.000020517|0.000042308,0.00,0.00,42864640,42864640,768,768,1536
1556,1764562480.6369689,kem_handshake,0.000033922|0.000019926|0.000043290,0.00,0.00,42864640,42864640,768,768,1536
1557,1764562480.6392858,kem_handshake,0.000095025|0.000049041|0.000087842,0.00,0.00,42881024,42881024,768,768,1536
1558,1764562480.6413412,kem_handshake,0.000109463|0.000031127|0.000061374,0.00,0.00,42881024,42881024,768,768,1536
1559,1764562480.6436133,kem_handshake,0.000042398|0.000021860|0.000053599,0.00,0.00,42881024,42881024,768,768,1536
1560,1764562480.645122,kem_handshake,0.000030436|0.000019707|0.000040515,0.00,0.00,42881024,42881024,768,768,1536
1561,1764562480.6463177,kem_handshake,0.000019797|0.000016591|0.000033402,0.00,0.00,42881024,42881024,768,768,1536
1562,1764562480.6475163,kem_handshake,0.000023754|0.000017973|0.000037960,0.00,0.00,42881024,42881024,768,768,1536
1563,1764562480.6489215,kem_handshake,0.000029885|0.000020087|0.000039403,0.00,0.00,42881024,42881024,768,768,1536
1564,1764562480.6507444,kem_handshake,0.000032339|0.000022782|0.000068387,0.00,0.00,42881024,42881024,768,768,1536
1565,1764562480.6524782,kem_handshake,0.000027521|0.000019296|0.000041637,0.00,0.00,42881024,42881024,768,768,1536
1566,1764562480.6537068,kem_handshake,0.000021970|0.000016791|0.000037700,0.00,0.00,42881024,42881024,768,768,1536
1567,1764562480.6556852,kem_handshake,0.000094945|0.000052878|0.000098411,0.00,0.00,42864640,42864640,768,768,1536
1568,1764562480.658435,kem_handshake,0.000054872|0.000027892|0.000072323,0.00,0.00,42864640,42864640,768,768,1536
1569,1764562480.660491,kem_handshake,0.000037870|0.000021239|0.000050673,0.00,0.00,42864640,42864640,768,768,1536
1570,1764562480.661722,kem_handshake,0.000023533|0.000018935|0.000037069,0.00,0.00,42864640,42864640,768,768,1536
1571,1764562480.6629055,kem_handshake,0.000021009|0.000017442|0.000061544,0.00,0.00,42864640,42864640,768,768,1536
1572,1764562480.6650736,kem_handshake,0.000036467|0.000025898|0.000044322,0.00,0.00,42864640,42864640,768,768,1536
1573,1764562480.6665769,kem_handshake,0.000036548|0.000024495|0.000050403,0.00,0.00,42864640,42864640,768,768,1536
1574,1764562480.6686091,kem_handshake,0.000065912|0.000028102|0.000059851,0.00,0.00,42881024,42881024,768,768,1536
1575,1764562480.6702456,kem_handshake,0.000040675|0.000033952|0.000065832,0.00,0.00,42864640,42864640,768,768,1536
1576,1764562480.6725888,kem_handshake,0.000021991|0.000017542|0.000041457,0.00,0.00,42864640,42864640,768,768,1536
1577,1764562480.674601,kem_handshake,0.000088052|0.000033041|0.000045264,0.00,0.00,42864640,42864640,768,768,1536
1578,1764562480.6760952,kem_handshake,0.000028282|0.000022902|0.000049742,0.00,0.00,42864640,42864640,768,768,1536
1579,1764562480.6772842,kem_handshake,0.000020047|0.000015869|0.000033081,0.00,0.00,42864640,42864640,768,768,1536
1580,1764562480.6783822,kem_handshake,0.000018785|0.000015208|0.000032941,0.00,0.00,42864640,42864640,768,768,1536
1581,1764562480.6795902,kem_handshake,0.000025938|0.000021470|0.000039844,0.00,0.00,42864640,42864640,768,768,1536
1582,1764562480.6808608,kem_handshake,0.000022301|0.000017723|0.000043520,0.00,0.00,42864640,42864640,768,768,1536
1583,1764562480.6820493,kem_handshake,0.000020027|0.000016130|0.000040595,0.00,0.00,42864640,42864640,768,768,1536
1584,1764562480.683155,kem_handshake,0.000019375|0.000015909|0.000033001,0.00,0.00,42864640,42864640,768,768,1536
1585,1764562480.684268,kem_handshake,0.000022933|0.000015549|0.000032651,0.00,0.00,42864640,42864640,768,768,1536
1586,1764562480.6853611,kem_handshake,0.000021640|0.000017503|0.000034845,0.00,0.00,42864640,42864640,768,768,1536
1587,1764562480.6866593,kem_handshake,0.000024054|0.000018213|0.000048840,0.00,0.00,42864640,42864640,768,768,1536
1588,1764562480.6878645,kem_handshake,0.000021851|0.000016731|0.000038481,0.00,0.00,42864640,42864640,768,768,1536
1589,1764562480.6891508,kem_handshake,0.000027661|0.000020758|0.000038671,0.00,0.00,42864640,42864640,768,768,1536
1590,1764562480.6904063,kem_handshake,0.000019807|0.000016460|0.000033462,0.00,0.00,42864640,42864640,768,768,1536
1591,1764562480.6915357,kem_handshake,0.000019506|0.000017552|0.000034905,0.00,0.00,42864640,42864640,768,768,1536
1592,1764562480.6926396,kem_handshake,0.000019937|0.000016300|0.000033031,0.00,0.00,42864640,42864640,768,768,1536
1593,1764562480.693725,kem_handshake,0.000018945|0.000015699|0.000032701,0.00,0.00,42864640,42864640,768,768,1536
1594,1764562480.694798,kem_handshake,0.000018675|0.000015609|0.000032630,0.00,0.00,42864640,42864640,768,768,1536
1595,1764562480.695895,kem_handshake,0.000019456|0.000015739|0.000033081,0.00,0.00,42864640,42864640,768,768,1536
1596,1764562480.6970303,kem_handshake,0.000021450|0.000016941|0.000033843,0.00,0.00,42864640,42864640,768,768,1536
1597,1764562480.6983404,kem_handshake,0.000020889|0.000016130|0.000035165,0.00,0.00,42864640,42864640,768,768,1536
1598,1764562480.6995573,kem_handshake,0.000022391|0.000016240|0.000035886,0.00,0.00,42864640,42864640,768,768,1536
1599,1764562480.7006948,kem_handshake,0.000021900|0.000016611|0.000035225,0.00,0.00,42864640,42864640,768,768,1536
1600,1764562480.7017927,kem_handshake,0.000018824|0.000015709|0.000032951,0.00,0.00,42864640,42864640,768,768,1536
1601,1764562480.7028854,kem_handshake,0.000018475|0.000015128|0.000032300,0.00,0.00,42864640,42864640,768,768,1536
1602,1764562480.7040348,kem_handshake,0.000019125|0.000015990|0.000033131,0.00,0.00,42864640,42864640,768,768,1536
1603,1764562480.7053177,kem_handshake,0.000021550|0.000017502|0.000037339,0.00,0.00,42864640,42864640,768,768,1536
1604,1764562480.706618,kem_handshake,0.000023924|0.000015900|0.000034814,0.00,0.00,42864640,42864640,768,768,1536
1605,1764562480.7077384,kem_handshake,0.000019155|0.000016480|0.000032670,0.00,0.00,42864640,42864640,768,768,1536
1606,1764562480.7088282,kem_handshake,0.000019115|0.000015629|0.000032771,0.00,0.00,42864640,42864640,768,768,1536
1607,1764562480.709948,kem_handshake,0.000032590|0.000015940|0.000033222,0.00,0.00,42864640,42864640,768,768,1536
1608,1764562480.71113,kem_handshake,0.000024706|0.000017593|0.000041978,0.00,0.00,42864640,42864640,768,768,1536
1609,1764562480.713109,kem_handshake,0.000041307|0.000025948|0.000050733,0.00,0.00,42864640,42864640,768,768,1536
1610,1764562480.714628,kem_handshake,0.000027561|0.000020358|0.000040956,0.00,0.00,42864640,42864640,768,768,1536
1611,1764562480.7160532,kem_handshake,0.000028082|0.000019496|0.000046346,0.00,0.00,42864640,42864640,768,768,1536
1612,1764562480.7176642,kem_handshake,0.000022522|0.000018705|0.000037209,0.00,0.00,42864640,42864640,768,768,1536
1613,1764562480.7187982,kem_handshake,0.000020768|0.000015578|0.000033783,0.00,0.00,42864640,42864640,768,768,1536
1614,1764562480.7202978,kem_handshake,0.000042459|0.000027301|0.000062055,0.00,0.00,42864640,42864640,768,768,1536
1615,1764562480.7230556,kem_handshake,0.000089185|0.000050955|0.000103752,0.00,0.00,42864640,42864640,768,768,1536
1616,1764562480.7250502,kem_handshake,0.000047989|0.000022351|0.000106116,0.00,0.00,42864640,42864640,768,768,1536
1617,1764562480.7266264,kem_handshake,0.000033702|0.000021239|0.000044171,0.00,0.00,42864640,42864640,768,768,1536
1618,1764562480.7281616,kem_handshake,0.000035205|0.000022622|0.000062546,0.00,0.00,42864640,42864640,768,768,1536
1619,1764562480.7298374,kem_handshake,0.000030386|0.000020608|0.000054030,0.00,0.00,42864640,42864640,768,768,1536
1620,1764562480.73138,kem_handshake,0.000026028|0.000019345|0.000049872,0.00,0.00,42864640,42864640,768,768,1536
1621,1764562480.7326002,kem_handshake,0.000022351|0.000016731|0.000034794,0.00,0.00,42864640,42864640,768,768,1536
1622,1764562480.733689,kem_handshake,0.000019295|0.000015568|0.000032961,0.00,0.00,42864640,42864640,768,768,1536
1623,1764562480.7348619,kem_handshake,0.000023333|0.000018073|0.000044743,0.00,0.00,42864640,42864640,768,768,1536
1624,1764562480.7360883,kem_handshake,0.000025727|0.000017723|0.000038201,0.00,0.00,42864640,42864640,768,768,1536
1625,1764562480.7371953,kem_handshake,0.000019406|0.000015328|0.000033242,0.00,0.00,42864640,42864640,768,768,1536
1626,1764562480.7383068,kem_handshake,0.000019606|0.000016030|0.000032890,0.00,0.00,42864640,42864640,768,768,1536
1627,1764562480.739405,kem_handshake,0.000020698|0.000016931|0.000033632,0.00,0.00,42864640,42864640,768,768,1536
1628,1764562480.7405908,kem_handshake,0.000018975|0.000016390|0.000034153,0.00,0.00,42864640,42864640,768,768,1536
1629,1764562480.7417405,kem_handshake,0.000019987|0.000016270|0.000033852,0.00,0.00,42864640,42864640,768,768,1536
1630,1764562480.7428422,kem_handshake,0.000019597|0.000015709|0.000032900,0.00,0.00,42864640,42864640,768,768,1536
1631,1764562480.7439017,kem_handshake,0.000018304|0.000015258|0.000032660,0.00,0.00,42864640,42864640,768,768,1536
1632,1764562480.7449932,kem_handshake,0.000018935|0.000015399|0.000032891,0.00,0.00,42864640,42864640,768,768,1536
1633,1764562480.7461061,kem_handshake,0.000025216|0.000018113|0.000037579,0.00,0.00,42864640,42864640,768,768,1536
1634,1764562480.7478216,kem_handshake,0.000037088|0.000022271|0.000057646,0.00,0.00,42864640,42864640,768,768,1536
1635,1764562480.7491407,kem_handshake,0.000021159|0.000017592|0.000037850,0.00,0.00,42864640,42864640,768,768,1536
1636,1764562480.7502298,kem_handshake,0.000019206|0.000015298|0.000033201,0.00,0.00,42864640,42864640,768,768,1536
1637,1764562480.7512815,kem_handshake,0.000018925|0.000015368|0.000032721,0.00,0.00,42864640,42864640,768,768,1536
1638,1764562480.7523475,kem_handshake,0.000019085|0.000015519|0.000032961,0.00,0.00,42864640,42864640,768,768,1536
1639,1764562480.7534153,kem_handshake,0.000019416|0.000015549|0.000032730,0.00,0.00,42864640,42864640,768,768,1536
1640,1764562480.7545395,kem_handshake,0.000018575|0.000015228|0.000039142,0.00,0.00,42864640,42864640,768,768,1536
1641,1764562480.7556946,kem_handshake,0.000022241|0.000016550|0.000034985,0.00,0.00,42864640,42864640,768,768,1536
1642,1764562480.756881,kem_handshake,0.000023323|0.000016150|0.000042889,0.00,0.00,42864640,42864640,768,768,1536
1643,1764562480.7579904,kem_handshake,0.000021260|0.000016250|0.000035656,0.00,0.00,42864640,42864640,768,768,1536
1644,1764562480.7591622,kem_handshake,0.000020558|0.000016040|0.000037650,0.00,0.00,42864640,42864640,768,768,1536
1645,1764562480.76025,kem_handshake,0.000021410|0.000017081|0.000034483,0.00,0.00,42864640,42864640,768,768,1536
1646,1764562480.7614052,kem_handshake,0.000024205|0.000017242|0.000036247,0.00,0.00,42864640,42864640,768,768,1536
1647,1764562480.7626612,kem_handshake,0.000023854|0.000016430|0.000035496,0.00,0.00,42864640,42864640,768,768,1536
1648,1764562480.763903,kem_handshake,0.000028473|0.000019856|0.000037630,0.00,0.00,42864640,42864640,768,768,1536
1649,1764562480.7658231,kem_handshake,0.000027200|0.000020117|0.000048720,0.00,0.00,42864640,42864640,768,768,1536
1650,1764562480.7670653,kem_handshake,0.000020358|0.000016080|0.000034263,0.00,0.00,42864640,42864640,768,768,1536
1651,1764562480.7681582,kem_handshake,0.000018494|0.000015228|0.000032751,0.00,0.00,42864640,42864640,768,768,1536
1652,1764562480.7692316,kem_handshake,0.000018914|0.000015098|0.000033763,0.00,0.00,42864640,42864640,768,768,1536
1653,1764562480.7703893,kem_handshake,0.000021600|0.000016851|0.000044132,0.00,0.00,42864640,42864640,768,768,1536
1654,1764562480.7721155,kem_handshake,0.000037950|0.000022231|0.000056154,0.00,0.00,42864640,42864640,768,768,1536
