Iteration,timestamp,client_keygen_s,client_enc_s,client_dec_s,server_enc_s,server_dec_s,server_sign_s,final_key_hex
135,1764450473.639371,0.000044652,0.000025006,0.000077403,0.000062796,0.000079868,0.000088112,671226d0efb7c309aae2105a67ec3641bef7d3ed6b21251fb7ee43b2cf4f443a
136,1764450473.6436267,0.000072494,0.000024616,0.000101027,0.000059711,0.000094474,0.000098613,0a6a901fcd9dea5605c024d23ddd77cbb56b85555af8bf5a974e82c3d7a3225f
137,1764450473.6473713,0.000052016,0.000021901,0.000121454,0.000082422,0.000111296,0.000132605,29bf7a4ff30970a3edb68e4ba892248b27d05c64bc712f219a646ba4665a051b
138,1764450473.6514416,0.000054380,0.000028814,0.000068476,0.000075079,0.000100135,0.000124861,d18f269a451d0357fdb3cb7f2a13818ea44688cc9b0c40ebd145d01eff73d308
139,1764450473.6551692,0.000036808,0.000019165,0.000079366,0.000057566,0.000063007,0.000108741,9a7b77ad1f6b131ee7e5d90a14bd00dd19de1de2d18d97fd05ef38b701d9e217
140,1764450473.6587548,0.000079898,0.000026289,0.000030326,0.000074618,0.000072985,0.000119751,3411b2c2186e36ddaea6e2a1593045c48712b2a863dab8b2bf9e40ed5747077f
141,1764450473.6605275,0.000027822,0.000016861,0.000027822,0.000032019,0.000035225,0.000044563,3d6d76a9b8b80f3b79039a193af7315b6417d8604aa154db831ded74c642929a
142,1764450473.662872,0.000026929,0.000017021,0.000055382,0.000035085,0.000071121,0.000045393,cc8381e29523022cbccf936c355c4f07a8162ce63b37a0e3b05d0fd974f7aa50
143,1764450473.6651087,0.000032450,0.000027140,0.000041517,0.000032500,0.000036528,0.000067986,8ed58a0c3ed87d288858bac3b9117a7a9f6479a3bd3702fa18b0906aca22d2c2
144,1764450473.6681588,0.000037980,0.000019296,0.000066753,0.000054390,0.000068186,0.000066934,a58a71e669eb82cef157409171942b3aeda71de5f62330179f6d21032b74da56
145,1764450473.6731892,0.000051284,0.000022762,0.000121304,0.000101247,0.000104362,0.000175343,e0d0d83056d59e62084b1a61402ea9cc4abc951c04eb0f86f2bc8cc44c79ab38
146,1764450473.676148,0.000044462,0.000025557,0.000046726,0.000096999,0.000069389,0.000089756,baf512c9401f62f0cd0485c26a090eccc2c4d4c89ecd1b33116a05c3d217b007
147,1764450473.6788974,0.000031398,0.000017082,0.000075730,0.000045293,0.000060261,0.000070640,deac51830de1df0e474ecff7da89a47dc6054a11f66f957419fd146f1ffdd0f4
148,1764450473.6819386,0.000036738,0.000023012,0.000045624,0.000056875,0.000070741,0.000099664,cbe1b93516bc55d3f29a242b82b93ff7ff05fec444ad990e7af0fb33ca0aafd8
149,1764450473.6850994,0.000050703,0.000032761,0.000029244,0.000049912,0.000067114,0.000085888,86af188ad0b40ce9b32a17e1dc20ce9f90c316d3c6cc17ab023ef6187cfdde8f
150,1764450473.6867917,0.000025898,0.000016160,0.000024064,0.000029104,0.000034514,0.000043240,bc26866c12236c73c5fdeef95da62cb5807d47a3b97a0cf222f6bc2c98f9af46
151,1764450473.6886475,0.000022722,0.000016120,0.000033031,0.000033813,0.000069588,0.000051054,9e6d34db81d21c8c325669c1f6898a1d88d3d5f8ca229f9d229f8e3a392fa1f2
152,1764450473.6916113,0.000037810,0.000025046,0.000044903,0.000064930,0.000078966,0.000110605,7ed82b26cdb06209204289e1fe64b9a2e0be79c7bbd8a0dde14c583704030937
153,1764450473.6935277,0.000030766,0.000017703,0.000023273,0.000035155,0.000041516,0.000048399,4fa1ef57519ffc790d70d09cbbe361989e0c10fdc1f80482f042b09fc4e7489f
154,1764450473.6956758,0.000023473,0.000015198,0.000051024,0.000037229,0.000045875,0.000061103,d06d7fb1e5ba737b1c5c394922596c245da4a75df8c5c4f6ccd0852880559275
155,1764450473.698109,0.000050574,0.000033181,0.000046546,0.000040965,0.000050694,0.000065861,eed1f40a04c38b90aeb0de006d93e41b8d3dd2dda8e5120aa59d5c9f7b5e236d
156,1764450473.700626,0.000032029,0.000018104,0.000036938,0.000057005,0.000052487,0.000077874,2c319431191cfc6249c3b25032c92d9d5ba13088d554567f76062de5f11c4c1b
157,1764450473.702769,0.000032520,0.000018054,0.000035425,0.000049982,0.000043280,0.000078786,765154769d6e96d7662733643c21e67f0bb4ea2920c9a718ffdb23efdcfc652d
158,1764450473.7060103,0.000027190,0.000016581,0.000086610,0.000086230,0.000097831,0.000115203,296be11d454ed22cd27620d4bc9a08de3837b283b8d0f10fdeb38b4b0575a20e
159,1764450473.7089581,0.000039412,0.000019226,0.000028643,0.000053118,0.000058568,0.000089164,9da7aed363841fcf825e28783e6fac735da509123ae6754bf422d3ea623abe68
160,1764450473.7115908,0.000026109,0.000054350,0.000047618,0.000031999,0.000041507,0.000043550,28a7148621a713adbefcc596018f142003522157f9ac4ff06a8d2f444847bb09
161,1764450473.7148688,0.000053259,0.000036497,0.000059220,0.000058448,0.000077903,0.000075309,fce95909c42a468bed2fbaa9729d718f17bed2357699807375d2399773344da4
162,1764450473.7171078,0.000030055,0.000018264,0.000024826,0.000056464,0.000055803,0.000077153,f6b5a3737b834940071ad413c474d60c6f0a95196a5840a0488547990a508bf5
163,1764450473.7196681,0.000024946,0.000015989,0.000035656,0.000054450,0.000077423,0.000095316,4327ead36c68ec68004077b3ca3bd3c119ccedb128b6fafca03b1ebe3e3de97e
164,1764450473.722689,0.000026609,0.000016300,0.000044553,0.000061083,0.000074137,0.000110144,4a9a57f0fb09b203d221ae520c589e373379975fea6a24cbe39316a3636218d4
165,1764450473.7252727,0.000035155,0.000017142,0.000032731,0.000057576,0.000064199,0.000079977,ac20183441e393c67a5081f81d4ae38e7fc249b2f205ed001d762c5094d9e744
166,1764450473.727562,0.000042649,0.000019506,0.000029715,0.000038872,0.000047488,0.000056404,6fb1c4b1f9f25153231666c7f7b4f607dcb13b56126254dc3b6ff62274400eb0
167,1764450473.7294009,0.000024245,0.000015699,0.000035255,0.000033642,0.000037760,0.000039784,a5a92fa45fde2923e3d1d05f58f092331d6ab17669ad8e115961c229805e7c6a
168,1764450473.7322304,0.000031539,0.000020268,0.000053779,0.000091559,0.000079957,0.000098352,2aa6d4bc4cfd12feca797bef3a8729ebe513e089581933245d91b7fca195c43d
169,1764450473.7347643,0.000041286,0.000020047,0.000028883,0.000035425,0.000038181,0.000059479,7b9ccb7465fcd12725e6dda4215ba19b5f2eb0f14f216e8bab235f80a5f1990f
170,1764450473.7368212,0.000026739,0.000016611,0.000045284,0.000035115,0.000039233,0.000110564,4cf94588252980a255f9b18ddc4ded0a7f2ee1f05235cb15a8ecf0ca552a9bc8
171,1764450473.7388985,0.000030236,0.000017262,0.000047337,0.000038211,0.000037139,0.000049321,5ff2bbb7ae65cd3541ecf78bd172416edf661c4a7726c9295aa5dda37f0295f1
172,1764450473.7420058,0.000029063,0.000016530,0.000057346,0.000060562,0.000066453,0.000096659,ea6d0dee923a882b24368c8c9d414580ec14223315c1447564b5cad7d7e27adc
173,1764450473.7452192,0.000060692,0.000036066,0.000058068,0.000045444,0.000050934,0.000055292,0ddc6f98190a9ad12b34efd4637ff6951db4b6265513e217cd34146dfe200e41
174,1764450473.7489908,0.000044011,0.000022541,0.000069809,0.000078084,0.000098382,0.000098302,f4e37943373cff6864c5ff3671c4168c76c85f038cdef52ec0e62825c89fda80
175,1764450473.7516518,0.000052758,0.000023994,0.000035014,0.000042378,0.000051235,0.000127465,6f9835ab213b194506c8d6f8efd6252b6c7dd627ac41a7ba62f078a3e7e7ff01
176,1764450473.7539833,0.000028543,0.000017231,0.000062375,0.000058568,0.000059850,0.000081450,c6efc8da522501849f5d64bc3bad121daf85d7e0f93784a5409f061059960673
177,1764450473.757664,0.000036497,0.000019787,0.000073826,0.000059720,0.000097119,0.000070390,c03561ff52fb8c93bbd690461604244fb7d6233a3f8ff0744b6e6d500eff73f6
178,1764450473.7603292,0.000037519,0.000019706,0.000024615,0.000070140,0.000128337,0.000079607,f66bad2dc8fbb4d6fc2f1dd1dc8c7dc3fc811d5a22b7ad5e309f37495fd1bd77
179,1764450473.763804,0.000030837,0.000018073,0.000102570,0.000047468,0.000067735,0.000104012,58ff5f0577e8e1c529756fde9e130f97752a26590167b844d22096c38d811c9e
180,1764450473.7675521,0.000091438,0.000047468,0.000079046,0.000099303,0.000070269,0.000056374,87af0abe82c499b6913a62e5c7c55fb21000ff098a462fe57d7ae4889a239598
181,1764450473.7701018,0.000047818,0.000030266,0.000036637,0.000038651,0.000034393,0.000052627,6da04eadc3545db3a95ad195346e659e94572f414b894ee21d3d41e1d20b6120
182,1764450473.7729342,0.000031509,0.000018144,0.000045584,0.000050202,0.000062194,0.000077052,dd8a0d051cea13d267aba1554dcd3eae2e8e6cd307995525107324c21eae69a9
183,1764450473.7754579,0.000049592,0.000020107,0.000030497,0.000040525,0.000055242,0.000065230,e5049cd33cb8461f192e97883d7430e594eac667d76561f2baaec66ccb54a552
184,1764450473.7771719,0.000024526,0.000024495,0.000041997,0.000029455,0.000028723,0.000038691,8efe9a1ec2274d2c7469d5ff16c3ba9225fd2a0d965d678322b88a48db043553
185,1764450473.779695,0.000043580,0.000029504,0.000053819,0.000046135,0.000049711,0.000060491,853b32719eb60a38552a56b7fdc21e5f1699244c970c05cf644e7f294b96b488
186,1764450473.7821565,0.000036227,0.000019236,0.000029545,0.000045384,0.000052888,0.000074347,facc958594c0a98c729d0fbccaf5a5bfcab87902bc3d1a7de319c8ec15c2134b
187,1764450473.7844882,0.000028844,0.000017011,0.000034033,0.000053780,0.000053519,0.000073817,958416e05b35176f4a249d557f8afa09a407e9b1953575bddb5ce70852b41e14
188,1764450473.7875352,0.000034583,0.000026849,0.000037960,0.000062726,0.000059480,0.000098943,521699d8189fec1cf2a4916597f84d6c736ebdafc5bd23eb8021eaec565e9179
189,1764450473.7905958,0.000052808,0.000034593,0.000041637,0.000071693,0.000081300,0.000127866,6a17cabdbb921843adb6251782434a7f1c1f64a168256bc4c1da4bceab536c9f
190,1764450473.7928507,0.000027771,0.000016971,0.000027271,0.000055663,0.000052827,0.000099785,6697f38f85c67039c1678b5fdffb81bda8ef30d1b3ee89728e8ecebcf8e3e434
191,1764450473.7947562,0.000025006,0.000016350,0.000031949,0.000036447,0.000040395,0.000049522,25916617629bbdef3a58a67bf20b8ba5feb19b9b2810c14bae6b3ef1f0be0aec
192,1764450473.7971997,0.000025797,0.000016190,0.000035315,0.000060201,0.000071833,0.000084887,b174bdcaa2492582c7f27af98be041a6df2e61742b0fffa58deea82cce400209
193,1764450473.8003166,0.000054130,0.000047698,0.000105164,0.000049562,0.000063097,0.000068817,b7980b582b23bb85e02b9f0284f60bd5b525ceea81ee252564a7eb6ab48d7a94
194,1764450473.8027914,0.000036447,0.000020017,0.000032310,0.000052337,0.000049872,0.000082993,0065b6495b5462db51f96371a9bf271685eb2627d7e43008eeb4151d7c010839
195,1764450473.8065948,0.000041898,0.000018314,0.000070741,0.000058528,0.000087832,0.000108100,9d5a01eb61e826e9dc4317e13605a1825497a51ec257e8653d25f07c63c34753
196,1764450473.8090127,0.000038962,0.000018985,0.000043871,0.000044432,0.000091228,0.000059229,d1f76651d70043a0ec624d13d4e6b0186fd40b49be1645df00cc4870c400b239
197,1764450473.811745,0.000043180,0.000023303,0.000029976,0.000056905,0.000049391,0.000087853,ed9ed650d6d90fd6c3edebc5652b3822cc2fb1293c8d410326a206fb58595483
198,1764450473.8144147,0.000031579,0.000016801,0.000037198,0.000066914,0.000061925,0.000107619,89f5677ceaf1e812a0ad884f2d9cf83e4cd493c134d9ae22e4029b3a82cbbba9
199,1764450473.817054,0.000027420,0.000016501,0.000044072,0.000044502,0.000037990,0.000091469,650ac6e4e67c715bdd59f7921e35641dc8855ff5cecc5f8030059142c39c83a5
200,1764450473.818645,0.000025477,0.000016871,0.000023182,0.000030326,0.000023092,0.000035856,69c4f4db550f2354b5669f1c3f8dd69423421561533d46c9652c80486009252c
201,1764450473.8214614,0.000024205,0.000030917,0.000091169,0.000052667,0.000054100,0.000094474,500e3394c194eca12a3c67f8637c9ca82b81b03dd191f27768e6157b9b2d93cf
202,1764450473.8243735,0.000042739,0.000021931,0.000057706,0.000044252,0.000064249,0.000055983,265bc9e2ad96c289a6bf4baa167826c09291095a290cedb125694851d725b4aa
203,1764450473.8279393,0.000046456,0.000029875,0.000093453,0.000067104,0.000062385,0.000081932,0a765ed145712b4aa4321081f02ef115b26cd0533211b4324dbb1d7c620d593e
204,1764450473.8310878,0.000048920,0.000018545,0.000044682,0.000076040,0.000082383,0.000135620,0f02635a689e67a3b4320fa134b5c6a09a813bf6074cbadaa1b4a8591443cceb
205,1764450473.8335874,0.000043891,0.000024244,0.000030376,0.000039834,0.000042398,0.000055983,8bfa27682dacf63222b18673a9b0e94eb5625d008cad68125a42f8dfabd30e11
206,1764450473.8359466,0.000025437,0.000016110,0.000025377,0.000081190,0.000067635,0.000082593,545825cc4788638ee5d2bd24fe5ab9195f6b1d635627acdeb04cc06fbd59ff36
207,1764450473.837955,0.000024175,0.000016200,0.000042889,0.000046175,0.000045775,0.000059710,646e816b5f92632faa464aaeb85e3ecf0a1a59b77e704ef6938205a4fae0df29
208,1764450473.8397925,0.000028933,0.000018084,0.000031168,0.000039643,0.000034344,0.000045775,7a481306e0a8f4fcc4837a8f23543e2535807df8a84daedb59c632622f146789
209,1764450473.841655,0.000030146,0.000017051,0.000028122,0.000033151,0.000034073,0.000048941,9fb1063fd7b4ab38499ec53a04d229ae4d872098e620554198b35f690ba071e6
210,1764450473.8442752,0.000025106,0.000017422,0.000053929,0.000077563,0.000082242,0.000116124,086dd37b476f35d742ca0723b73624f7752dc8d3f46146cd9595d0b1c9b2ef07
211,1764450473.84785,0.000030817,0.000017603,0.000123768,0.000067825,0.000101949,0.000095216,367eff80fb425d5e906688b1cb3504d5718425f9a3eeb39f56c9aab5c43270d7
212,1764450473.8509219,0.000070891,0.000035275,0.000025737,0.000063397,0.000082963,0.000106045,78653416b2b68017dc83aca7ffa50600b90f65cff6d98eb23ddf99b3a61db554
213,1764450473.8535526,0.000025467,0.000015759,0.000046436,0.000049952,0.000069709,0.000060221,320514a64d0aa42ff60902434c23ac4325837def8845ec72b480bc0f616c6625
214,1764450473.8566418,0.000044212,0.000020047,0.000091789,0.000042048,0.000053168,0.000058488,e7391ef5ad5d91af9a394af22970952ba8ac63377bfedc37e3f2d294a31df842
215,1764450473.8602426,0.000045043,0.000023253,0.000061053,0.000051335,0.000090317,0.000077823,b8a430a546c8c734bc7a1bfa0c99e7c5242d2ad9555d89b12c53e9af1d6ba7ac
216,1764450473.8629498,0.000050243,0.000022362,0.000048850,0.000034503,0.000042127,0.000048299,a293bbe6e81ee640ca8f3077c8eb0c29a3964f830d186b2545836a87a5708ecb
217,1764450473.8669937,0.000040164,0.000023974,0.000067134,0.000077684,0.000104132,0.000120473,4f50221d9b7657a07ae01a3a137a83f9ad5bafd2e41fa1b4a228f2a17d184029
218,1764450473.8699841,0.000050603,0.000031779,0.000047277,0.000062726,0.000065461,0.000052767,653863131f5f239a9f99b89d8ef605a60f6bce004482e274f94e2233b3ee5d28
219,1764450473.873246,0.000039022,0.000019676,0.000062235,0.000079928,0.000085458,0.000134959,c9fe646431b2a0138159564ea7900aea759e2f62c94e0b9b88ca495fbbdb2e10
220,1764450473.8755934,0.000031017,0.000015909,0.000028813,0.000057035,0.000054099,0.000076451,7a5e536339f5cb92d9daf3134ad9b0f21988c694f01b1511abfac0e358483203
221,1764450473.8787482,0.000045434,0.000018834,0.000063748,0.000053599,0.000069248,0.000090157,f046a2e88ecaf9bb4803a26a0b76c33acc07e2e7b7a4dc743b5f6f705e1a4222
222,1764450473.8818946,0.000051615,0.000029014,0.000046466,0.000053699,0.000060202,0.000114411,0f49b539a03482296d9eae6c45737b8ddd24adb3fa30dcd3bdbec3a8877f63a1
223,1764450473.88432,0.000030947,0.000019125,0.000023434,0.000036798,0.000049432,0.000080579,7266f5349f18eb18a3d364a9f3abbf4dd6318f7520282b3e32e2eab4c931a198
224,1764450473.8867805,0.000025547,0.000016931,0.000041176,0.000058258,0.000057316,0.000090167,f8b0e5611a41d71d5b160f3c5d5a3f8937b08649dc32bc3387150841b8a6fb43
225,1764450473.8900115,0.000033091,0.000018835,0.000059480,0.000068266,0.000085808,0.000107648,9f8ce7ede7639cbf9b48dffa1626413dd33c48bbe6199e607d7083f45ca1e431
226,1764450473.8923059,0.000031628,0.000017443,0.000023283,0.000057757,0.000057186,0.000076842,d7f41201799cbbb08a6b4caf241d20d36c77ef6e7ff1fd348bdd2233dc7d567d
227,1764450473.8941064,0.000023494,0.000016350,0.000026709,0.000075509,0.000045023,0.000069608,75483f4ecf0f52f7889dd0bacbc9e1a7567d552f81ae271cb2b4275f08b0c01d
228,1764450473.8963387,0.000026940,0.000016701,0.000053539,0.000037659,0.000043571,0.000061804,b6d71d698721f80ffe3cc25f49c63f58b96bcb09a926a3c5e10a4102ee5909df
229,1764450473.8992858,0.000039112,0.000018254,0.000045604,0.000064650,0.000077543,0.000087231,1a972652fd9486c8ebc51157a94b093606024bb6768f6e94c976eba21c78ef78
230,1764450473.9020948,0.000027991,0.000016601,0.000030536,0.000064469,0.000068497,0.000074558,3a4ad818d82956ca12fae91953eead196575e5336e5c9b89525c698b3f598288
231,1764450473.9037466,0.000025036,0.000016330,0.000022832,0.000031068,0.000035115,0.000041827,fb35d3d6d35e1be5f32547ac62fe7a4b09249c0b19ff3226e2edb47f881bdfbf
232,1764450473.906099,0.000023413,0.000016831,0.000036097,0.000037650,0.000062195,0.000059931,3b8e145668f09099d4151ace9abb953a1d10b321234c8a28fadc53e7f1300764
233,1764450473.9088912,0.000029735,0.000031207,0.000027191,0.000079427,0.000083925,0.000132766,d2b70fc7a96d47cc6d8bc4e937528747c33bb180d04139bb9144c032d1a5ea11
234,1764450473.9109325,0.000024215,0.000015268,0.000051956,0.000038201,0.000072133,0.000040504,1cb1ea6689cbf01d381749c9c815cc28bb794a5bb8b3ad9e28cdb84ff4212dbe
235,1764450473.913237,0.000058839,0.000017873,0.000045454,0.000045694,0.000044863,0.000119701,caa2b8ea8352db23ac811fd0a5a9919cee0f0448c48701018ac5262b1067291b
236,1764450473.9153447,0.000029966,0.000018444,0.000030987,0.000040414,0.000051785,0.000073797,e9b8217ee9374dc0d7cc18fbc2ec0c9f478c0bad85dfc90fec4698a2f976b734
237,1764450473.9170964,0.000023754,0.000016240,0.000021590,0.000031478,0.000035746,0.000041186,c9b9f4e6dbb110270fee1a007a71f8b64e9ee50ceeabae18aa1734a109073034
238,1764450473.9194536,0.000025087,0.000016490,0.000031799,0.000060502,0.000058668,0.000102890,8ada782070103cb079b89501db7514bd5d4cda07f340f2c18e35df208da95ce4
239,1764450473.9229743,0.000052707,0.000034333,0.000080880,0.000057877,0.000072514,0.000095707,1b76870b486084279dec7f9a39e740efe1b018cf8476073cba87ccc4244c1cc2
240,1764450473.9249485,0.000038541,0.000020137,0.000022822,0.000033391,0.000035205,0.000047758,8949ab3df5715762091bd59b2103be9ddae8efbbe26f4ba48471ba7fb93976fe
241,1764450473.926817,0.000024856,0.000015969,0.000023153,0.000037289,0.000047688,0.000054932,f68ea0f2c11cb1a36a5c59b555e2b85fe1d7713488f7e75848810d04d0662910
242,1764450473.9280853,0.000022201,0.000015438,0.000019537,0.000024565,0.000022271,0.000034744,df64009c77859851e029ee8b536b1b8bc75feeb07304089b6d8b85a71a9536ff
243,1764450473.9299798,0.000020718,0.000014436,0.000028493,0.000051004,0.000042729,0.000072504,3f70d71acc58484ddd2e4995f6a0503064251a771342201fc8e8346f6069952f
244,1764450473.9326184,0.000028883,0.000017692,0.000061683,0.000042619,0.000056304,0.000077443,94b7ea7cf74516ad19d6f353cc85807756961f858c1e2d9d35813009fb3040dd
245,1764450473.935158,0.000033471,0.000018154,0.000027431,0.000064339,0.000065460,0.000081371,1754d5b46cf424ebb1517406240f7503afea20e2d5a1913d30de3a0d7c56088a
246,1764450473.9375737,0.000025136,0.000015769,0.000041707,0.000081501,0.000062085,0.000102930,2b0f965cc576ea8dfce2b254b927308f969900eaa8a02f9aef839c07417f6ab2
247,1764450473.940196,0.000029925,0.000020628,0.000041877,0.000109372,0.000078004,0.000069348,7e8d515300ff2e06f5b1ac4f072fbe0c18c0ecd807e2d6b16e5944af4fcbaab0
248,1764450473.9433212,0.000028814,0.000016801,0.000050873,0.000075840,0.000074958,0.000179381,19a30529568738426cbf564673870dcd4cd4fc8c0af61a885452c514b76f48f0
249,1764450473.946428,0.000039413,0.000020478,0.000062726,0.000070179,0.000089435,0.000114551,49579d9fcb23c3a850d8301d812b8a48721408a07854da01d04b3c69005711a4
250,1764450473.9493206,0.000044011,0.000020107,0.000048820,0.000062977,0.000095587,0.000089385,ae8f50571f337a9b48091d7dda770a6890c8c9b94e7df030987ab6d38e29f887
251,1764450473.95242,0.000054501,0.000023283,0.000024264,0.000071442,0.000085548,0.000107028,1a3aab162038c0429a2be9fe25c811dd9e998d0405790c202c3d19497afd13c6
252,1764450473.9546616,0.000023483,0.000015408,0.000034514,0.000055452,0.000060592,0.000106727,5f8e90845796bc19ea8ee225645a862985cf73fb12b68b11129368d06d912dd7
253,1764450473.9572506,0.000029985,0.000019196,0.000035446,0.000067725,0.000069188,0.000099854,61b8cf30012958ac89bd9040a3fb46367f2d94659e63941e20d1519a80886e3e
254,1764450473.9590774,0.000036818,0.000018584,0.000021049,0.000030917,0.000032981,0.000040515,0b11e4863dbc70196aa4b5db52756b83010c1745be367c23ac065c56da1303b0
255,1764450473.9618077,0.000022511,0.000015739,0.000099734,0.000056935,0.000052517,0.000104082,832537023035463b8ac7ad39ddd76630f74e96eabab2d2069c6ed3a790fff5e3
256,1764450473.9651086,0.000040034,0.000019576,0.000081821,0.000083534,0.000070159,0.000114231,21cd782506eb3c81036896becf2c47b356be2a21eff56014f80ccc6abdacc426
257,1764450473.967968,0.000038441,0.000019025,0.000026729,0.000087542,0.000092270,0.000142303,4e6eed0e17de7fa26846d3409410d4ec51d5c149f4ba5eff618099c872d233ee
258,1764450473.9699419,0.000025878,0.000017733,0.000020698,0.000049351,0.000043591,0.000068496,92a1d56247543c3a915c73d080ca8eed6e4f3d41614b873c85cb64c2b7a26d87
259,1764450473.9717176,0.000022822,0.000021029,0.000041547,0.000031358,0.000033532,0.000047107,89852228ed80604b0003d34d3722fa25db2bb620230fa6d103f8f8d73b81dfb5
260,1764450473.9741135,0.000028603,0.000017472,0.000026710,0.000064399,0.000081330,0.000094434,17f2d2fd873a47c7f696389ab53cc00736298cb9c79de9905d23f00c4fb9d525
261,1764450473.976271,0.000029345,0.000016690,0.000021961,0.000053889,0.000048059,0.000071672,fd6385295a4c0dd2925239910144045ffb1d243f31ad5c9c7abdc152b23ef4d0
262,1764450473.97838,0.000022201,0.000014747,0.000037559,0.000053830,0.000053369,0.000075930,8fea359afa44533347c459f3173dfab80006470a7f4abba230e36166ff42cb6f
263,1764450473.9808488,0.000028252,0.000015739,0.000039102,0.000051455,0.000060983,0.000056464,120f28eda843f3e10f4d84ab56e33a11afda27075f140e9bfe34cfd480ed349c
264,1764450473.9834363,0.000050944,0.000032500,0.000032239,0.000044903,0.000085678,0.000053339,1657dd1130c399f60687db1bdc6702cc2f36aa762f2b215fadf4597207ef10c5
265,1764450473.9856203,0.000029935,0.000017342,0.000035256,0.000037459,0.000044793,0.000051996,524ed2f2be3784b3819f1ce1aac68edbbf49f5c8f5b4145904270e111315fa9f
266,1764450473.988001,0.000048229,0.000030997,0.000027390,0.000035595,0.000038421,0.000061043,41667ab3f13d3c596d261caf55e230c9448e97f5b35b367a9fd80a67b5eeab3c
267,1764450473.9903584,0.000032359,0.000016410,0.000031999,0.000043119,0.000050574,0.000074698,3718e982fe78dc82bfa80fb6b094e70e15319f407ca4926d3c48a1b29014af5b
268,1764450473.9926374,0.000042849,0.000029805,0.000027821,0.000036528,0.000035275,0.000052046,da19128a8e9601ce2562e1dacecdec4fa9ba4e6d448fda01c0f7bce7858e7947
269,1764450473.995042,0.000028512,0.000022351,0.000040826,0.000067234,0.000066263,0.000085948,11846c4edd2535e7a7d6258f7d070020a3e278c48584a5cc1ab2ac41d045508c
270,1764450473.9980593,0.000029935,0.000016691,0.000034203,0.000057065,0.000054801,0.000134949,3fd50b5567649515fd9edfad0553e9bcd2382fba0ba29928d9cd7cfd909dcbe5
271,1764450474.0006585,0.000044462,0.000026359,0.000039423,0.000037489,0.000044332,0.000053729,947a35b507595b028e0fe619a11c01505b02fcbdf1865604e3487e50fed7e932
272,1764450474.0026553,0.000025828,0.000016831,0.000022782,0.000050753,0.000046325,0.000079226,3492657aacb16cb3923b5726591cc9f09da773e1b2db8c7e3fb54d62b624fda3
273,1764450474.0060837,0.000023424,0.000017542,0.000069949,0.000072233,0.000070149,0.000111065,4b60b878058383e1cac3e368685d66918d88b6f8bd65480db7b02767327f9e59
274,1764450474.0089962,0.000047798,0.000023754,0.000041927,0.000045294,0.000058578,0.000065742,4bce6562d3400e8736e16e874815b1d73341d6b0a1a2d02d4c8313effcfdc1d3
275,1764450474.011248,0.000036448,0.000017172,0.000024726,0.000031508,0.000036257,0.000045124,2f26c817e85bde0f4421aa3236ff4b319e83dfe6c2642cdf688509e4a47e13be
276,1764450474.0138035,0.000024485,0.000015819,0.000040965,0.000056685,0.000073055,0.000101938,f7a69a6ee1273db2b516167d027de3b8ef8badcdb6dc0940e285217333aff717
277,1764450474.0162609,0.000035545,0.000017642,0.000045635,0.000042138,0.000049071,0.000073015,3e5c5a5a161fc91130d567d6f0cbbe070d7e5165c76eaaa48ccf7cc87b68210c
278,1764450474.0182188,0.000040615,0.000024204,0.000029194,0.000030377,0.000030366,0.000044251,82bc6faa4485338502a04bdb737c3501e3e7844f2280387dccfcca0557199cde
279,1764450474.0203674,0.000022712,0.000015409,0.000040094,0.000055142,0.000049621,0.000075289,891da5808785e8ada06ed2260976eba3a7aa50b1edd0fcccaa3ec428cf12bb74
280,1764450474.0231726,0.000031438,0.000019116,0.000055934,0.000049923,0.000050904,0.000076041,eb80354ad9f3a196004aa163f8c5033470b6c9b04feae4f877d84e1a10b17c3c
281,1764450474.0249007,0.000031979,0.000016821,0.000021279,0.000031818,0.000034083,0.000042950,6018b9a04fafb603ce7900d3fbf27bcfc8e43ae41a8cd6d10ef865940a273303
282,1764450474.0266273,0.000027831,0.000021850,0.000061844,0.000026379,0.000026479,0.000038571,6f3c2b8a9e0b975ca0794b3374ced9bea791e3e36c76d36820b8f49fe98603d3
283,1764450474.028959,0.000032149,0.000017252,0.000031418,0.000059851,0.000062425,0.000079897,99993ad5cf205e76583667084e1a3c1b5bb814b062ba42e5860ae0dee2031228
284,1764450474.0309064,0.000031668,0.000017653,0.000034684,0.000033853,0.000038922,0.000054200,20baca48684519c11d96fc2dfa1b90359fb6ccbe72bba7a485b809138ca73657
285,1764450474.0330598,0.000025858,0.000016320,0.000027531,0.000046636,0.000047478,0.000059821,636fbc1c0fc4198779acb4cf818600f09152556c25244836df9203533884ed2e
286,1764450474.034711,0.000024476,0.000016340,0.000030967,0.000030145,0.000030466,0.000040846,0639493e7d823620888aaa1000ef85374bd7fc0d508aa869cf887ab3a682b4cb
287,1764450474.0371733,0.000026600,0.000015539,0.000044923,0.000059009,0.000069758,0.000082973,bdbf33051aca9499eecbcaa97a790efada6eb30f25428e69802b33c5a52f85a4
288,1764450474.039482,0.000033773,0.000018494,0.000049231,0.000039403,0.000045914,0.000077302,53f9ea5b3df054cc18f49485f3e575f92fdbeb4ca308e40509959551764b39b1
289,1764450474.0417993,0.000028262,0.000016150,0.000046736,0.000036017,0.000036197,0.000077113,0782b3bd54e690f619c20fbc2fafd6db8cbb58074bae7734ee51a4ccb4d3f09d
