Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,client_ct_bytes,server_ct_bytes,total_packet_bytes
694,1764450475.0784204,kem_handshake,0.000126634|0.000062435|0.000070680,0.00,0.00,43659264,43659264,768,768,1536
695,1764450475.080547,kem_handshake,0.000050283|0.000041407|0.000073495,0.00,0.00,43659264,43659264,768,768,1536
696,1764450475.0830622,kem_handshake,0.000062295|0.000045935|0.000081290,0.00,0.00,43659264,43659264,768,768,1536
697,1764450475.0848649,kem_handshake,0.000028272|0.000028202|0.000059389,0.00,0.00,43659264,43659264,768,768,1536
698,1764450475.0867276,kem_handshake,0.000039462|0.000047648|0.000127846,0.00,0.00,43659264,43659264,768,768,1536
699,1764450475.0886538,kem_handshake,0.000031267|0.000028552|0.000041667,0.00,0.00,43659264,43659264,768,768,1536
700,1764450475.0902205,kem_handshake,0.000037329|0.000032971|0.000049682,0.00,0.00,43663360,43663360,768,768,1536
701,1764450475.0922487,kem_handshake,0.000052858|0.000054190|0.000072043,0.00,0.00,43663360,43663360,768,768,1536
702,1764450475.0944483,kem_handshake,0.000053519|0.000054090|0.000070170,0.00,0.00,43663360,43663360,768,768,1536
703,1764450475.0962882,kem_handshake,0.000043741|0.000035255|0.000061354,0.00,0.00,43663360,43663360,768,768,1536
704,1764450475.0979896,kem_handshake,0.000034865|0.000031498|0.000042869,0.00,0.00,43663360,43663360,768,768,1536
705,1764450475.100275,kem_handshake,0.000056675|0.000061584|0.000090728,0.00,0.00,43663360,43663360,768,768,1536
706,1764450475.1025307,kem_handshake,0.000048019|0.000052868|0.000079447,0.00,0.00,43663360,43663360,768,768,1536
707,1764450475.1041987,kem_handshake,0.000030887|0.000029395|0.000047358,0.00,0.00,43663360,43663360,768,768,1536
708,1764450475.1060288,kem_handshake,0.000047047|0.000051686|0.000099163,0.00,0.00,43663360,43663360,768,768,1536
709,1764450475.10898,kem_handshake,0.000091469|0.000067445|0.000107789,0.00,0.00,43663360,43663360,768,768,1536
710,1764450475.1111853,kem_handshake,0.000033302|0.000030687|0.000047678,0.00,0.00,43667456,43667456,768,768,1536
711,1764450475.1131516,kem_handshake,0.000045825|0.000039693|0.000088012,0.00,0.00,43667456,43667456,768,768,1536
712,1764450475.1149855,kem_handshake,0.000027411|0.000026189|0.000037630,0.00,0.00,43667456,43667456,768,768,1536
713,1764450475.116956,kem_handshake,0.000061193|0.000053038|0.000098241,0.00,0.00,43667456,43667456,768,768,1536
714,1764450475.1196103,kem_handshake,0.000060051|0.000053870|0.000047428,0.00,0.00,43667456,43667456,768,768,1536
715,1764450475.121469,kem_handshake,0.000051816|0.000052948|0.000082833,0.00,0.00,43667456,43667456,768,768,1536
716,1764450475.1237495,kem_handshake,0.000076220|0.000105685|0.000091589,0.00,0.00,43667456,43667456,768,768,1536
717,1764450475.1265562,kem_handshake,0.000039513|0.000036978|0.000050062,0.00,0.00,43667456,43667456,768,768,1536
718,1764450475.128344,kem_handshake,0.000024475|0.000024896|0.000035015,0.00,0.00,43667456,43667456,768,768,1536
719,1764450475.1303225,kem_handshake,0.000042629|0.000058808|0.000084777,0.00,0.00,43667456,43667456,768,768,1536
720,1764450475.13241,kem_handshake,0.000036087|0.000034173|0.000043791,0.00,0.00,43671552,43671552,768,768,1536
721,1764450475.13439,kem_handshake,0.000035325|0.000030857|0.000060442,0.00,0.00,43671552,43671552,768,768,1536
722,1764450475.1364312,kem_handshake,0.000055392|0.000066573|0.000075960,0.00,0.00,43671552,43671552,768,768,1536
723,1764450475.138959,kem_handshake,0.000054701|0.000060331|0.000101547,0.00,6158.00,43671552,43671552,768,768,1536
724,1764450475.141243,kem_handshake,0.000054741|0.000044662|0.000102539,0.00,0.00,43671552,43671552,768,768,1536
725,1764450475.1437347,kem_handshake,0.000064449|0.000052747|0.000078445,0.00,0.00,43671552,43671552,768,768,1536
726,1764450475.145619,kem_handshake,0.000046936|0.000051855|0.000079808,0.00,0.00,43671552,43671552,768,768,1536
727,1764450475.14808,kem_handshake,0.000042187|0.000039122|0.000049782,0.00,0.00,43671552,43671552,768,768,1536
728,1764450475.150343,kem_handshake,0.000074849|0.000062606|0.000127104,0.00,0.00,43671552,43671552,768,768,1536
729,1764450475.153109,kem_handshake,0.000080348|0.000057245|0.000064158,0.00,0.00,43671552,43671552,768,768,1536
730,1764450475.1555464,kem_handshake,0.000052597|0.000053609|0.000071622,0.00,0.00,43671552,43671552,768,768,1536
731,1764450475.1573877,kem_handshake,0.000042779|0.000039473|0.000058618,0.00,0.00,43675648,43675648,768,768,1536
732,1764450475.159628,kem_handshake,0.000037089|0.000032711|0.000044553,0.00,0.00,43675648,43675648,768,768,1536
733,1764450475.161983,kem_handshake,0.000059269|0.000058097|0.000078455,0.00,0.00,43675648,43675648,768,768,1536
734,1764450475.1643124,kem_handshake,0.000035907|0.000062666|0.000075760,0.00,0.00,43675648,43675648,768,768,1536
735,1764450475.1664598,kem_handshake,0.000078104|0.000047308|0.000078736,0.00,0.00,43675648,43675648,768,768,1536
736,1764450475.168503,kem_handshake,0.000032309|0.000035335|0.000045644,0.00,0.00,43675648,43675648,768,768,1536
737,1764450475.1704552,kem_handshake,0.000036948|0.000033582|0.000043750,0.00,0.00,43675648,43675648,768,768,1536
738,1764450475.1721215,kem_handshake,0.000027330|0.000029124|0.000039343,0.00,0.00,43675648,43675648,768,768,1536
739,1764450475.1747663,kem_handshake,0.000069589|0.000069448|0.000062345,0.00,0.00,43675648,43675648,768,768,1536
740,1764450475.176951,kem_handshake,0.000033673|0.000032199|0.000039843,0.00,0.00,43675648,43675648,768,768,1536
741,1764450475.1788793,kem_handshake,0.000049943|0.000051335|0.000072023,0.00,0.00,43679744,43679744,768,768,1536
742,1764450475.1812963,kem_handshake,0.000057436|0.000059169|0.000088634,0.00,0.00,43679744,43679744,768,768,1536
743,1764450475.1836557,kem_handshake,0.000047979|0.000042007|0.000068497,0.00,0.00,43679744,43679744,768,768,1536
744,1764450475.1857526,kem_handshake,0.000033061|0.000029845|0.000047127,0.00,0.00,43679744,43679744,768,768,1536
745,1764450475.1876376,kem_handshake,0.000042979|0.000038971|0.000065321,0.00,0.00,43679744,43679744,768,768,1536
746,1764450475.1894078,kem_handshake,0.000046726|0.000053158|0.000072805,0.00,0.00,43679744,43679744,768,768,1536
747,1764450475.1920183,kem_handshake,0.000122255|0.000076521|0.000084837,0.00,0.00,43679744,43679744,768,768,1536
748,1764450475.1951215,kem_handshake,0.000057586|0.000058258|0.000094364,0.00,0.00,43679744,43679744,768,768,1536
749,1764450475.1973023,kem_handshake,0.000071142|0.000050733|0.000094284,0.00,0.00,43679744,43679744,768,768,1536
750,1764450475.2004151,kem_handshake,0.000090026|0.000069989|0.000103171,0.00,0.00,43679744,43679744,768,768,1536
751,1764450475.2035728,kem_handshake,0.000071011|0.000052437|0.000089785,0.00,0.00,43679744,43679744,768,768,1536
752,1764450475.2063959,kem_handshake,0.000076331|0.000071943|0.000110314,0.00,0.00,43683840,43683840,768,768,1536
753,1764450475.2091203,kem_handshake,0.000053068|0.000047267|0.000116645,0.00,0.00,43683840,43683840,768,768,1536
754,1764450475.211739,kem_handshake,0.000049542|0.000052818|0.000080609,0.00,0.00,43683840,43683840,768,768,1536
755,1764450475.2135913,kem_handshake,0.000038451|0.000031709|0.000057195,0.00,0.00,43683840,43683840,768,768,1536
756,1764450475.2155974,kem_handshake,0.000068737|0.000061975|0.000071142,0.00,0.00,43683840,43683840,768,768,1536
757,1764450475.2172315,kem_handshake,0.000022311|0.000031719|0.000035436,0.00,0.00,43683840,43683840,768,768,1536
758,1764450475.219281,kem_handshake,0.000073176|0.000098422|0.000075039,0.00,0.00,43683840,43683840,768,768,1536
759,1764450475.2227254,kem_handshake,0.000091750|0.000073255|0.000125883,0.00,0.00,43683840,43683840,768,768,1536
760,1764450475.225077,kem_handshake,0.000059761|0.000052166|0.000065491,0.00,0.00,43683840,43683840,768,768,1536
761,1764450475.2275307,kem_handshake,0.000071733|0.000067615|0.000094805,0.00,0.00,43683840,43683840,768,768,1536
762,1764450475.2297432,kem_handshake,0.000050413|0.000053749|0.000086650,0.00,0.00,43687936,43687936,768,768,1536
763,1764450475.2315216,kem_handshake,0.000030376|0.000031609|0.000041877,0.00,0.00,43687936,43687936,768,768,1536
764,1764450475.2338674,kem_handshake,0.000054932|0.000039863|0.000071442,0.00,0.00,43687936,43687936,768,768,1536
765,1764450475.2358053,kem_handshake,0.000032610|0.000030667|0.000040865,0.00,0.00,43687936,43687936,768,768,1536
766,1764450475.2375538,kem_handshake,0.000034794|0.000029495|0.000054220,0.00,0.00,43687936,43687936,768,768,1536
767,1764450475.239564,kem_handshake,0.000072794|0.000075340|0.000118198,0.00,0.00,43687936,43687936,768,768,1536
768,1764450475.2427518,kem_handshake,0.000058548|0.000069589|0.000123218,0.00,0.00,43687936,43687936,768,768,1536
769,1764450475.2446604,kem_handshake,0.000027451|0.000027781|0.000038240,0.00,0.00,43687936,43687936,768,768,1536
770,1764450475.2468853,kem_handshake,0.000068226|0.000060782|0.000070250,0.00,0.00,43687936,43687936,768,768,1536
771,1764450475.2493005,kem_handshake,0.000066613|0.000050032|0.000086339,0.00,0.00,43687936,43687936,768,768,1536
772,1764450475.2518008,kem_handshake,0.000033141|0.000032390|0.000042439,0.00,0.00,43692032,43692032,768,768,1536
773,1764450475.2535672,kem_handshake,0.000039593|0.000038511|0.000078085,0.00,0.00,43692032,43692032,768,768,1536
774,1764450475.2559416,kem_handshake,0.000044462|0.000041647|0.000056664,0.00,0.00,43692032,43692032,768,768,1536
775,1764450475.259068,kem_handshake,0.000059270|0.000051886|0.000081370,0.00,0.00,43692032,43692032,768,768,1536
776,1764450475.2615752,kem_handshake,0.000044452|0.000051094|0.000070280,0.00,0.00,43692032,43692032,768,768,1536
777,1764450475.2637825,kem_handshake,0.000060191|0.000040325|0.000044562,0.00,0.00,43692032,43692032,768,768,1536
778,1764450475.2661045,kem_handshake,0.000090818|0.000097340|0.000066162,0.00,0.00,43692032,43692032,768,768,1536
779,1764450475.2686884,kem_handshake,0.000025217|0.000032490|0.000041537,0.00,0.00,43696128,43696128,768,768,1536
780,1764450475.2709727,kem_handshake,0.000114702|0.000042689|0.000054511,0.00,0.00,43696128,43696128,768,768,1536
781,1764450475.2733822,kem_handshake,0.000040915|0.000033773|0.000046586,0.00,0.00,43696128,43696128,768,768,1536
782,1764450475.2766867,kem_handshake,0.000094305|0.000090808|0.000151780,0.00,0.00,43696128,43696128,768,768,1536
783,1764450475.2789624,kem_handshake,0.000057075|0.000053650|0.000086480,0.00,0.00,43700224,43700224,768,768,1536
784,1764450475.280998,kem_handshake,0.000032069|0.000029955|0.000040696,0.00,0.00,43700224,43700224,768,768,1536
785,1764450475.2834942,kem_handshake,0.000071201|0.000051745|0.000082032,0.00,0.00,43700224,43700224,768,768,1536
786,1764450475.2855117,kem_handshake,0.000046236|0.000066653|0.000069669,0.00,0.00,43700224,43700224,768,768,1536
787,1764450475.2870843,kem_handshake,0.000033602|0.000032720|0.000050914,0.00,0.00,43700224,43700224,768,768,1536
788,1764450475.2891955,kem_handshake,0.000045143|0.000051996|0.000081891,0.00,0.00,43700224,43700224,768,768,1536
789,1764450475.291825,kem_handshake,0.000048840|0.000047938|0.000065351,0.00,0.00,43700224,43700224,768,768,1536
790,1764450475.2940192,kem_handshake,0.000063657|0.000065370|0.000079627,0.00,0.00,43700224,43700224,768,768,1536
791,1764450475.2965622,kem_handshake,0.000038250|0.000034864|0.000058478,0.00,0.00,43700224,43700224,768,768,1536
792,1764450475.2985353,kem_handshake,0.000062435|0.000043190|0.000051836,0.00,0.00,43700224,43700224,768,768,1536
793,1764450475.3007412,kem_handshake,0.000031829|0.000032089|0.000064990,0.00,9942.70,43700224,43700224,768,768,1536
794,1764450475.3029168,kem_handshake,0.000046907|0.000051395|0.000071542,0.00,0.00,43704320,43704320,768,768,1536
795,1764450475.3048966,kem_handshake,0.000048459|0.000051596|0.000078475,0.00,5949.20,43704320,43704320,768,768,1536
796,1764450475.3067918,kem_handshake,0.000048169|0.000036027|0.000067976,0.00,0.00,43704320,43704320,768,768,1536
797,1764450475.309051,kem_handshake,0.000064389|0.000048129|0.000083815,0.00,0.00,43704320,43704320,768,768,1536
798,1764450475.3108873,kem_handshake,0.000031508|0.000029013|0.000045534,0.00,0.00,43704320,43704320,768,768,1536
799,1764450475.3123164,kem_handshake,0.000027721|0.000027331|0.000042588,0.00,0.00,43704320,43704320,768,768,1536
800,1764450475.3139455,kem_handshake,0.000032721|0.000032490|0.000050193,0.00,0.00,43704320,43704320,768,768,1536
801,1764450475.3157847,kem_handshake,0.000054340|0.000056344|0.000078365,0.00,0.00,43704320,43704320,768,768,1536
802,1764450475.3182306,kem_handshake,0.000041567|0.000043651|0.000104233,0.00,0.00,43704320,43704320,768,768,1536
803,1764450475.3204224,kem_handshake,0.000048008|0.000055382|0.000079918,0.00,0.00,43704320,43704320,768,768,1536
804,1764450475.3227067,kem_handshake,0.000063637|0.000055682|0.000077373,0.00,0.00,43704320,43704320,768,768,1536
805,1764450475.3259099,kem_handshake,0.000075119|0.000055352|0.000100807,0.00,0.00,43708416,43708416,768,768,1536
806,1764450475.3283455,kem_handshake,0.000044943|0.000060372|0.000085317,0.00,0.00,43708416,43708416,768,768,1536
807,1764450475.3298833,kem_handshake,0.000027330|0.000027130|0.000038561,0.00,0.00,43708416,43708416,768,768,1536
808,1764450475.3316994,kem_handshake,0.000047548|0.000034223|0.000063988,0.00,0.00,43708416,43708416,768,768,1536
809,1764450475.3343396,kem_handshake,0.000057335|0.000083404|0.000083013,0.00,0.00,43708416,43708416,768,768,1536
810,1764450475.3360288,kem_handshake,0.000023884|0.000024535|0.000034233,0.00,0.00,43708416,43708416,768,768,1536
811,1764450475.3380327,kem_handshake,0.000049170|0.000051485|0.000057035,0.00,0.00,43708416,43708416,768,768,1536
812,1764450475.3399708,kem_handshake,0.000035045|0.000030927|0.000042929,0.00,0.00,43708416,43708416,768,768,1536
813,1764450475.342092,kem_handshake,0.000050353|0.000037539|0.000067755,0.00,0.00,43708416,43708416,768,768,1536
814,1764450475.343855,kem_handshake,0.000031969|0.000028373|0.000047438,0.00,0.00,43708416,43708416,768,768,1536
815,1764450475.3454323,kem_handshake,0.000032801|0.000031228|0.000045414,0.00,0.00,43708416,43708416,768,768,1536
816,1764450475.3474133,kem_handshake,0.000050493|0.000040235|0.000061323,0.00,0.00,43712512,43712512,768,768,1536
817,1764450475.3501678,kem_handshake,0.000088513|0.000069268|0.000070040,0.00,0.00,43712512,43712512,768,768,1536
818,1764450475.3532076,kem_handshake,0.000059751|0.000059941|0.000097179,0.00,0.00,43712512,43712512,768,768,1536
819,1764450475.3561928,kem_handshake,0.000076020|0.000089045|0.000119330,0.00,0.00,43712512,43712512,768,768,1536
820,1764450475.3591745,kem_handshake,0.000059590|0.000061964|0.000096348,0.00,0.00,43712512,43712512,768,768,1536
821,1764450475.3627937,kem_handshake,0.000087762|0.000074538|0.000119150,0.00,0.00,43712512,43712512,768,768,1536
822,1764450475.36479,kem_handshake,0.000029955|0.000028343|0.000036838,0.00,0.00,43712512,43712512,768,768,1536
823,1764450475.3666446,kem_handshake,0.000044112|0.000039272|0.000048830,0.00,0.00,43712512,43712512,768,768,1536
824,1764450475.3697574,kem_handshake,0.000102620|0.000095466|0.000148554,0.00,0.00,43712512,43712512,768,768,1536
825,1764450475.3732343,kem_handshake,0.000116665|0.000085948|0.000141121,0.00,0.00,43712512,43712512,768,768,1536
826,1764450475.3765147,kem_handshake,0.000068417|0.000053689|0.000066232,0.00,0.00,43712512,43712512,768,768,1536
827,1764450475.3781838,kem_handshake,0.000025276|0.000026099|0.000035636,0.00,0.00,43716608,43716608,768,768,1536
828,1764450475.380274,kem_handshake,0.000050172|0.000076301|0.000069067,0.00,0.00,43716608,43716608,768,768,1536
829,1764450475.382439,kem_handshake,0.000039523|0.000031929|0.000069449,0.00,0.00,43716608,43716608,768,768,1536
830,1764450475.3842695,kem_handshake,0.000040514|0.000034193|0.000047208,0.00,0.00,43716608,43716608,768,768,1536
831,1764450475.3863904,kem_handshake,0.000030256|0.000071471|0.000073135,0.00,0.00,43716608,43716608,768,768,1536
832,1764450475.3882513,kem_handshake,0.000030416|0.000026489|0.000038101,0.00,0.00,43716608,43716608,768,768,1536
833,1764450475.3904178,kem_handshake,0.000040585|0.000036167|0.000050934,0.00,0.00,43716608,43716608,768,768,1536
834,1764450475.392904,kem_handshake,0.000029916|0.000030516|0.000054410,0.00,0.00,43716608,43716608,768,768,1536
835,1764450475.3950732,kem_handshake,0.000029765|0.000028392|0.000041316,0.00,0.00,43716608,43716608,768,768,1536
836,1764450475.397339,kem_handshake,0.000069107|0.000057587|0.000090498,0.00,0.00,43716608,43716608,768,768,1536
837,1764450475.400202,kem_handshake,0.000057977|0.000059740|0.000093122,0.00,0.00,43716608,43716608,768,768,1536
838,1764450475.402354,kem_handshake,0.000039763|0.000031038|0.000042047,0.00,0.00,43720704,43720704,768,768,1536
839,1764450475.404455,kem_handshake,0.000074027|0.000072364|0.000094204,0.00,0.00,43720704,43720704,768,768,1536
840,1764450475.4069889,kem_handshake,0.000053549|0.000046937|0.000077883,0.00,0.00,43720704,43720704,768,768,1536
841,1764450475.4101968,kem_handshake,0.000040384|0.000034674|0.000061263,0.00,0.00,43720704,43720704,768,768,1536
842,1764450475.4121714,kem_handshake,0.000050874|0.000053889|0.000098192,0.00,5679.40,43720704,43720704,768,768,1536
843,1764450475.4143534,kem_handshake,0.000038250|0.000034914|0.000046907,0.00,0.00,43720704,43720704,768,768,1536
844,1764450475.4171867,kem_handshake,0.000046937|0.000039674|0.000068096,0.00,0.00,43720704,43720704,768,768,1536
845,1764450475.4193282,kem_handshake,0.000047709|0.000066022|0.000073155,0.00,0.00,43720704,43720704,768,768,1536
846,1764450475.4213166,kem_handshake,0.000054881|0.000057055|0.000092220,0.00,0.00,43720704,43720704,768,768,1536
847,1764450475.4235303,kem_handshake,0.000053218|0.000041416|0.000052387,0.00,0.00,43720704,43720704,768,768,1536
848,1764450475.425313,kem_handshake,0.000029866|0.000029845|0.000040835,0.00,0.00,43720704,43720704,768,768,1536
849,1764450475.4269626,kem_handshake,0.000037299|0.000028734|0.000052477,0.00,0.00,43724800,43724800,768,768,1536
850,1764450475.4289124,kem_handshake,0.000047598|0.000051515|0.000089736,0.00,0.00,43724800,43724800,768,768,1536
851,1764450475.4308772,kem_handshake,0.000043461|0.000038230|0.000051274,0.00,0.00,43724800,43724800,768,768,1536
852,1764450475.4338408,kem_handshake,0.000078244|0.000074768|0.000092681,0.00,0.00,43724800,43724800,768,768,1536
853,1764450475.436234,kem_handshake,0.000035285|0.000038952|0.000044502,0.00,0.00,43724800,43724800,768,768,1536
854,1764450475.4381883,kem_handshake,0.000031258|0.000033292|0.000063798,0.00,0.00,43724800,43724800,768,768,1536
855,1764450475.440603,kem_handshake,0.000048960|0.000041818|0.000059860,0.00,0.00,43724800,43724800,768,768,1536
856,1764450475.4431102,kem_handshake,0.000037810|0.000033812|0.000043911,0.00,0.00,43724800,43724800,768,768,1536
857,1764450475.4449143,kem_handshake,0.000041516|0.000049701|0.000067494,0.00,0.00,43724800,43724800,768,768,1536
858,1764450475.4473317,kem_handshake,0.000085358|0.000091239|0.000096589,0.00,0.00,43724800,43724800,768,768,1536
859,1764450475.449957,kem_handshake,0.000061724|0.000058528|0.000086630,0.00,0.00,43724800,43724800,768,768,1536
860,1764450475.4528267,kem_handshake,0.000051865|0.000055312|0.000074858,0.00,0.00,43724800,43724800,768,768,1536
861,1764450475.4549704,kem_handshake,0.000052807|0.000057105|0.000080990,0.00,0.00,43728896,43728896,768,768,1536
862,1764450475.4581752,kem_handshake,0.000070801|0.000064610|0.000097129,0.00,0.00,43728896,43728896,768,768,1536
863,1764450475.4610968,kem_handshake,0.000046185|0.000040815|0.000066663,0.00,0.00,43728896,43728896,768,768,1536
864,1764450475.4630718,kem_handshake,0.000033542|0.000034494|0.000055562,0.00,0.00,43728896,43728896,768,768,1536
865,1764450475.4657636,kem_handshake,0.000061964|0.000050182|0.000067345,0.00,0.00,43728896,43728896,768,768,1536
866,1764450475.4683926,kem_handshake,0.000081511|0.000039794|0.000044061,0.00,0.00,43728896,43728896,768,768,1536
867,1764450475.4705095,kem_handshake,0.000073395|0.000038150|0.000068366,0.00,0.00,43728896,43728896,768,768,1536
868,1764450475.4730325,kem_handshake,0.000080117|0.000062746|0.000107158,0.00,0.00,43728896,43728896,768,768,1536
869,1764450475.47528,kem_handshake,0.000050092|0.000030737|0.000040004,0.00,0.00,43728896,43728896,768,768,1536
870,1764450475.4773612,kem_handshake,0.000026640|0.000028021|0.000041486,0.00,0.00,43728896,43728896,768,768,1536
871,1764450475.480404,kem_handshake,0.000091049|0.000083635|0.000116595,0.00,0.00,43728896,43728896,768,768,1536
872,1764450475.4838853,kem_handshake,0.000099644|0.000063147|0.000087932,0.00,0.00,43732992,43732992,768,768,1536
873,1764450475.4858017,kem_handshake,0.000030116|0.000043070|0.000069408,0.00,0.00,43732992,43732992,768,768,1536
874,1764450475.4874825,kem_handshake,0.000034544|0.000031839|0.000048750,0.00,0.00,43732992,43732992,768,768,1536
875,1764450475.4893382,kem_handshake,0.000043951|0.000038791|0.000085708,0.00,0.00,43732992,43732992,768,768,1536
876,1764450475.4914,kem_handshake,0.000033021|0.000031818|0.000041847,0.00,0.00,43732992,43732992,768,768,1536
877,1764450475.4930947,kem_handshake,0.000027892|0.000064258|0.000040745,0.00,0.00,43732992,43732992,768,768,1536
878,1764450475.4952438,kem_handshake,0.000045785|0.000067886|0.000055062,0.00,0.00,43732992,43732992,768,768,1536
879,1764450475.4970808,kem_handshake,0.000057146|0.000036547|0.000044643,0.00,0.00,43732992,43732992,768,768,1536
880,1764450475.4993944,kem_handshake,0.000056274|0.000041877|0.000066683,0.00,0.00,43732992,43732992,768,768,1536
881,1764450475.502398,kem_handshake,0.000086971|0.000089957|0.000058689,0.00,0.00,43732992,43732992,768,768,1536
882,1764450475.5040474,kem_handshake,0.000032881|0.000033612|0.000039814,0.00,0.00,43732992,43732992,768,768,1536
883,1764450475.506536,kem_handshake,0.000092921|0.000087351|0.000131803,0.00,0.00,43737088,43737088,768,768,1536
884,1764450475.509688,kem_handshake,0.000051515|0.000042769|0.000095136,0.00,0.00,43737088,43737088,768,768,1536
885,1764450475.5113707,kem_handshake,0.000022832|0.000025597|0.000036166,0.00,0.00,43737088,43737088,768,768,1536
886,1764450475.5129488,kem_handshake,0.000035466|0.000036217|0.000053599,0.00,0.00,43737088,43737088,768,768,1536
887,1764450475.515651,kem_handshake,0.000080318|0.000048089|0.000069819,0.00,0.00,43737088,43737088,768,768,1536
888,1764450475.5176206,kem_handshake,0.000047287|0.000041307|0.000063276,0.00,0.00,43737088,43737088,768,768,1536
889,1764450475.5199392,kem_handshake,0.000046155|0.000052848|0.000075058,0.00,0.00,43737088,43737088,768,768,1536
890,1764450475.5219646,kem_handshake,0.000043981|0.000039543|0.000057146,0.00,0.00,43737088,43737088,768,768,1536
891,1764450475.5245016,kem_handshake,0.000042329|0.000038351|0.000051074,0.00,0.00,43737088,43737088,768,768,1536
892,1764450475.5269165,kem_handshake,0.000056654|0.000053719|0.000080699,0.00,0.00,43737088,43737088,768,768,1536
893,1764450475.529021,kem_handshake,0.000029855|0.000040164|0.000100265,0.00,0.00,43737088,43737088,768,768,1536
894,1764450475.5315795,kem_handshake,0.000052357|0.000048860|0.000074438,0.00,0.00,43741184,43741184,768,768,1536
895,1764450475.5343714,kem_handshake,0.000037489|0.000037539|0.000049802,0.00,0.00,43741184,43741184,768,768,1536
896,1764450475.5360105,kem_handshake,0.000024175|0.000025717|0.000036087,0.00,0.00,43741184,43741184,768,768,1536
897,1764450475.5384455,kem_handshake,0.000093021|0.000047928|0.000065180,0.00,0.00,43741184,43741184,768,768,1536
898,1764450475.5411448,kem_handshake,0.000052697|0.000043190|0.000065220,0.00,0.00,43741184,43741184,768,768,1536
899,1764450475.5438588,kem_handshake,0.000066453|0.000062646|0.000084827,0.00,0.00,43741184,43741184,768,768,1536
900,1764450475.5468314,kem_handshake,0.000075159|0.000072995|0.000120733,0.00,0.00,43741184,43741184,768,768,1536
901,1764450475.5496933,kem_handshake,0.000107498|0.000084065|0.000140439,0.00,0.00,43741184,43741184,768,768,1536
902,1764450475.552047,kem_handshake,0.000037359|0.000033742|0.000042479,0.00,0.00,43741184,43741184,768,768,1536
903,1764450475.553748,kem_handshake,0.000042880|0.000036056|0.000046125,0.00,0.00,43741184,43741184,768,768,1536
904,1764450475.5560184,kem_handshake,0.000059580|0.000062015|0.000097370,0.00,0.00,43741184,43741184,768,768,1536
905,1764450475.5591705,kem_handshake,0.000063468|0.000064970|0.000088554,0.00,0.00,43745280,43745280,768,768,1536
906,1764450475.5621173,kem_handshake,0.000042288|0.000058708|0.000089946,0.00,0.00,43745280,43745280,768,768,1536
907,1764450475.564808,kem_handshake,0.000073005|0.000061894|0.000085979,0.00,0.00,43745280,43745280,768,768,1536
908,1764450475.5675113,kem_handshake,0.000048089|0.000041838|0.000062635,0.00,0.00,43745280,43745280,768,768,1536
909,1764450475.5705824,kem_handshake,0.000078816|0.000083274|0.000116586,0.00,0.00,43745280,43745280,768,768,1536
910,1764450475.573688,kem_handshake,0.000127004|0.000100044|0.000138737,0.00,0.00,43745280,43745280,768,768,1536
911,1764450475.5766912,kem_handshake,0.000044602|0.000038732|0.000048750,0.00,0.00,43745280,43745280,768,768,1536
912,1764450475.579062,kem_handshake,0.000063597|0.000052587|0.000084827,0.00,0.00,43745280,43745280,768,768,1536
913,1764450475.5824726,kem_handshake,0.000089044|0.000146871|0.000149607,0.00,0.00,43745280,43745280,768,768,1536
914,1764450475.5847368,kem_handshake,0.000037630|0.000034203|0.000043730,0.00,0.00,43745280,43745280,768,768,1536
915,1764450475.5866702,kem_handshake,0.000025547|0.000027982|0.000043300,0.00,0.00,43745280,43745280,768,768,1536
916,1764450475.5891733,kem_handshake,0.000073175|0.000049141|0.000105325,0.00,0.00,43749376,43749376,768,768,1536
917,1764450475.5932982,kem_handshake,0.000065371|0.000064690|0.000155397,0.00,0.00,43749376,43749376,768,768,1536
918,1764450475.5962563,kem_handshake,0.000073526|0.000071161|0.000120041,0.00,0.00,43749376,43749376,768,768,1536
919,1764450475.599877,kem_handshake,0.000045935|0.000041497|0.000079447,0.00,0.00,43749376,43749376,768,768,1536
920,1764450475.6021204,kem_handshake,0.000036568|0.000033081|0.000043650,0.00,0.00,43749376,43749376,768,768,1536
921,1764450475.6045096,kem_handshake,0.000058418|0.000043380|0.000065541,0.00,0.00,43749376,43749376,768,768,1536
922,1764450475.607712,kem_handshake,0.000094835|0.000086320|0.000134198,0.00,0.00,43749376,43749376,768,768,1536
923,1764450475.6105437,kem_handshake,0.000039413|0.000035877|0.000054571,0.00,0.00,43749376,43749376,768,768,1536
924,1764450475.6126814,kem_handshake,0.000071733|0.000068176|0.000098802,0.00,0.00,43749376,43749376,768,768,1536
925,1764450475.6155407,kem_handshake,0.000049771|0.000041937|0.000079076,0.00,0.00,43749376,43749376,768,768,1536
926,1764450475.6184702,kem_handshake,0.000031638|0.000029684|0.000040144,0.00,0.00,43749376,43749376,768,768,1536
927,1764450475.6199884,kem_handshake,0.000024044|0.000026769|0.000039182,0.00,0.00,43753472,43753472,768,768,1536
928,1764450475.6227999,kem_handshake,0.000074868|0.000071893|0.000113299,0.00,0.00,43753472,43753472,768,768,1536
929,1764450475.6251895,kem_handshake,0.000053860|0.000057496|0.000087712,0.00,0.00,43753472,43753472,768,768,1536
930,1764450475.6281424,kem_handshake,0.000061203|0.000068296|0.000072073,0.00,0.00,43753472,43753472,768,768,1536
