Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,ciphertext_bytes
563,1764450511.2531168,rsa_handshake,0.000504592|0.000103682,0.00,0.00,44576768,44576768,512
564,1764450511.2962382,rsa_handshake,0.000429613|0.000090607,0.00,0.00,44576768,44576768,512
565,1764450511.3166797,rsa_handshake,0.000232509|0.000049030,0.00,0.00,44576768,44576768,512
566,1764450511.3804574,rsa_handshake,0.000245474|0.000050223,0.00,0.00,44576768,44576768,512
567,1764450511.3996172,rsa_handshake,0.000276641|0.000047237,0.00,0.00,44576768,44576768,512
568,1764450511.4177282,rsa_handshake,0.000243840|0.000054501,0.00,0.00,44580864,44580864,512
569,1764450511.4377997,rsa_handshake,0.000534908|0.000108641,0.00,0.00,44580864,44580864,512
570,1764450511.4640617,rsa_handshake,0.000294394|0.000056304,0.00,0.00,44580864,44580864,512
571,1764450511.5100636,rsa_handshake,0.000281900|0.000069097,0.00,0.00,44580864,44580864,512
572,1764450511.5645432,rsa_handshake,0.000449801|0.000089586,0.00,0.00,44580864,44580864,512
573,1764450511.5999124,rsa_handshake,0.000432579|0.000049822,0.00,0.00,44580864,44580864,512
574,1764450511.6503463,rsa_handshake,0.000380292|0.000051865,0.00,0.00,44580864,44580864,512
575,1764450511.7171526,rsa_handshake,0.000526492|0.000104413,0.00,0.00,44580864,44580864,512
576,1764450511.7518177,rsa_handshake,0.000451694|0.000085227,0.00,0.00,44580864,44580864,512
577,1764450511.8436413,rsa_handshake,0.000889833|0.000037399,0.00,0.00,44580864,44580864,512
578,1764450511.8782089,rsa_handshake,0.000425776|0.000079808,0.00,0.00,44580864,44580864,512
579,1764450511.9014351,rsa_handshake,0.000284805|0.000060011,0.00,0.00,44584960,44584960,512
580,1764450511.9311972,rsa_handshake,0.000331322|0.000052016,0.00,0.00,44584960,44584960,512
581,1764450511.9468286,rsa_handshake,0.000390151|0.000089816,0.00,0.00,44584960,44584960,512
582,1764450511.975148,rsa_handshake,0.000431396|0.000085007,0.00,0.00,44584960,44584960,512
583,1764450512.0020685,rsa_handshake,0.000296468|0.000046726,0.00,0.00,44584960,44584960,512
584,1764450512.065704,rsa_handshake,0.000229263|0.000047518,0.00,0.00,44584960,44584960,512
585,1764450512.0943768,rsa_handshake,0.000484194|0.000078876,0.00,0.00,44584960,44584960,512
586,1764450512.22768,rsa_handshake,0.000284044|0.000066552,0.00,0.00,44584960,44584960,512
587,1764450512.2656143,rsa_handshake,0.000546559|0.000103471,0.00,0.00,44584960,44584960,512
588,1764450512.289902,rsa_handshake,0.000228181|0.000047778,0.00,0.00,44584960,44584960,512
589,1764450512.323749,rsa_handshake,0.000267855|0.000065381,0.00,0.00,44584960,44584960,512
590,1764450512.3896549,rsa_handshake,0.000247306|0.000048399,0.00,0.00,44589056,44589056,512
591,1764450512.417796,rsa_handshake,0.000237097|0.000051254,0.00,0.00,44589056,44589056,512
592,1764450512.4469385,rsa_handshake,0.000529377|0.000102690,0.00,0.00,44589056,44589056,512
593,1764450512.485217,rsa_handshake,0.000430064|0.000106096,0.00,0.00,44589056,44589056,512
594,1764450512.5424948,rsa_handshake,0.000312687|0.000121424,0.00,0.00,44589056,44589056,512
595,1764450512.5670469,rsa_handshake,0.000532734|0.000089656,0.00,0.00,44589056,44589056,512
596,1764450512.6964705,rsa_handshake,0.000529568|0.000113519,0.00,0.00,44589056,44589056,512
597,1764450512.7412996,rsa_handshake,0.000448848|0.000051304,0.00,0.00,44589056,44589056,512
598,1764450512.7949421,rsa_handshake,0.000527834|0.000101828,0.00,0.00,44589056,44589056,512
599,1764450512.835289,rsa_handshake,0.000429533|0.000099213,0.00,0.00,44589056,44589056,512
600,1764450512.8994987,rsa_handshake,0.000292150|0.000086460,0.00,0.00,44589056,44589056,512
601,1764450512.9266884,rsa_handshake,0.000664136|0.000137554,0.00,0.00,44593152,44593152,512
602,1764450512.9949462,rsa_handshake,0.000469466|0.000086239,0.00,1560.70,44593152,44593152,512
603,1764450513.0401692,rsa_handshake,0.000316184|0.000060051,0.00,0.00,44593152,44593152,512
604,1764450513.0574443,rsa_handshake,0.000463295|0.000108631,0.00,0.00,44593152,44593152,512
605,1764450513.0898998,rsa_handshake,0.000436546|0.000086009,0.00,0.00,44593152,44593152,512
606,1764450513.173912,rsa_handshake,0.000254410|0.000070450,0.00,0.00,44593152,44593152,512
607,1764450513.1840024,rsa_handshake,0.000223663|0.000046636,0.00,0.00,44593152,44593152,512
608,1764450513.2400343,rsa_handshake,0.000293472|0.000074507,0.00,0.00,44593152,44593152,512
609,1764450513.2633429,rsa_handshake,0.000699973|0.000045353,0.00,0.00,44593152,44593152,512
610,1764450513.2954738,rsa_handshake,0.000479485|0.000066273,0.00,0.00,44593152,44593152,512
611,1764450513.3248975,rsa_handshake,0.000463365|0.000091178,0.00,1590.40,44593152,44593152,512
612,1764450513.381935,rsa_handshake,0.000273756|0.000065101,0.00,0.00,44597248,44597248,512
613,1764450513.4087772,rsa_handshake,0.000264218|0.000061353,0.00,0.00,44597248,44597248,512
614,1764450513.474838,rsa_handshake,0.000428721|0.000085919,0.00,0.00,44597248,44597248,512
615,1764450513.5334368,rsa_handshake,0.000252205|0.000049772,0.00,0.00,44597248,44597248,512
616,1764450513.5632203,rsa_handshake,0.000327304|0.000063768,0.00,0.00,44597248,44597248,512
617,1764450513.5789218,rsa_handshake,0.000268365|0.000069668,0.00,0.00,44597248,44597248,512
618,1764450513.6400654,rsa_handshake,0.000278795|0.000052718,0.00,0.00,44597248,44597248,512
619,1764450513.6793628,rsa_handshake,0.000444490|0.000086370,0.00,0.00,44597248,44597248,512
620,1764450513.77284,rsa_handshake,0.000263707|0.000052847,0.00,0.00,44597248,44597248,512
621,1764450513.857116,rsa_handshake,0.000394489|0.000051014,0.00,0.00,44597248,44597248,512
622,1764450513.8919935,rsa_handshake,0.000344917|0.000050713,0.00,2126.60,44597248,44597248,512
623,1764450513.9389813,rsa_handshake,0.000244191|0.000064188,0.00,0.00,44597248,44597248,512
624,1764450514.0085902,rsa_handshake,0.000243009|0.000061233,0.00,0.00,44601344,44601344,512
625,1764450514.0429976,rsa_handshake,0.000544826|0.000097890,0.00,0.00,44601344,44601344,512
626,1764450514.108853,rsa_handshake,0.000477441|0.000089605,0.00,0.00,44601344,44601344,512
627,1764450514.1718206,rsa_handshake,0.000297709|0.000083684,0.00,0.00,44601344,44601344,512
628,1764450514.2011924,rsa_handshake,0.000431517|0.000085598,0.00,0.00,44601344,44601344,512
629,1764450514.231453,rsa_handshake,0.000544014|0.000106156,0.00,0.00,44601344,44601344,512
630,1764450514.2746084,rsa_handshake,0.000440033|0.000108531,0.00,0.00,44601344,44601344,512
631,1764450514.306273,rsa_handshake,0.000242087|0.000053028,0.00,0.00,44601344,44601344,512
632,1764450514.3417437,rsa_handshake,0.000480827|0.000105174,0.00,1467.80,44601344,44601344,512
633,1764450514.35468,rsa_handshake,0.000227490|0.000048920,0.00,0.00,44601344,44601344,512
634,1764450514.429391,rsa_handshake,0.000449089|0.000058799,0.00,0.00,44601344,44601344,512
635,1764450514.4439974,rsa_handshake,0.000350326|0.000048860,0.00,0.00,44605440,44605440,512
636,1764450514.460806,rsa_handshake,0.000432529|0.000058007,0.00,0.00,44605440,44605440,512
637,1764450514.517395,rsa_handshake,0.000246495|0.000056474,0.00,0.00,44605440,44605440,512
638,1764450514.5746896,rsa_handshake,0.000532824|0.000055062,0.00,0.00,44605440,44605440,512
639,1764450514.6335871,rsa_handshake,0.000360075|0.000059951,0.00,0.00,44605440,44605440,512
640,1764450514.665268,rsa_handshake,0.000246785|0.000083804,0.00,0.00,44605440,44605440,512
641,1764450514.7083414,rsa_handshake,0.000565924|0.000041266,0.00,0.00,44605440,44605440,512
642,1764450514.740692,rsa_handshake,0.000295235|0.000076702,0.00,0.00,44605440,44605440,512
643,1764450514.759983,rsa_handshake,0.000232179|0.000049101,0.00,0.00,44605440,44605440,512
644,1764450514.7753346,rsa_handshake,0.000296467|0.000090257,0.00,0.00,44605440,44605440,512
645,1764450514.8047307,rsa_handshake,0.000239131|0.000074297,0.00,2754.40,44605440,44605440,512
646,1764450514.8256297,rsa_handshake,0.000415066|0.000048509,0.00,0.00,44609536,44609536,512
647,1764450514.8699367,rsa_handshake,0.000547941|0.000072774,0.00,0.00,44609536,44609536,512
648,1764450514.920546,rsa_handshake,0.000282491|0.000050072,0.00,0.00,44609536,44609536,512
649,1764450514.9447129,rsa_handshake,0.000295506|0.000080539,0.00,2143.30,44609536,44609536,512
650,1764450514.972128,rsa_handshake,0.000256624|0.000053489,0.00,0.00,44609536,44609536,512
651,1764450514.9925327,rsa_handshake,0.000231056|0.000049491,0.00,0.00,44609536,44609536,512
652,1764450515.0376902,rsa_handshake,0.000232750|0.000050984,0.00,0.00,44609536,44609536,512
653,1764450515.052843,rsa_handshake,0.000272203|0.000086099,0.00,2396.30,44609536,44609536,512
654,1764450515.0811894,rsa_handshake,0.000442297|0.000075680,0.00,0.00,44609536,44609536,512
655,1764450515.1425588,rsa_handshake,0.000232499|0.000050523,0.00,0.00,44609536,44609536,512
656,1764450515.1839821,rsa_handshake,0.000267203|0.000063487,0.00,0.00,44609536,44609536,512
657,1764450515.231511,rsa_handshake,0.000307918|0.000117306,0.00,0.00,44613632,44613632,512
658,1764450515.259937,rsa_handshake,0.000447386|0.000072483,0.00,0.00,44613632,44613632,512
659,1764450515.291399,rsa_handshake,0.000317316|0.000057436,0.00,0.00,44613632,44613632,512
660,1764450515.3172252,rsa_handshake,0.000257906|0.000077062,0.00,0.00,44613632,44613632,512
661,1764450515.3397796,rsa_handshake,0.000241626|0.000051585,0.00,0.00,44613632,44613632,512
662,1764450515.3760474,rsa_handshake,0.000230285|0.000049621,0.00,0.00,44613632,44613632,512
663,1764450515.4151404,rsa_handshake,0.000236707|0.000051685,0.00,0.00,44613632,44613632,512
664,1764450515.4376109,rsa_handshake,0.000492870|0.000079236,0.00,0.00,44613632,44613632,512
665,1764450515.4776363,rsa_handshake,0.000237208|0.000057576,0.00,0.00,44613632,44613632,512
666,1764450515.5362473,rsa_handshake,0.000270620|0.000056214,0.00,0.00,44613632,44613632,512
667,1764450515.567352,rsa_handshake,0.000357340|0.000085568,0.00,0.00,44617728,44617728,512
668,1764450515.5876038,rsa_handshake,0.000433270|0.000057566,0.00,1724.90,44617728,44617728,512
669,1764450515.6136255,rsa_handshake,0.000239943|0.000078535,0.00,0.00,44617728,44617728,512
670,1764450515.6354637,rsa_handshake,0.000467292|0.000080028,0.00,0.00,44617728,44617728,512
671,1764450515.6563222,rsa_handshake,0.000278465|0.000065391,0.00,0.00,44617728,44617728,512
672,1764450515.6838205,rsa_handshake,0.000237799|0.000050503,0.00,0.00,44617728,44617728,512
673,1764450515.7115464,rsa_handshake,0.000560104|0.000048670,0.00,0.00,44617728,44617728,512
674,1764450515.7464848,rsa_handshake,0.000307939|0.000083754,0.00,0.00,44617728,44617728,512
675,1764450515.8196406,rsa_handshake,0.000250302|0.000058959,0.00,0.00,44617728,44617728,512
676,1764450515.8728197,rsa_handshake,0.000262194|0.000061534,0.00,0.00,44617728,44617728,512
677,1764450515.8857117,rsa_handshake,0.000244451|0.000058248,0.00,0.00,44621824,44621824,512
678,1764450515.9268827,rsa_handshake,0.000438189|0.000094545,0.00,0.00,44621824,44621824,512
679,1764450515.9824786,rsa_handshake,0.000418693|0.000067224,0.00,0.00,44621824,44621824,512
680,1764450516.006832,rsa_handshake,0.000468896|0.000092471,0.00,0.00,44621824,44621824,512
681,1764450516.0659676,rsa_handshake,0.000443579|0.000102268,0.00,0.00,44621824,44621824,512
682,1764450516.0952668,rsa_handshake,0.000376916|0.000069939,0.00,0.00,44621824,44621824,512
683,1764450516.130206,rsa_handshake,0.000270679|0.000057516,0.00,0.00,44621824,44621824,512
684,1764450516.1694336,rsa_handshake,0.000524408|0.000082733,0.00,0.00,44621824,44621824,512
685,1764450516.2196414,rsa_handshake,0.000563611|0.000113900,0.00,0.00,44621824,44621824,512
686,1764450516.2380338,rsa_handshake,0.000325591|0.000051535,0.00,0.00,44621824,44621824,512
687,1764450516.2907205,rsa_handshake,0.000486459|0.000082843,0.00,0.00,44625920,44625920,512
688,1764450516.311209,rsa_handshake,0.000308159|0.000059621,0.00,2156.80,44625920,44625920,512
689,1764450516.3592942,rsa_handshake,0.000313037|0.000058799,0.00,0.00,44625920,44625920,512
690,1764450516.3852487,rsa_handshake,0.000440734|0.000116756,0.00,0.00,44625920,44625920,512
691,1764450516.4576046,rsa_handshake,0.000467403|0.000062395,0.00,0.00,44625920,44625920,512
692,1764450516.484063,rsa_handshake,0.000251385|0.000049541,0.00,0.00,44625920,44625920,512
693,1764450516.5378838,rsa_handshake,0.000470028|0.000072544,0.00,0.00,44625920,44625920,512
694,1764450516.5644023,rsa_handshake,0.000317015|0.000053910,0.00,0.00,44625920,44625920,512
695,1764450516.5847094,rsa_handshake,0.000439040|0.000052807,0.00,0.00,44625920,44625920,512
696,1764450516.6165447,rsa_handshake,0.000351479|0.000064900,0.00,0.00,44625920,44625920,512
697,1764450516.6438658,rsa_handshake,0.000235856|0.000066403,0.00,0.00,44630016,44630016,512
698,1764450516.6741297,rsa_handshake,0.000270229|0.000050083,0.00,0.00,44630016,44630016,512
699,1764450516.6953118,rsa_handshake,0.000264248|0.000049812,0.00,0.00,44630016,44630016,512
700,1764450516.743572,rsa_handshake,0.000233651|0.000050413,0.00,0.00,44630016,44630016,512
701,1764450516.7728536,rsa_handshake,0.000543343|0.000104403,0.00,0.00,44630016,44630016,512
702,1764450516.8223572,rsa_handshake,0.000434082|0.000055903,0.00,0.00,44630016,44630016,512
703,1764450516.8469558,rsa_handshake,0.000444000|0.000096619,0.00,0.00,44630016,44630016,512
704,1764450516.8633523,rsa_handshake,0.000286900|0.000064669,0.00,0.00,44630016,44630016,512
705,1764450516.9103131,rsa_handshake,0.000466782|0.000035545,0.00,0.00,44630016,44630016,512
706,1764450516.9639797,rsa_handshake,0.000258237|0.000067405,0.00,0.00,44630016,44630016,512
707,1764450516.985238,rsa_handshake,0.000239412|0.000059270,0.00,0.00,44634112,44634112,512
708,1764450517.0143495,rsa_handshake,0.000380383|0.000049682,0.00,0.00,44634112,44634112,512
709,1764450517.0451143,rsa_handshake,0.000286789|0.000077714,0.00,0.00,44634112,44634112,512
710,1764450517.106615,rsa_handshake,0.000542972|0.000118910,0.00,0.00,44634112,44634112,512
711,1764450517.138699,rsa_handshake,0.000441866|0.000112087,0.00,0.00,44634112,44634112,512
712,1764450517.1705086,rsa_handshake,0.000285727|0.000065090,0.00,0.00,44634112,44634112,512
713,1764450517.2070374,rsa_handshake,0.000433771|0.000087611,0.00,0.00,44634112,44634112,512
714,1764450517.222088,rsa_handshake,0.000314411|0.000066432,0.00,0.00,44634112,44634112,512
715,1764450517.2519,rsa_handshake,0.000449670|0.000059550,0.00,0.00,44634112,44634112,512
716,1764450517.2882483,rsa_handshake,0.000489994|0.000112517,0.00,0.00,44634112,44634112,512
717,1764450517.3343372,rsa_handshake,0.000538113|0.000054591,0.00,0.00,44638208,44638208,512
718,1764450517.3577178,rsa_handshake,0.000242999|0.000052697,0.00,0.00,44638208,44638208,512
719,1764450517.3799608,rsa_handshake,0.000441245|0.000090517,0.00,0.00,44638208,44638208,512
720,1764450517.4175482,rsa_handshake,0.000421829|0.000049231,0.00,0.00,44638208,44638208,512
721,1764450517.4654768,rsa_handshake,0.000253598|0.000059470,0.00,0.00,44638208,44638208,512
722,1764450517.5088286,rsa_handshake,0.000431306|0.000065711,0.00,0.00,44638208,44638208,512
723,1764450517.5474021,rsa_handshake,0.000279917|0.000067064,0.00,0.00,44638208,44638208,512
724,1764450517.5977142,rsa_handshake,0.000413283|0.000067765,0.00,0.00,44638208,44638208,512
725,1764450517.6198342,rsa_handshake,0.000306897|0.000088283,0.00,0.00,44638208,44638208,512
726,1764450517.639652,rsa_handshake,0.000623250|0.000100245,0.00,1182.60,44638208,44638208,512
727,1764450517.7037947,rsa_handshake,0.000292911|0.000078545,0.00,0.00,44642304,44642304,512
728,1764450517.7373188,rsa_handshake,0.000252656|0.000054540,0.00,0.00,44642304,44642304,512
729,1764450517.7654505,rsa_handshake,0.000262234|0.000054831,0.00,0.00,44642304,44642304,512
730,1764450517.79206,rsa_handshake,0.000259319|0.000054430,0.00,0.00,44642304,44642304,512
731,1764450517.8255398,rsa_handshake,0.000445362|0.000086239,0.00,0.00,44642304,44642304,512
732,1764450517.859699,rsa_handshake,0.000448508|0.000101036,0.00,0.00,44642304,44642304,512
733,1764450517.885677,rsa_handshake,0.000346891|0.000062696,0.00,0.00,44642304,44642304,512
734,1764450517.9060493,rsa_handshake,0.000269918|0.000067345,0.00,0.00,44642304,44642304,512
735,1764450517.9514759,rsa_handshake,0.000305594|0.000068166,0.00,0.00,44642304,44642304,512
736,1764450518.0397618,rsa_handshake,0.000238561|0.000053469,0.00,0.00,44642304,44642304,512
737,1764450518.0657585,rsa_handshake,0.000456994|0.000036928,0.00,0.00,44646400,44646400,512
738,1764450518.1269488,rsa_handshake,0.000374391|0.000049171,0.00,0.00,44646400,44646400,512
739,1764450518.1936338,rsa_handshake,0.000491056|0.000101438,0.00,1455.20,44646400,44646400,512
740,1764450518.2393355,rsa_handshake,0.000253348|0.000056705,0.00,0.00,44646400,44646400,512
741,1764450518.251202,rsa_handshake,0.000239923|0.000056504,0.00,0.00,44646400,44646400,512
742,1764450518.2838578,rsa_handshake,0.000436395|0.000055122,0.00,0.00,44646400,44646400,512
743,1764450518.312096,rsa_handshake,0.000295655|0.000067475,0.00,0.00,44646400,44646400,512
744,1764450518.335813,rsa_handshake,0.000238981|0.000055282,0.00,0.00,44646400,44646400,512
745,1764450518.4062428,rsa_handshake,0.000544946|0.000095967,0.00,0.00,44646400,44646400,512
746,1764450518.4269557,rsa_handshake,0.000440594|0.000087872,0.00,1562.70,44646400,44646400,512
747,1764450518.466368,rsa_handshake,0.000540338|0.000055092,0.00,0.00,44650496,44650496,512
748,1764450518.492049,rsa_handshake,0.000381103|0.000108170,0.00,0.00,44650496,44650496,512
749,1764450518.5121503,rsa_handshake,0.000399077|0.000120933,0.00,0.00,44650496,44650496,512
750,1764450518.5366423,rsa_handshake,0.000288422|0.000094054,0.00,0.00,44650496,44650496,512
751,1764450518.5648928,rsa_handshake,0.000267334|0.000065682,0.00,0.00,44650496,44650496,512
752,1764450518.5870147,rsa_handshake,0.000337072|0.000095977,0.00,0.00,44650496,44650496,512
753,1764450518.6008947,rsa_handshake,0.000263827|0.000065752,0.00,0.00,44650496,44650496,512
754,1764450518.6266518,rsa_handshake,0.000496237|0.000125251,0.00,0.00,44650496,44650496,512
755,1764450518.6464956,rsa_handshake,0.000422510|0.000078725,0.00,0.00,44650496,44650496,512
756,1764450518.6973562,rsa_handshake,0.000447286|0.000107468,0.00,0.00,44650496,44650496,512
757,1764450518.7276485,rsa_handshake,0.000444892|0.000104603,0.00,0.00,44654592,44654592,512
758,1764450518.7632833,rsa_handshake,0.000260241|0.000082763,0.00,0.00,44654592,44654592,512
759,1764450518.78988,rsa_handshake,0.000292791|0.000071672,0.00,0.00,44654592,44654592,512
760,1764450518.843505,rsa_handshake,0.000245163|0.000056444,0.00,0.00,44654592,44654592,512
761,1764450518.863615,rsa_handshake,0.000552130|0.000108280,0.00,0.00,44654592,44654592,512
762,1764450518.899938,rsa_handshake,0.000297509|0.000059019,0.00,0.00,44654592,44654592,512
763,1764450518.9171126,rsa_handshake,0.000437448|0.000159133,0.00,0.00,44654592,44654592,512
764,1764450518.9814277,rsa_handshake,0.000307568|0.000086380,0.00,0.00,44654592,44654592,512
765,1764450519.0494123,rsa_handshake,0.000453517|0.000095907,0.00,0.00,44654592,44654592,512
766,1764450519.0663943,rsa_handshake,0.000292440|0.000074287,0.00,0.00,44654592,44654592,512
767,1764450519.0974162,rsa_handshake,0.000298091|0.000066763,0.00,0.00,44658688,44658688,512
768,1764450519.1332412,rsa_handshake,0.000433610|0.000086640,0.00,0.00,44658688,44658688,512
769,1764450519.1531687,rsa_handshake,0.000523978|0.000040154,0.00,0.00,44658688,44658688,512
770,1764450519.1934366,rsa_handshake,0.000473645|0.000098391,0.00,0.00,44658688,44658688,512
771,1764450519.222969,rsa_handshake,0.000293993|0.000106026,0.00,0.00,44658688,44658688,512
772,1764450519.268209,rsa_handshake,0.000503871|0.000082062,0.00,0.00,44658688,44658688,512
773,1764450519.29232,rsa_handshake,0.000473004|0.000133807,0.00,0.00,44658688,44658688,512
774,1764450519.321602,rsa_handshake,0.000234182|0.000051806,0.00,0.00,44658688,44658688,512
775,1764450519.3794441,rsa_handshake,0.000240614|0.000144718,0.00,0.00,44658688,44658688,512
776,1764450519.3985648,rsa_handshake,0.000433140|0.000084075,0.00,0.00,44658688,44658688,512
777,1764450519.446761,rsa_handshake,0.000374361|0.000053829,0.00,0.00,44662784,44662784,512
778,1764450519.4816988,rsa_handshake,0.000263676|0.000059319,0.00,0.00,44662784,44662784,512
779,1764450519.5033505,rsa_handshake,0.000325071|0.000066984,0.00,0.00,44662784,44662784,512
780,1764450519.5301325,rsa_handshake,0.000279025|0.000070671,0.00,0.00,44662784,44662784,512
781,1764450519.5596068,rsa_handshake,0.000274497|0.000075299,0.00,0.00,44662784,44662784,512
782,1764450519.598915,rsa_handshake,0.000432679|0.000088654,0.00,0.00,44662784,44662784,512
783,1764450519.6291513,rsa_handshake,0.000442857|0.000131423,0.00,0.00,44662784,44662784,512
784,1764450519.6585855,rsa_handshake,0.000242528|0.000054961,0.00,0.00,44662784,44662784,512
785,1764450519.7033288,rsa_handshake,0.000283693|0.000075169,0.00,0.00,44662784,44662784,512
786,1764450519.7400308,rsa_handshake,0.000256884|0.000053368,0.00,0.00,44662784,44662784,512
787,1764450519.762398,rsa_handshake,0.000525871|0.000096107,0.00,0.00,44666880,44666880,512
788,1764450519.7908518,rsa_handshake,0.000481960|0.000129529,0.00,0.00,44666880,44666880,512
789,1764450519.8457837,rsa_handshake,0.000505203|0.000117857,0.00,1346.60,44666880,44666880,512
790,1764450519.884901,rsa_handshake,0.000245794|0.000052477,0.00,0.00,44666880,44666880,512
791,1764450519.9404645,rsa_handshake,0.000295415|0.000077373,0.00,0.00,44666880,44666880,512
792,1764450519.9992285,rsa_handshake,0.000251554|0.000055292,0.00,0.00,44666880,44666880,512
793,1764450520.0386589,rsa_handshake,0.000451854|0.000107018,0.00,0.00,44666880,44666880,512
794,1764450520.0649993,rsa_handshake,0.000307588|0.000105705,0.00,0.00,44666880,44666880,512
795,1764450520.0885248,rsa_handshake,0.000246756|0.000058608,0.00,0.00,44666880,44666880,512
796,1764450520.1157455,rsa_handshake,0.000245794|0.000056194,0.00,0.00,44666880,44666880,512
797,1764450520.1538727,rsa_handshake,0.000339637|0.000085729,0.00,1919.90,44670976,44670976,512
798,1764450520.1891644,rsa_handshake,0.000227179|0.000052286,0.00,0.00,44670976,44670976,512
799,1764450520.2192235,rsa_handshake,0.000447466|0.000109202,0.00,1551.50,44670976,44670976,512
800,1764450520.2431214,rsa_handshake,0.000429073|0.000084757,0.00,0.00,44670976,44670976,512
801,1764450520.2820065,rsa_handshake,0.001010806|0.000036347,0.00,0.00,44670976,44670976,512
802,1764450520.300861,rsa_handshake,0.000446805|0.000085398,0.00,0.00,44670976,44670976,512
803,1764450520.3288653,rsa_handshake,0.000414756|0.000050454,0.00,0.00,44670976,44670976,512
804,1764450520.3648994,rsa_handshake,0.000278945|0.000046826,0.00,0.00,44670976,44670976,512
805,1764450520.3925655,rsa_handshake,0.000241285|0.000060823,0.00,0.00,44670976,44670976,512
806,1764450520.417541,rsa_handshake,0.000449711|0.000061854,0.00,0.00,44670976,44670976,512
807,1764450520.4326136,rsa_handshake,0.000436495|0.000080970,0.00,0.00,44675072,44675072,512
808,1764450520.4595323,rsa_handshake,0.000437899|0.000082613,0.00,0.00,44675072,44675072,512
809,1764450520.4860404,rsa_handshake,0.000387726|0.000077083,0.00,0.00,44675072,44675072,512
810,1764450520.5203812,rsa_handshake,0.000249731|0.000061424,0.00,0.00,44675072,44675072,512
811,1764450520.5401478,rsa_handshake,0.000263676|0.000067544,0.00,0.00,44675072,44675072,512
812,1764450520.6083431,rsa_handshake,0.000424083|0.000049301,0.00,0.00,44675072,44675072,512
813,1764450520.632867,rsa_handshake,0.000440213|0.000084907,0.00,0.00,44675072,44675072,512
814,1764450520.6768458,rsa_handshake,0.000377997|0.000048149,0.00,0.00,44675072,44675072,512
815,1764450520.7006454,rsa_handshake,0.000386914|0.000118589,0.00,0.00,44675072,44675072,512
816,1764450520.7219968,rsa_handshake,0.000526702|0.000107779,0.00,0.00,44675072,44675072,512
817,1764450520.750037,rsa_handshake,0.000288714|0.000049611,0.00,0.00,44679168,44679168,512
818,1764450520.7651868,rsa_handshake,0.000275128|0.000068877,0.00,0.00,44679168,44679168,512
819,1764450520.8243213,rsa_handshake,0.000443198|0.000099915,0.00,0.00,44679168,44679168,512
820,1764450520.8398647,rsa_handshake,0.000551358|0.000060923,0.00,0.00,44679168,44679168,512
821,1764450520.855301,rsa_handshake,0.000432348|0.000117877,0.00,0.00,44679168,44679168,512
822,1764450520.8994293,rsa_handshake,0.000237128|0.000051936,0.00,0.00,44679168,44679168,512
823,1764450520.9101453,rsa_handshake,0.000245252|0.000069388,0.00,0.00,44679168,44679168,512
824,1764450520.9362109,rsa_handshake,0.000247397|0.000059900,0.00,0.00,44679168,44679168,512
825,1764450520.987932,rsa_handshake,0.000232880|0.000050023,0.00,0.00,44679168,44679168,512
826,1764450521.0016582,rsa_handshake,0.000240875|0.000077273,0.00,0.00,44679168,44679168,512
827,1764450521.0381207,rsa_handshake,0.000229614|0.000049612,0.00,0.00,44679168,44679168,512
828,1764450521.09069,rsa_handshake,0.000426186|0.000055072,0.00,0.00,44679168,44679168,512
829,1764450521.1058693,rsa_handshake,0.000248880|0.000062666,0.00,0.00,44683264,44683264,512
830,1764450521.1443052,rsa_handshake,0.000255351|0.000067595,0.00,0.00,44683264,44683264,512
831,1764450521.1666064,rsa_handshake,0.000335519|0.000091939,0.00,0.00,44683264,44683264,512
832,1764450521.2087836,rsa_handshake,0.000284305|0.000063778,0.00,0.00,44683264,44683264,512
833,1764450521.2589777,rsa_handshake,0.000603384|0.000036237,0.00,0.00,44683264,44683264,512
834,1764450521.2842302,rsa_handshake,0.000455111|0.000100325,0.00,0.00,44683264,44683264,512
835,1764450521.3464696,rsa_handshake,0.000298100|0.000051465,0.00,0.00,44683264,44683264,512
836,1764450521.3630543,rsa_handshake,0.000441114|0.000093973,0.00,0.00,44683264,44683264,512
837,1764450521.3978486,rsa_handshake,0.000435934|0.000089846,0.00,0.00,44683264,44683264,512
838,1764450521.458136,rsa_handshake,0.000242137|0.000048910,0.00,0.00,44683264,44683264,512
839,1764450521.4678347,rsa_handshake,0.000235745|0.000047989,0.00,0.00,44683264,44683264,512
840,1764450521.5071578,rsa_handshake,0.000433941|0.000087933,0.00,0.00,44687360,44687360,512
841,1764450521.527505,rsa_handshake,0.000457986|0.000086430,0.00,0.00,44687360,44687360,512
842,1764450521.5703585,rsa_handshake,0.000443479|0.000087933,0.00,0.00,44687360,44687360,512
843,1764450521.5937374,rsa_handshake,0.000471992|0.000100625,0.00,0.00,44687360,44687360,512
844,1764450521.6190717,rsa_handshake,0.000327554|0.000081581,0.00,0.00,44687360,44687360,512
845,1764450521.758788,rsa_handshake,0.000236798|0.000053829,0.00,0.00,44687360,44687360,512
846,1764450521.7857318,rsa_handshake,0.000281369|0.000062035,0.00,0.00,44687360,44687360,512
847,1764450521.829481,rsa_handshake,0.000290366|0.000103882,0.00,0.00,44687360,44687360,512
