Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,ciphertext_bytes
278,1764450500.2493517,rsa_handshake,0.000293462|0.000069027,0.00,0.00,44462080,44462080,512
279,1764450500.2765946,rsa_handshake,0.000556347|0.000103901,0.00,0.00,44462080,44462080,512
280,1764450500.345399,rsa_handshake,0.000280949|0.000067584,0.00,0.00,44462080,44462080,512
281,1764450500.4206269,rsa_handshake,0.000531501|0.000052227,0.00,0.00,44462080,44462080,512
282,1764450500.442535,rsa_handshake,0.000233301|0.000052046,0.00,0.00,44462080,44462080,512
283,1764450500.4629035,rsa_handshake,0.000228942|0.000049131,0.00,0.00,44462080,44462080,512
284,1764450500.4946136,rsa_handshake,0.000439341|0.000083895,0.00,0.00,44466176,44466176,512
285,1764450500.5868104,rsa_handshake,0.000446504|0.000086580,0.00,0.00,44466176,44466176,512
286,1764450500.6264205,rsa_handshake,0.000470489|0.000089164,0.00,0.00,44466176,44466176,512
287,1764450500.7029135,rsa_handshake,0.000244992|0.000060773,0.00,0.00,44466176,44466176,512
288,1764450500.7891617,rsa_handshake,0.000267513|0.000085638,0.00,0.00,44466176,44466176,512
289,1764450500.8124175,rsa_handshake,0.000525871|0.000041566,0.00,0.00,44466176,44466176,512
290,1764450500.8669283,rsa_handshake,0.000429804|0.000083945,0.00,1709.80,44466176,44466176,512
291,1764450500.9061449,rsa_handshake,0.000241646|0.000050854,0.00,0.00,44466176,44466176,512
292,1764450500.9413953,rsa_handshake,0.000465329|0.000060432,0.00,0.00,44466176,44466176,512
293,1764450500.972953,rsa_handshake,0.000288943|0.000073756,0.00,0.00,44470272,44470272,512
294,1764450500.9863415,rsa_handshake,0.000466732|0.000089816,0.00,0.00,44470272,44470272,512
295,1764450501.0123062,rsa_handshake,0.000392004|0.000058579,0.00,1844.00,44474368,44474368,512
296,1764450501.0845296,rsa_handshake,0.000332935|0.000046606,0.00,0.00,44474368,44474368,512
297,1764450501.130716,rsa_handshake,0.000460420|0.000101878,0.00,0.00,44474368,44474368,512
298,1764450501.1886644,rsa_handshake,0.000566075|0.000063448,0.00,0.00,44474368,44474368,512
299,1764450501.2518804,rsa_handshake,0.000545687|0.000102569,0.00,0.00,44474368,44474368,512
300,1764450501.3447278,rsa_handshake,0.000469336|0.000060542,0.00,0.00,44474368,44474368,512
301,1764450501.3766992,rsa_handshake,0.000463536|0.000088273,0.00,0.00,44474368,44474368,512
302,1764450501.39027,rsa_handshake,0.000361307|0.000050813,0.00,0.00,44474368,44474368,512
303,1764450501.4310057,rsa_handshake,0.000428521|0.000061955,0.00,0.00,44474368,44474368,512
304,1764450501.5112925,rsa_handshake,0.000526331|0.000129589,0.00,0.00,44474368,44474368,512
305,1764450501.562974,rsa_handshake,0.000592514|0.000117788,0.00,0.00,44474368,44474368,512
306,1764450501.58826,rsa_handshake,0.000231337|0.000059039,0.00,0.00,44474368,44474368,512
307,1764450501.630309,rsa_handshake,0.000284536|0.000106927,0.00,0.00,44478464,44478464,512
308,1764450501.6893206,rsa_handshake,0.000273445|0.000067254,0.00,0.00,44478464,44478464,512
309,1764450501.7186992,rsa_handshake,0.000445242|0.000087963,0.00,0.00,44478464,44478464,512
310,1764450501.7359257,rsa_handshake,0.000367459|0.000048289,0.00,0.00,44478464,44478464,512
311,1764450501.7933507,rsa_handshake,0.000437107|0.000086290,0.00,0.00,44478464,44478464,512
312,1764450501.8125486,rsa_handshake,0.000537172|0.000106496,0.00,0.00,44478464,44478464,512
313,1764450501.829051,rsa_handshake,0.000463877|0.000088103,0.00,0.00,44478464,44478464,512
314,1764450501.8566227,rsa_handshake,0.000440824|0.000085718,0.00,0.00,44478464,44478464,512
315,1764450501.891473,rsa_handshake,0.000298181|0.000054581,0.00,0.00,44478464,44478464,512
316,1764450501.9154577,rsa_handshake,0.000247908|0.000069398,0.00,0.00,44478464,44478464,512
317,1764450501.9867058,rsa_handshake,0.000560114|0.000115063,0.00,0.00,44482560,44482560,512
318,1764450502.0226202,rsa_handshake,0.000444400|0.000085287,0.00,0.00,44482560,44482560,512
319,1764450502.0648408,rsa_handshake,0.000241776|0.000053319,0.00,0.00,44482560,44482560,512
320,1764450502.0922058,rsa_handshake,0.000527815|0.000102109,0.00,0.00,44482560,44482560,512
321,1764450502.1159632,rsa_handshake,0.000449651|0.000035796,0.00,0.00,44482560,44482560,512
322,1764450502.1283994,rsa_handshake,0.000267765|0.000050423,0.00,0.00,44482560,44482560,512
323,1764450502.1511743,rsa_handshake,0.000280077|0.000048750,0.00,0.00,44482560,44482560,512
324,1764450502.1918724,rsa_handshake,0.000373179|0.000047668,0.00,0.00,44482560,44482560,512
325,1764450502.2181735,rsa_handshake,0.000539155|0.000087963,0.00,0.00,44482560,44482560,512
326,1764450502.2687166,rsa_handshake,0.000384350|0.000046435,0.00,0.00,44482560,44482560,512
327,1764450502.2956877,rsa_handshake,0.000259569|0.000054852,0.00,0.00,44486656,44486656,512
328,1764450502.3219197,rsa_handshake,0.000301537|0.000067956,0.00,2249.90,44486656,44486656,512
329,1764450502.343201,rsa_handshake,0.000342783|0.000053579,0.00,0.00,44486656,44486656,512
330,1764450502.3605714,rsa_handshake,0.000469406|0.000100235,0.00,0.00,44486656,44486656,512
331,1764450502.3846755,rsa_handshake,0.000268956|0.000063246,0.00,0.00,44486656,44486656,512
332,1764450502.4060261,rsa_handshake,0.000457234|0.000085848,0.00,0.00,44486656,44486656,512
333,1764450502.4702551,rsa_handshake,0.000567438|0.000118990,0.00,0.00,44486656,44486656,512
334,1764450502.5011885,rsa_handshake,0.000429683|0.000082812,0.00,1684.00,44486656,44486656,512
335,1764450502.5182142,rsa_handshake,0.000453567|0.000098753,0.00,0.00,44486656,44486656,512
336,1764450502.547277,rsa_handshake,0.000293071|0.000054671,0.00,0.00,44486656,44486656,512
337,1764450502.5663006,rsa_handshake,0.000397063|0.000067655,0.00,0.00,44490752,44490752,512
338,1764450502.595936,rsa_handshake,0.000470689|0.000099674,0.00,0.00,44490752,44490752,512
339,1764450502.67531,rsa_handshake,0.000492109|0.000086310,0.00,1517.50,44490752,44490752,512
340,1764450502.717002,rsa_handshake,0.000543974|0.000103642,0.00,0.00,44490752,44490752,512
341,1764450502.7556777,rsa_handshake,0.000438941|0.000121645,0.00,0.00,44490752,44490752,512
342,1764450502.7832742,rsa_handshake,0.000429082|0.000102870,0.00,0.00,44490752,44490752,512
343,1764450502.8145776,rsa_handshake,0.000478543|0.000100906,0.00,0.00,44490752,44490752,512
344,1764450502.8650692,rsa_handshake,0.000539726|0.000060351,0.00,0.00,44490752,44490752,512
345,1764450502.9193392,rsa_handshake,0.000262454|0.000062215,0.00,0.00,44490752,44490752,512
346,1764450502.9597585,rsa_handshake,0.000539726|0.000102198,0.00,0.00,44490752,44490752,512
347,1764450502.9922724,rsa_handshake,0.000503790|0.000047728,0.00,0.00,44494848,44494848,512
348,1764450503.0074546,rsa_handshake,0.000436155|0.000084696,0.00,0.00,44494848,44494848,512
349,1764450503.051802,rsa_handshake,0.000428150|0.000087582,0.00,0.00,44494848,44494848,512
350,1764450503.1025403,rsa_handshake,0.000447837|0.000082653,0.00,0.00,44494848,44494848,512
351,1764450503.1197553,rsa_handshake,0.000378569|0.000114923,0.00,0.00,44494848,44494848,512
352,1764450503.1390345,rsa_handshake,0.000314230|0.000070520,0.00,0.00,44494848,44494848,512
353,1764450503.1582208,rsa_handshake,0.000465489|0.000040615,0.00,0.00,44494848,44494848,512
354,1764450503.1999474,rsa_handshake,0.000324550|0.000058838,0.00,0.00,44494848,44494848,512
355,1764450503.2189348,rsa_handshake,0.000436826|0.000088984,0.00,0.00,44494848,44494848,512
356,1764450503.2336228,rsa_handshake,0.000266532|0.000074367,0.00,0.00,44494848,44494848,512
357,1764450503.2549393,rsa_handshake,0.000452045|0.000081170,0.00,0.00,44498944,44498944,512
358,1764450503.3449655,rsa_handshake,0.000225486|0.000047567,0.00,0.00,44498944,44498944,512
359,1764450503.364619,rsa_handshake,0.000390752|0.000079226,0.00,1792.60,44498944,44498944,512
360,1764450503.4078243,rsa_handshake,0.000433220|0.000086791,0.00,0.00,44498944,44498944,512
361,1764450503.4494524,rsa_handshake,0.000464718|0.000070961,0.00,0.00,44498944,44498944,512
362,1764450503.4733987,rsa_handshake,0.000593987|0.000120262,0.00,0.00,44498944,44498944,512
363,1764450503.5100248,rsa_handshake,0.000278444|0.000066793,0.00,0.00,44498944,44498944,512
364,1764450503.5384145,rsa_handshake,0.000297249|0.000067184,0.00,0.00,44498944,44498944,512
365,1764450503.5658848,rsa_handshake,0.000348202|0.000048169,0.00,0.00,44498944,44498944,512
366,1764450503.647046,rsa_handshake,0.000498220|0.000090687,0.00,0.00,44498944,44498944,512
367,1764450503.6822066,rsa_handshake,0.000480778|0.000068566,0.00,0.00,44503040,44503040,512
368,1764450503.7297218,rsa_handshake,0.000439502|0.000085769,0.00,1571.80,44503040,44503040,512
369,1764450503.7964158,rsa_handshake,0.000477462|0.000065872,0.00,0.00,44503040,44503040,512
370,1764450503.8415399,rsa_handshake,0.000436125|0.000096979,0.00,0.00,44503040,44503040,512
371,1764450503.8639734,rsa_handshake,0.000305544|0.000080599,0.00,0.00,44503040,44503040,512
372,1764450503.8777978,rsa_handshake,0.000438539|0.000101628,0.00,0.00,44503040,44503040,512
373,1764450503.9149497,rsa_handshake,0.000486367|0.000103491,0.00,0.00,44503040,44503040,512
374,1764450503.9605708,rsa_handshake,0.000437358|0.000086440,0.00,0.00,44503040,44503040,512
375,1764450504.026333,rsa_handshake,0.000487089|0.000106666,0.00,0.00,44503040,44503040,512
376,1764450504.0768557,rsa_handshake,0.000232409|0.000050122,0.00,0.00,44503040,44503040,512
377,1764450504.1042812,rsa_handshake,0.000250753|0.000058848,0.00,0.00,44507136,44507136,512
378,1764450504.1255603,rsa_handshake,0.000301326|0.000092350,0.00,0.00,44507136,44507136,512
379,1764450504.1717248,rsa_handshake,0.000236777|0.000054681,0.00,0.00,44507136,44507136,512
380,1764450504.236721,rsa_handshake,0.000486889|0.000086820,0.00,0.00,44507136,44507136,512
381,1764450504.2535431,rsa_handshake,0.000456683|0.000066833,0.00,0.00,44507136,44507136,512
382,1764450504.2802007,rsa_handshake,0.000263617|0.000064198,0.00,0.00,44507136,44507136,512
383,1764450504.308108,rsa_handshake,0.000235174|0.000055001,0.00,0.00,44507136,44507136,512
384,1764450504.3273635,rsa_handshake,0.000327955|0.000096819,0.00,1998.70,44507136,44507136,512
385,1764450504.3702047,rsa_handshake,0.000691978|0.000045394,0.00,0.00,44507136,44507136,512
386,1764450504.383776,rsa_handshake,0.000443078|0.000095947,0.00,0.00,44507136,44507136,512
387,1764450504.399116,rsa_handshake,0.000280548|0.000065330,0.00,0.00,44511232,44511232,512
388,1764450504.425982,rsa_handshake,0.000439281|0.000088002,0.00,1582.90,44511232,44511232,512
389,1764450504.4667618,rsa_handshake,0.000539987|0.000104453,0.00,0.00,44511232,44511232,512
390,1764450504.5348742,rsa_handshake,0.000324288|0.000101757,0.00,0.00,44511232,44511232,512
391,1764450504.5684023,rsa_handshake,0.000441204|0.000087521,0.00,0.00,44511232,44511232,512
392,1764450504.6104999,rsa_handshake,0.000264669|0.000066002,0.00,0.00,44511232,44511232,512
393,1764450504.643609,rsa_handshake,0.000376536|0.000070400,0.00,1874.40,44511232,44511232,512
394,1764450504.737247,rsa_handshake,0.000260641|0.000060091,0.00,0.00,44511232,44511232,512
395,1764450504.7824454,rsa_handshake,0.000442116|0.000087292,0.00,0.00,44511232,44511232,512
396,1764450504.825422,rsa_handshake,0.000438270|0.000087481,0.00,0.00,44511232,44511232,512
397,1764450504.8569276,rsa_handshake,0.000562328|0.000142984,0.00,0.00,44515328,44515328,512
398,1764450504.8970852,rsa_handshake,0.000237459|0.000062816,0.00,0.00,44515328,44515328,512
399,1764450504.9185615,rsa_handshake,0.000270379|0.000053308,0.00,0.00,44515328,44515328,512
400,1764450504.9446764,rsa_handshake,0.000434752|0.000060882,0.00,0.00,44515328,44515328,512
401,1764450504.973503,rsa_handshake,0.000414436|0.000059851,0.00,0.00,44515328,44515328,512
402,1764450505.0139983,rsa_handshake,0.000242598|0.000053850,0.00,0.00,44515328,44515328,512
403,1764450505.0438898,rsa_handshake,0.000241947|0.000051025,0.00,0.00,44515328,44515328,512
404,1764450505.115937,rsa_handshake,0.000227770|0.000047859,0.00,0.00,44515328,44515328,512
405,1764450505.187027,rsa_handshake,0.000471200|0.000091138,0.00,0.00,44515328,44515328,512
406,1764450505.2133152,rsa_handshake,0.000440042|0.000093392,0.00,0.00,44515328,44515328,512
407,1764450505.2602744,rsa_handshake,0.000466562|0.000092481,0.00,0.00,44519424,44519424,512
408,1764450505.275386,rsa_handshake,0.000440624|0.000087161,0.00,0.00,44519424,44519424,512
409,1764450505.3630235,rsa_handshake,0.000429523|0.000084647,0.00,0.00,44519424,44519424,512
410,1764450505.4079885,rsa_handshake,0.000233151|0.000052497,0.00,0.00,44519424,44519424,512
411,1764450505.4391215,rsa_handshake,0.000408734|0.000073245,0.00,0.00,44519424,44519424,512
412,1764450505.466966,rsa_handshake,0.000432659|0.000086219,0.00,0.00,44519424,44519424,512
413,1764450505.496657,rsa_handshake,0.000448418|0.000068868,0.00,0.00,44519424,44519424,512
414,1764450505.517042,rsa_handshake,0.000431657|0.000078686,0.00,0.00,44519424,44519424,512
415,1764450505.5526855,rsa_handshake,0.000442998|0.000096819,0.00,0.00,44519424,44519424,512
416,1764450505.6035945,rsa_handshake,0.000269047|0.000048840,0.00,0.00,44519424,44519424,512
417,1764450505.6664507,rsa_handshake,0.000519629|0.000041597,0.00,0.00,44523520,44523520,512
418,1764450505.6925325,rsa_handshake,0.000456963|0.000100576,0.00,0.00,44523520,44523520,512
419,1764450505.7605505,rsa_handshake,0.000377107|0.000086890,0.00,0.00,44523520,44523520,512
420,1764450505.85953,rsa_handshake,0.000284515|0.000051926,0.00,0.00,44523520,44523520,512
421,1764450505.87847,rsa_handshake,0.000284475|0.000067304,0.00,0.00,44523520,44523520,512
422,1764450505.8984153,rsa_handshake,0.000466101|0.000091199,0.00,0.00,44523520,44523520,512
423,1764450505.9272711,rsa_handshake,0.000437338|0.000100285,0.00,0.00,44523520,44523520,512
424,1764450505.9630585,rsa_handshake,0.000430044|0.000084997,0.00,0.00,44523520,44523520,512
425,1764450505.980651,rsa_handshake,0.000250452|0.000050022,0.00,0.00,44523520,44523520,512
426,1764450506.007848,rsa_handshake,0.000519880|0.000049702,0.00,0.00,44523520,44523520,512
427,1764450506.0350318,rsa_handshake,0.000239833|0.000056655,0.00,0.00,44527616,44527616,512
428,1764450506.0584981,rsa_handshake,0.000268546|0.000066322,0.00,0.00,44527616,44527616,512
429,1764450506.075799,rsa_handshake,0.000512716|0.000102900,0.00,0.00,44527616,44527616,512
430,1764450506.09177,rsa_handshake,0.000475478|0.000102158,0.00,1481.90,44527616,44527616,512
431,1764450506.1336718,rsa_handshake,0.000255452|0.000053258,0.00,0.00,44527616,44527616,512
432,1764450506.1885848,rsa_handshake,0.000446654|0.000106547,0.00,0.00,44527616,44527616,512
433,1764450506.2667606,rsa_handshake,0.000454880|0.000108330,0.00,0.00,44527616,44527616,512
434,1764450506.292515,rsa_handshake,0.000279747|0.000064339,0.00,0.00,44527616,44527616,512
435,1764450506.3319037,rsa_handshake,0.000357100|0.000050634,0.00,0.00,44527616,44527616,512
436,1764450506.3803244,rsa_handshake,0.000294864|0.000076170,0.00,0.00,44527616,44527616,512
437,1764450506.4256814,rsa_handshake,0.000232750|0.000050553,0.00,0.00,44531712,44531712,512
438,1764450506.5181897,rsa_handshake,0.000293332|0.000052978,0.00,0.00,44531712,44531712,512
439,1764450506.5970373,rsa_handshake,0.000552029|0.000114081,0.00,0.00,44531712,44531712,512
440,1764450506.6481314,rsa_handshake,0.000229714|0.000051515,0.00,0.00,44531712,44531712,512
441,1764450506.6845047,rsa_handshake,0.000437338|0.000085227,0.00,0.00,44531712,44531712,512
442,1764450506.7291641,rsa_handshake,0.000457815|0.000097670,0.00,0.00,44531712,44531712,512
443,1764450506.786727,rsa_handshake,0.000519008|0.000066913,0.00,0.00,44531712,44531712,512
444,1764450506.812867,rsa_handshake,0.000427620|0.000083584,0.00,0.00,44531712,44531712,512
445,1764450506.8274949,rsa_handshake,0.000391503|0.000048279,0.00,0.00,44531712,44531712,512
446,1764450506.870981,rsa_handshake,0.000267354|0.000063557,0.00,0.00,44531712,44531712,512
447,1764450506.8956928,rsa_handshake,0.000472242|0.000100004,0.00,0.00,44535808,44535808,512
448,1764450506.9179718,rsa_handshake,0.000468555|0.000101577,0.00,1309.80,44535808,44535808,512
449,1764450506.9346366,rsa_handshake,0.000521854|0.000046496,0.00,0.00,44535808,44535808,512
450,1764450506.9714046,rsa_handshake,0.000460169|0.000052296,0.00,0.00,44535808,44535808,512
451,1764450507.0303905,rsa_handshake,0.000305775|0.000048600,0.00,0.00,44535808,44535808,512
452,1764450507.071331,rsa_handshake,0.000268596|0.000062165,0.00,0.00,44535808,44535808,512
453,1764450507.103231,rsa_handshake,0.000545457|0.000129139,0.00,0.00,44535808,44535808,512
454,1764450507.1463115,rsa_handshake,0.000436386|0.000113630,0.00,0.00,44535808,44535808,512
455,1764450507.1814518,rsa_handshake,0.000339657|0.000062055,0.00,1999.10,44535808,44535808,512
456,1764450507.2535577,rsa_handshake,0.000518287|0.000049281,0.00,0.00,44535808,44535808,512
457,1764450507.3119678,rsa_handshake,0.000534697|0.000104162,0.00,0.00,44539904,44539904,512
458,1764450507.3407485,rsa_handshake,0.000441496|0.000085608,0.00,0.00,44539904,44539904,512
459,1764450507.357082,rsa_handshake,0.000444210|0.000096929,0.00,0.00,44539904,44539904,512
460,1764450507.385576,rsa_handshake,0.000274637|0.000058568,0.00,0.00,44539904,44539904,512
461,1764450507.445708,rsa_handshake,0.000293662|0.000068286,0.00,0.00,44539904,44539904,512
462,1764450507.4610496,rsa_handshake,0.000315332|0.000077754,0.00,2142.60,44539904,44539904,512
463,1764450507.4882424,rsa_handshake,0.000280718|0.000070850,0.00,0.00,44539904,44539904,512
464,1764450507.5381284,rsa_handshake,0.000258478|0.000053088,0.00,0.00,44539904,44539904,512
465,1764450507.5706716,rsa_handshake,0.000260812|0.000050703,0.00,0.00,44539904,44539904,512
466,1764450507.6044788,rsa_handshake,0.000350027|0.000096588,0.00,0.00,44539904,44539904,512
467,1764450507.6349697,rsa_handshake,0.000432168|0.000088674,0.00,1661.80,44544000,44544000,512
468,1764450507.6988525,rsa_handshake,0.000384861|0.000050734,0.00,0.00,44544000,44544000,512
469,1764450507.716532,rsa_handshake,0.000234233|0.000050032,0.00,0.00,44544000,44544000,512
470,1764450507.7430518,rsa_handshake,0.000440623|0.000086660,0.00,0.00,44544000,44544000,512
471,1764450507.8379831,rsa_handshake,0.000446113|0.000064298,0.00,0.00,44544000,44544000,512
472,1764450507.8533773,rsa_handshake,0.000433009|0.000082974,0.00,0.00,44544000,44544000,512
473,1764450507.9024606,rsa_handshake,0.000462454|0.000098622,0.00,1511.30,44544000,44544000,512
474,1764450507.9474795,rsa_handshake,0.000258196|0.000061513,0.00,0.00,44544000,44544000,512
475,1764450507.9696224,rsa_handshake,0.000446524|0.000085297,0.00,0.00,44544000,44544000,512
476,1764450508.0132036,rsa_handshake,0.000551398|0.000081801,0.00,0.00,44544000,44544000,512
477,1764450508.0672677,rsa_handshake,0.000247537|0.000054881,0.00,0.00,44544000,44544000,512
478,1764450508.1188006,rsa_handshake,0.000301346|0.000065441,0.00,0.00,44544000,44544000,512
479,1764450508.13676,rsa_handshake,0.000307869|0.000067395,0.00,0.00,44548096,44548096,512
480,1764450508.159528,rsa_handshake,0.000536621|0.000059429,0.00,0.00,44548096,44548096,512
481,1764450508.203829,rsa_handshake,0.000875586|0.000042769,0.00,0.00,44548096,44548096,512
482,1764450508.2517452,rsa_handshake,0.000575302|0.000097800,0.00,0.00,44548096,44548096,512
483,1764450508.2869337,rsa_handshake,0.000298721|0.000077102,0.00,0.00,44548096,44548096,512
484,1764450508.367654,rsa_handshake,0.000241215|0.000051225,0.00,2715.10,44548096,44548096,512
485,1764450508.4080687,rsa_handshake,0.000346841|0.000062836,0.00,0.00,44548096,44548096,512
486,1764450508.4675326,rsa_handshake,0.000290346|0.000082673,0.00,0.00,44548096,44548096,512
487,1764450508.4949648,rsa_handshake,0.000286319|0.000079406,0.00,0.00,44548096,44548096,512
488,1764450508.5168784,rsa_handshake,0.000437908|0.000089054,0.00,0.00,44548096,44548096,512
489,1764450508.5472312,rsa_handshake,0.000284695|0.000079326,0.00,0.00,44548096,44548096,512
490,1764450508.5892375,rsa_handshake,0.000368591|0.000076471,0.00,0.00,44552192,44552192,512
491,1764450508.626382,rsa_handshake,0.000456663|0.000134419,0.00,0.00,44552192,44552192,512
492,1764450508.654023,rsa_handshake,0.000429523|0.000065591,0.00,0.00,44552192,44552192,512
493,1764450508.7129464,rsa_handshake,0.000356047|0.000089936,0.00,1825.20,44552192,44552192,512
494,1764450508.7747042,rsa_handshake,0.000450612|0.000093112,0.00,0.00,44552192,44552192,512
495,1764450508.8298213,rsa_handshake,0.000233191|0.000050323,0.00,0.00,44552192,44552192,512
496,1764450508.8532617,rsa_handshake,0.000443729|0.000073115,0.00,0.00,44552192,44552192,512
497,1764450508.9095473,rsa_handshake,0.000341821|0.000102298,0.00,0.00,44552192,44552192,512
498,1764450508.9551048,rsa_handshake,0.000259809|0.000076912,0.00,2542.60,44552192,44552192,512
499,1764450508.9840257,rsa_handshake,0.000483843|0.000086940,0.00,0.00,44552192,44552192,512
500,1764450509.0405805,rsa_handshake,0.000229473|0.000049711,0.00,0.00,44552192,44552192,512
501,1764450509.0623965,rsa_handshake,0.000242889|0.000051736,0.00,0.00,44556288,44556288,512
502,1764450509.091784,rsa_handshake,0.000429323|0.000084997,0.00,0.00,44556288,44556288,512
503,1764450509.132676,rsa_handshake,0.000449130|0.000075069,0.00,0.00,44556288,44556288,512
504,1764450509.154232,rsa_handshake,0.000467352|0.000102550,0.00,0.00,44556288,44556288,512
505,1764450509.2070627,rsa_handshake,0.000487170|0.000122286,0.00,0.00,44556288,44556288,512
506,1764450509.2238824,rsa_handshake,0.000254870|0.000057105,0.00,0.00,44556288,44556288,512
507,1764450509.2473981,rsa_handshake,0.000287691|0.000059270,0.00,0.00,44556288,44556288,512
508,1764450509.2731411,rsa_handshake,0.000267113|0.000058548,0.00,0.00,44556288,44556288,512
509,1764450509.3132272,rsa_handshake,0.000277502|0.000076741,0.00,0.00,44556288,44556288,512
510,1764450509.3541842,rsa_handshake,0.000262204|0.000065120,0.00,0.00,44556288,44556288,512
511,1764450509.3739884,rsa_handshake,0.000288693|0.000052046,0.00,0.00,44556288,44556288,512
512,1764450509.4076319,rsa_handshake,0.000247637|0.000052217,0.00,0.00,44560384,44560384,512
513,1764450509.4701421,rsa_handshake,0.000618532|0.000038491,0.00,0.00,44560384,44560384,512
514,1764450509.4975555,rsa_handshake,0.000464147|0.000099774,0.00,0.00,44560384,44560384,512
515,1764450509.5449014,rsa_handshake,0.000255291|0.000051736,0.00,0.00,44560384,44560384,512
516,1764450509.5696309,rsa_handshake,0.000259128|0.000062766,0.00,0.00,44560384,44560384,512
517,1764450509.5817876,rsa_handshake,0.000246445|0.000051155,0.00,0.00,44560384,44560384,512
518,1764450509.6258132,rsa_handshake,0.000526823|0.000072053,0.00,0.00,44560384,44560384,512
519,1764450509.6559677,rsa_handshake,0.000338565|0.000049171,0.00,0.00,44560384,44560384,512
520,1764450509.708266,rsa_handshake,0.000247327|0.000052166,0.00,0.00,44560384,44560384,512
521,1764450509.7506726,rsa_handshake,0.000265971|0.000068386,0.00,0.00,44560384,44560384,512
522,1764450509.7699976,rsa_handshake,0.000413163|0.000058648,0.00,0.00,44560384,44560384,512
523,1764450509.8131635,rsa_handshake,0.000285187|0.000071903,0.00,0.00,44564480,44564480,512
524,1764450509.8514268,rsa_handshake,0.000478143|0.000062796,0.00,0.00,44564480,44564480,512
525,1764450509.8667603,rsa_handshake,0.000274597|0.000072564,0.00,0.00,44564480,44564480,512
526,1764450509.9208355,rsa_handshake,0.000256764|0.000055673,0.00,0.00,44564480,44564480,512
527,1764450509.94854,rsa_handshake,0.000454349|0.000091419,0.00,0.00,44564480,44564480,512
528,1764450509.964339,rsa_handshake,0.000448147|0.000054981,0.00,0.00,44564480,44564480,512
529,1764450509.9823792,rsa_handshake,0.000349645|0.000057245,0.00,0.00,44564480,44564480,512
530,1764450510.010038,rsa_handshake,0.000306816|0.000052537,0.00,0.00,44564480,44564480,512
531,1764450510.032625,rsa_handshake,0.000473344|0.000123689,0.00,0.00,44564480,44564480,512
532,1764450510.048513,rsa_handshake,0.000238640|0.000054470,0.00,0.00,44564480,44564480,512
533,1764450510.0651124,rsa_handshake,0.000306636|0.000078585,0.00,0.00,44564480,44564480,512
534,1764450510.1121955,rsa_handshake,0.000317466|0.000079817,0.00,0.00,44564480,44564480,512
535,1764450510.1620624,rsa_handshake,0.000278754|0.000065711,0.00,0.00,44568576,44568576,512
536,1764450510.18388,rsa_handshake,0.000452145|0.000099464,0.00,1543.50,44568576,44568576,512
537,1764450510.2424343,rsa_handshake,0.000469517|0.000087181,0.00,0.00,44568576,44568576,512
538,1764450510.2720134,rsa_handshake,0.000241756|0.000066172,0.00,0.00,44568576,44568576,512
539,1764450510.2990112,rsa_handshake,0.000463216|0.000115764,0.00,0.00,44568576,44568576,512
540,1764450510.31951,rsa_handshake,0.000496517|0.000120493,0.00,0.00,44568576,44568576,512
541,1764450510.3584526,rsa_handshake,0.000334698|0.000067234,0.00,0.00,44568576,44568576,512
542,1764450510.41054,rsa_handshake,0.000233652|0.000049441,0.00,0.00,44568576,44568576,512
543,1764450510.4753728,rsa_handshake,0.000243600|0.000053088,0.00,0.00,44568576,44568576,512
544,1764450510.502072,rsa_handshake,0.000288092|0.000052497,0.00,0.00,44568576,44568576,512
545,1764450510.5498269,rsa_handshake,0.000469587|0.000036918,0.00,0.00,44568576,44568576,512
546,1764450510.5774348,rsa_handshake,0.000441596|0.000055012,0.00,0.00,44572672,44572672,512
547,1764450510.6166735,rsa_handshake,0.000437568|0.000085939,0.00,0.00,44572672,44572672,512
548,1764450510.6400132,rsa_handshake,0.000237048|0.000052517,0.00,0.00,44572672,44572672,512
549,1764450510.6866636,rsa_handshake,0.000478293|0.000064219,0.00,0.00,44572672,44572672,512
550,1764450510.720232,rsa_handshake,0.000451523|0.000087852,0.00,0.00,44572672,44572672,512
551,1764450510.7610548,rsa_handshake,0.000234643|0.000071052,0.00,0.00,44572672,44572672,512
552,1764450510.7785418,rsa_handshake,0.000511264|0.000111826,0.00,0.00,44572672,44572672,512
553,1764450510.8042228,rsa_handshake,0.000497659|0.000095416,0.00,0.00,44572672,44572672,512
554,1764450510.851482,rsa_handshake,0.000342242|0.000065010,0.00,0.00,44572672,44572672,512
555,1764450510.8792846,rsa_handshake,0.000238239|0.000050513,0.00,0.00,44572672,44572672,512
556,1764450510.8976657,rsa_handshake,0.000449380|0.000098161,0.00,0.00,44572672,44572672,512
557,1764450510.9616723,rsa_handshake,0.000372288|0.000049131,0.00,0.00,44576768,44576768,512
558,1764450511.0060892,rsa_handshake,0.000235846|0.000049371,0.00,0.00,44576768,44576768,512
559,1764450511.0260804,rsa_handshake,0.000438079|0.000089696,0.00,0.00,44576768,44576768,512
560,1764450511.0884051,rsa_handshake,0.000281650|0.000066943,0.00,0.00,44576768,44576768,512
561,1764450511.1416497,rsa_handshake,0.000385521|0.000058087,0.00,0.00,44576768,44576768,512
562,1764450511.1813278,rsa_handshake,0.000300595|0.000049691,0.00,0.00,44576768,44576768,512
