Iteration,timestamp,client_keygen_s,client_enc_s,client_dec_s,server_enc_s,server_dec_s,server_sign_s,final_key_hex
45,1764562605.0558167,0.000023814,0.000014396,0.000021449,0.000015388,0.000019637,0.000033061,3df5c312e3d86dccdd87199dd7c9d97e1e52a72e12da4d1208ec91a41c5f7456
46,1764562605.0574708,0.000026038,0.000015999,0.000047417,0.000015830,0.000024134,0.000032580,b68719f578097e45155352c7788af410fd991f9f2c3585a1eb8e195f454b20e9
47,1764562605.0585847,0.000020448,0.000014978,0.000019175,0.000016020,0.000019887,0.000033101,f61a2bee34a2cfbb503d2585018557387dcb17c6da461fb84e558b30214d074f
48,1764562605.0596714,0.000020809,0.000014497,0.000019616,0.000019806,0.000021930,0.000033111,e25f1521c91a435cdbad80bfc98ac64358ea42a73083da2d5af1eda2b7ef784c
49,1764562605.0612314,0.000020468,0.000014677,0.000024836,0.000027130,0.000038151,0.000062074,60d395fdcae2fee13bbed3314d3b260e787035895eae1cf194cd6fc8f22983c8
50,1764562605.0624714,0.000023564,0.000015579,0.000020097,0.000016731,0.000023243,0.000035926,f7a7005dfd9238e315b5fa6ac1a3624281703be3d9a14ee0646d188dff2e3416
51,1764562605.0637798,0.000022411,0.000015118,0.000019606,0.000015760,0.000034313,0.000033102,d65470e710f6e24ed7c4d55e83d88821fabc87a71ffb8c39cd1cfe4f0f197b44
52,1764562605.0648968,0.000022963,0.000014848,0.000019907,0.000015779,0.000019796,0.000032660,72198101a7fa549972e255328bfa4cfb79f1f808a019036274181c4672799c61
53,1764562605.0659819,0.000021710,0.000014356,0.000019516,0.000015479,0.000018965,0.000032691,1223d50323fab1c331444d0989f5657f1b6b73bdbdb2eb892bda6d0a185cee9d
54,1764562605.0670469,0.000020859,0.000014457,0.000019676,0.000015619,0.000018555,0.000032580,87e52e4fa99a98501aad91781c4ccd1e171c149dedf5d10f5f8b270c539a1d00
55,1764562605.0686564,0.000043861,0.000014747,0.000022131,0.000041277,0.000045915,0.000051906,203df6c5f82ad331cadc2ad8a60f089c95b0473b5b157d457c11776dcdaf6055
56,1764562605.0699432,0.000022020,0.000014847,0.000020548,0.000016761,0.000023173,0.000034023,9958b889084e47e186a11034d5729680807c5de07df8577ddd4db32a3f6c8ae8
57,1764562605.0711405,0.000021039,0.000014768,0.000020007,0.000016200,0.000020348,0.000032791,f296f5ec1c5250a3c3263441d04807ad7a9c9469bb568a61eaef65645202ad9c
58,1764562605.0723572,0.000021399,0.000014447,0.000019376,0.000016610,0.000020317,0.000033653,e77fe66e6b0c96209cd477542dfe34dd069e7af4882cb67e4d1f4343331147ef
59,1764562605.073444,0.000021349,0.000015709,0.000019776,0.000015809,0.000019657,0.000032730,00046ff4ad13129e397d69cdfb790ec78d08a4f485b9fef8c77ff510085c0263
60,1764562605.0745864,0.000021249,0.000014507,0.000019396,0.000019997,0.000022611,0.000040685,5513b2f026f36a40b5d67b211e25d98b13de5deef67fea9acdbcc95c716344c2
61,1764562605.0757174,0.000020969,0.000014858,0.000019446,0.000015769,0.000020267,0.000032680,53cac96a13af78372e746ae7db6e0f3570e612d5031123c85a259e40e833bf68
62,1764562605.0770268,0.000021159,0.000015459,0.000038822,0.000019406,0.000025377,0.000053399,ede3c88544fbeade780193517b8a2cf343e8d4565c5c0a18472df77d2a62f629
63,1764562605.0786583,0.000022702,0.000015208,0.000040374,0.000017132,0.000023944,0.000034524,14b2e6bf3fbe68599dd1b53e2ceff271c296a4dbd85aa1f9a5abe2dce416f98c
64,1764562605.0799978,0.000053719,0.000029805,0.000019816,0.000016380,0.000021069,0.000032831,a4cfa368a764b9102b528e1ef3cc6cb0b0b01a18870a954d015eeddaf75dace4
65,1764562605.0811188,0.000021310,0.000014968,0.000020118,0.000016260,0.000019896,0.000032871,244c85a07d9d011e23793f12a2365346e33204afcdba531693ff823dff05e6a0
66,1764562605.082199,0.000021009,0.000014537,0.000019056,0.000015739,0.000018935,0.000032811,3d1e48d53966c73690004ee6ff87e3af36f56f8db81a934b08dfdc1958c6556b
67,1764562605.0836139,0.000020157,0.000014257,0.000019136,0.000031909,0.000040875,0.000082863,cb33dbe941bd3fba92d24da2958190c49d0dddcb7579bd0b37d2fd7f0f478171
68,1764562605.0848148,0.000020598,0.000014206,0.000022822,0.000015769,0.000020067,0.000039483,13186cc44e31229951c4baecc8f9e04f1fec311c7d29ff2e56d3672e8e21383a
69,1764562605.0860324,0.000025747,0.000014847,0.000019186,0.000016120,0.000020408,0.000033562,423416db84519d692b57853f49c31f0615e39ed97d1d9e61127e7b18debee9da
70,1764562605.0872211,0.000020959,0.000014687,0.000019035,0.000015719,0.000019026,0.000032249,7c1387b557a32e6d9d77f22347d7277738fbeccb349aea49d1f98cc45a9c0ee9
71,1764562605.088763,0.000020477,0.000014927,0.000019025,0.000030757,0.000037770,0.000064529,fd6c2fa78fb480029994c4bf27df8e7342dcb57c3663493ec3526b8fdfb6225e
72,1764562605.0898468,0.000022401,0.000014427,0.000019536,0.000015709,0.000019566,0.000032760,0b3a94df45ef6be9821cb674bdef26e47eb3ddc922754edce93bff2a8ce19fea
73,1764562605.0909185,0.000021480,0.000014266,0.000019426,0.000015228,0.000018834,0.000032690,97bf15475736f23242113f8a2180aa0565e9580ffc91fa7f6dbe4dc4330fb0bd
74,1764562605.0920284,0.000020768,0.000014577,0.000019336,0.000015929,0.000020097,0.000033061,fd464bef8b01e4d80e636478968e6818e3030e27a22a5dc19deee34eb22cb3b9
75,1764562605.093443,0.000020498,0.000014476,0.000034413,0.000019906,0.000025948,0.000066413,1a1f6aa6872e90977406fe9743cecd6d77098def0ee07bc249943994dba674f2
76,1764562605.0946755,0.000029685,0.000016230,0.000019706,0.000017442,0.000023343,0.000034764,0d4d4134ac279a17f716230c99d479974df42b8e8378f89737a9a25aac92cb46
77,1764562605.0957897,0.000021320,0.000014977,0.000019326,0.000016831,0.000020618,0.000033351,c9df4b0c4206d263e4108538e7d021c660a9e9351b6012d2a2294dd7ab572ee2
78,1764562605.0968733,0.000021309,0.000014136,0.000025267,0.000015619,0.000019657,0.000032880,ec374f638375adaaac4a22b35082711be632dce2b17d85e1d421a27f2d4b405e
79,1764562605.0979567,0.000020858,0.000014417,0.000018965,0.000015469,0.000018985,0.000032640,edd58552a079681694843452b40727a2f4af10dfc964bb9bc2bd7c90fdc511ab
80,1764562605.0990186,0.000020077,0.000014086,0.000018424,0.000015740,0.000018664,0.000032600,9dc1812f0955b80e5e1e25da6ebc8ebecd0d5e2d210a820605535d1f453edcaa
81,1764562605.1005793,0.000020277,0.000014397,0.000042008,0.000016530,0.000020868,0.000033111,834450323d91d35b218f5ed1876ed9a6521c0674b49c6b72af4fad008da6389f
82,1764562605.1018512,0.000022361,0.000015288,0.000033712,0.000016330,0.000022592,0.000034053,8580ce49a61eac83504f6865fedd609dcad940544fc6ebed0134c2cb17ae074b
83,1764562605.1030364,0.000021560,0.000014828,0.000019105,0.000016150,0.000020408,0.000033522,962bd1f9d1fdd7f7530bdc7c5058a31dc870eb10589803dc5cff295253a437ad
84,1764562605.104111,0.000020237,0.000014376,0.000018824,0.000015628,0.000018834,0.000033001,e1626b4fd322c4da64f1017a08058d4b701d16b26fe003be1a36b08264e86818
85,1764562605.1051946,0.000019787,0.000014156,0.000019827,0.000015578,0.000018804,0.000035716,e2414f82211782cfb8ab022f17b5ad3ef6f9b164a0945f0355fe4df7dcc46bde
86,1764562605.1062717,0.000020327,0.000014627,0.000019055,0.000015408,0.000018895,0.000032600,10104b1b73ab3db85535b302b243b64760d99faf4f2ef2e1c7bf40b3fdd57f09
87,1764562605.1073453,0.000019676,0.000014908,0.000019456,0.000015509,0.000018103,0.000032611,95d98981e939ce629e01ff73f240b4a6f3580843e703b4f3195548ab403bc41d
88,1764562605.108426,0.000020107,0.000015669,0.000019025,0.000015659,0.000019376,0.000032490,18f1a7924a3c775d5d373de98d468c60952aeb8308b338e87ab4e8b7a95aa2ca
89,1764562605.1095567,0.000020007,0.000014858,0.000020007,0.000043130,0.000018995,0.000039152,d6dd972a49758c80db6c57b404c8f03f37f77fb4797b55ecabe2342b33462cff
90,1764562605.1107643,0.000020297,0.000014366,0.000019406,0.000015810,0.000049862,0.000035085,00868f2cc0843390f5dd9799167ef4b86945a06a93e4fe695dec0b91261780a7
91,1764562605.1118693,0.000020638,0.000014456,0.000023503,0.000015349,0.000019125,0.000032209,7ae05d763c6ae54b1e088437df22f7efb0d0bbe105d6a769949b2070e3ee3274
92,1764562605.1129472,0.000020779,0.000014316,0.000019085,0.000015609,0.000018915,0.000032811,12202e02ae9c3386a9e053964bdaf8fc3d02c7b4354cdd057ba9785df921e544
93,1764562605.113991,0.000020267,0.000014386,0.000019005,0.000015308,0.000018454,0.000032620,11b25da64824f346c02fcae41a49333411c06ed244c547f44b06cdb4b92f37f7
94,1764562605.115209,0.000019946,0.000014317,0.000021199,0.000015428,0.000018545,0.000032690,1c45d5a8aea63988ba1261364c46cbd063a45e89ba39630204870ef122cd86bb
95,1764562605.116946,0.000022221,0.000015168,0.000061734,0.000021841,0.000063507,0.000034463,e9fab5d63d2b05c1f8993220f7789d0cb755184725e56baef650403c62d53cf6
96,1764562605.1184943,0.000056304,0.000042979,0.000024084,0.000015468,0.000021029,0.000035426,6729d880d7e70fa28786698121425e0ff14876b8a4784be6fd5a724566570e3b
97,1764562605.1197474,0.000022481,0.000015169,0.000021259,0.000015749,0.000022160,0.000034113,a972b45f720cadbc1aafe0299911149efc6173a07245f69c4216e7fa93a98027
98,1764562605.1209202,0.000025698,0.000015248,0.000021079,0.000015448,0.000019486,0.000032470,495c2a3df9c18ce7140919c050c52df7dbe0177317f1b16ee725bb3c9f17e3c8
99,1764562605.1220417,0.000021730,0.000014927,0.000021079,0.000015439,0.000018765,0.000032841,09739995f929fa2f893baa4e09653764af334a71b50f4c694f540c743fcdd2b9
100,1764562605.1231391,0.000021760,0.000014787,0.000020047,0.000015468,0.000018914,0.000039162,feb1405654b72aee81486894d78188b459c16d36bbafae7d7b078cd7cbcd2ead
101,1764562605.1242197,0.000020729,0.000014867,0.000019696,0.000015980,0.000026449,0.000032691,5d5c021f7fd011f49070c339b2f96a7334902f79cbb5a21792285693be11aed6
102,1764562605.1252744,0.000020508,0.000014957,0.000019115,0.000015638,0.000018454,0.000032710,315fef88bd889ed6c2646577c30b1ed5ae539e94c6bc990f443c46d4c1d8fad3
103,1764562605.1264246,0.000020237,0.000014316,0.000020738,0.000015388,0.000019556,0.000033011,8b451610257bf57b53da879f1c3acb60720a6a5c6b05616c1f0055df4afcbbd3
104,1764562605.127628,0.000021720,0.000015148,0.000020868,0.000016962,0.000021349,0.000037209,cb0583fca7369862eb017201554b088c01af8b29ad286b4b5f8bcc611a45fe7f
105,1764562605.1287138,0.000021740,0.000015198,0.000019456,0.000014947,0.000018695,0.000032841,09871ae1c34fdba405b1d04ab78ef1173881502c2aa20cf5bbfb6bcda11ce748
106,1764562605.129799,0.000021751,0.000016110,0.000019306,0.000015017,0.000018775,0.000033001,dce188404486f76dabf8edc2057a26c733fbf76a22436f9977fb8c464d815140
107,1764562605.130891,0.000021500,0.000014547,0.000019526,0.000015158,0.000018184,0.000033272,757be0cac3a1a1d9c94ab91d9132677ca6182efdeb226edfa6b0b2d55b015e64
108,1764562605.1319625,0.000021539,0.000014527,0.000021048,0.000014978,0.000018074,0.000032720,c5677e65cb067614b94421fb9afc95703bdb6284d53e40f71dae9ba23c070740
109,1764562605.1331322,0.000020908,0.000014677,0.000019356,0.000016811,0.000020699,0.000034674,1781913e527b35ca57deffb917f20f766aaf7336d6ec51b1c9574a1d684f547a
110,1764562605.1342883,0.000020268,0.000014787,0.000020057,0.000016691,0.000020629,0.000033262,aab9f1d3815cf30d4e3eeb051a646a21fd5ed4d388b624f6a4acf5784389b652
111,1764562605.1357868,0.000020128,0.000014417,0.000019376,0.000033131,0.000041927,0.000036578,29e9b40b374172b9d484cfe22fdcb0d6c922f9fac0010c7a4f035764cf025a35
112,1764562605.1369004,0.000020728,0.000014456,0.000019226,0.000015699,0.000020188,0.000032360,ecb2f1f7b1742a977cf6a33680c35e4337de1bd76e67dfbadc99eac3c087338e
113,1764562605.1379776,0.000020508,0.000014226,0.000019476,0.000015829,0.000019296,0.000032690,73636c2ca6aa15901c1a03d1898ea0c274cd77894129ea64865ae1f3047129ad
114,1764562605.1390264,0.000020388,0.000014627,0.000018735,0.000015819,0.000018725,0.000032590,11137be72771675af8753f885549b4c53c638f6a788e85d5923841e627041b66
115,1764562605.1400824,0.000019586,0.000015098,0.000018735,0.000015318,0.000019005,0.000032570,ecdbfc9bbbfc3766f77e51cbd567443e30823ad8d12caec51b8ab7caa1717712
116,1764562605.1412103,0.000020188,0.000014447,0.000019105,0.000016531,0.000025397,0.000032871,7eb595bb38cff72d7c6075f84c0a48ffeeaccbad13e538e8062b58a8f8bb57d5
117,1764562605.1422508,0.000019556,0.000014617,0.000018585,0.000015178,0.000018504,0.000032219,1d73f5d228bc1469e19ef5d4124035756fe0b05f5351482864011134d92978fd
118,1764562605.1435328,0.000019797,0.000018774,0.000025016,0.000018334,0.000032320,0.000043140,a1fc99c649403f1f47cefe594dd8dc137c8f3cc3d3a74cb2506055ac3789865a
119,1764562605.1446652,0.000020548,0.000014467,0.000018945,0.000018494,0.000024926,0.000038411,3a678d24122342630bf952cd622820f4aa956449c6ba4daafe1bf74ca0dbbe73
120,1764562605.1457205,0.000019996,0.000014126,0.000019065,0.000015538,0.000018595,0.000032561,608138f2e69a5fe4f33637f45553379b763c9b22cde0c7d4610ce8f6a2fbca35
121,1764562605.1467764,0.000019666,0.000014747,0.000018975,0.000015498,0.000018765,0.000032601,0a8e7f1add71f080daf44600fc3035233b958a241c3f38d521579d58cdb075f8
122,1764562605.1478283,0.000019696,0.000014417,0.000019065,0.000015218,0.000018243,0.000032550,45dc394e0021c4ae2befc27e7e8cbe1e57883ca09fd3d980a69f7665cd0e969a
123,1764562605.1489336,0.000019896,0.000014266,0.000018775,0.000018685,0.000022492,0.000040305,aa3b312c880830c8f2bdf45223bf515801d64f39fea059a84f3ec8fcf3f822c6
124,1764562605.1500127,0.000019646,0.000014437,0.000019005,0.000015869,0.000019787,0.000032580,56ee7fd39690beb657b64d9a17db95f4e038bf2bd0730a8f5178d894fff98dba
125,1764562605.1515155,0.000019706,0.000014637,0.000058478,0.000021359,0.000025738,0.000033712,ccaaea114c10559abfd64b108a8139745e756b2239c709697f455db8d5696c6d
126,1764562605.1530604,0.000049742,0.000041246,0.000021610,0.000016350,0.000023093,0.000034494,61f728529d17887430c6af031b8116825f48f895cb911a68c93f6f8ff2ab0a81
127,1764562605.1545324,0.000022071,0.000014787,0.000039012,0.000016531,0.000019867,0.000032941,beeef201426abf119c563d8b52887127cb8ed028c2b774839e92e665788b20a3
128,1764562605.1556747,0.000022672,0.000015118,0.000019706,0.000015819,0.000020157,0.000032621,793e3570729247df390cd123fab4b3686b51aa103e552f9c5fa23f01fb1cb6ea
129,1764562605.1567624,0.000021731,0.000014908,0.000024315,0.000015408,0.000018645,0.000032630,5e9aff18f2546745d30fbb107f4b8f97a944ca7f4c5c0bc0f757885a973a1cdb
130,1764562605.1583467,0.000044622,0.000031408,0.000020688,0.000015349,0.000019085,0.000032090,da441d7a478ebb641a9b7595b5bb3ecc585c9d8b4ec726d1d5c2c9162afb721d
131,1764562605.1597466,0.000021129,0.000015178,0.000020278,0.000030326,0.000034664,0.000063397,23b3b3371bab29f05eb90187f31735fdf319bc26c43617bcca19ece8037f66f2
132,1764562605.1610625,0.000031939,0.000019326,0.000021119,0.000018194,0.000030957,0.000048600,42b7014d5e974e6e74791f9e21026e5dfadb3541b8426c9afb9c515034c19835
133,1764562605.162199,0.000021079,0.000014877,0.000019776,0.000016050,0.000020769,0.000033612,b260fb048d20a80c6f4f7bcad750fba9ce9d773a4eb972863583ec5477311e2c
134,1764562605.1632848,0.000020828,0.000014707,0.000019175,0.000015469,0.000019686,0.000032550,9eefbdbbb09d5a907b95adff5cf817032a4394917f22bc7c1c9d856c397dface
135,1764562605.164382,0.000021089,0.000014707,0.000020288,0.000015819,0.000019165,0.000032560,61e80779608488672509ad1211ca24cfbfe619acf12533a1f644c5ec2aa906b6
136,1764562605.1654665,0.000021780,0.000014697,0.000019226,0.000015229,0.000018674,0.000032670,14ace430f8443fdeaab6144741ae9999844957fd8ddf70515252947ff2899f28
137,1764562605.1665359,0.000020958,0.000014627,0.000019126,0.000015298,0.000018664,0.000032560,900991239c54c1fa48f6c3f6e21fb76e017072901c135fe97dc58fb876d1a045
138,1764562605.1677659,0.000021219,0.000014657,0.000021289,0.000016931,0.000021961,0.000035365,1d634d9df143a6c23f2629e5f997903cec7d8a9540e9522e3c84755351f3c643
139,1764562605.169072,0.000021560,0.000015058,0.000019806,0.000016931,0.000022141,0.000034443,ff2088825b0f40efde59721e855757dcb256e356dc939c1d978297aad1b1dae4
140,1764562605.1702144,0.000020709,0.000015118,0.000020628,0.000022111,0.000021129,0.000035035,36c6e189d56df9bdc530574a1ae01602345c096da4874bf8f42719846b00f50f
141,1764562605.1712828,0.000020428,0.000014407,0.000018975,0.000015688,0.000019315,0.000032991,cfb7f5d84d94ca6d3975960b0f2bead7fa23230f98e4c2dd064768b027bcccd6
142,1764562605.1723473,0.000020127,0.000014206,0.000018915,0.000015438,0.000018945,0.000032740,1435272c3f9dfe6bfe859f9c189190243f08e078de65ef1dbba7e6c152edac02
143,1764562605.1734343,0.000019827,0.000015589,0.000019787,0.000015679,0.000019736,0.000032891,ad0c231ef6897e47a0bb4a987a747f4ac763b319d7be874e8841dd93977a385e
144,1764562605.1746085,0.000020558,0.000015078,0.000019165,0.000019216,0.000024064,0.000040475,fe3dd8c08ac893752e3231a06c33b1f91243e3032b7946f8cfad653062399fef
145,1764562605.1757088,0.000019957,0.000014356,0.000018725,0.000015870,0.000019306,0.000032881,52d21ac14d6d19964ea70b1be0ed03d8a95a7baf83e64eadbcd956162cabfbbb
146,1764562605.1769779,0.000022762,0.000015639,0.000028984,0.000017121,0.000021350,0.000035085,d682e02a8ac0c101970637b16b712095bb9e8bfeff6bff7fc51c4ec3805f058d
147,1764562605.1781156,0.000021269,0.000014607,0.000019266,0.000015889,0.000020488,0.000033602,da2213502d5ea92ca275bccec33f653b1fb68551a8c53e7d2721f77fb8e39d1b
148,1764562605.179249,0.000020458,0.000014376,0.000018725,0.000016451,0.000020367,0.000035586,dff9051974a9b1d474dc5244329d4bb1279e2dba43b8e1ca4ddb35a1d13c7a64
149,1764562605.1803277,0.000020808,0.000014086,0.000018815,0.000015919,0.000019405,0.000032680,e4f3cce3f06bfcc2647a5899ad6a628e5f11a500a3f238d2037a514415e75d25
150,1764562605.1813822,0.000020688,0.000014307,0.000018945,0.000015338,0.000018765,0.000032570,2a0fbd71b7da00ae815c104b884dd2b7c28612f91431ed8d6c724f147d0ca569
151,1764562605.1825504,0.000020467,0.000014557,0.000019406,0.000019887,0.000024435,0.000038231,2e4d5f5bd8870e23dd3d4e11967bff9b294d7c38295bf54f3c6423d55c271ec0
152,1764562605.1836371,0.000021129,0.000014577,0.000018985,0.000015879,0.000019907,0.000033061,e8140dec69def9db334157f2f14881a771aba76421ea420a13d42a7b05cdb83e
153,1764562605.1848,0.000020608,0.000014668,0.000019796,0.000016281,0.000021409,0.000033502,9f9dee4144782f29a401bc335b958acdcac312d5d6d0622402041ca91191311f
154,1764562605.1859987,0.000023193,0.000017342,0.000018725,0.000015739,0.000020948,0.000033231,69426cf72199600ee1baf90e6aded771442ffb63c2777289d8f43a23b298b435
155,1764562605.1871836,0.000020448,0.000014567,0.000019065,0.000020428,0.000024666,0.000034534,bc031a22c506233abd27bde3a2f79b7da2622a3cf2248e0d90c2f9264d51bcf4
