Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,client_ct_bytes,server_ct_bytes,total_packet_bytes
0,1764562564.604958,server_kem_keygen,0.001171324,0.00,0.00,39895040,40591360,,800,800
506,1764562605.629667,kem_handshake,0.000023293|0.000016260|0.000038552,0.00,0.00,43069440,43069440,768,768,1536
507,1764562605.6307826,kem_handshake,0.000019376|0.000015780|0.000033502,0.00,0.00,43069440,43069440,768,768,1536
508,1764562605.631888,kem_handshake,0.000019245|0.000015459|0.000033202,0.00,0.00,43069440,43069440,768,768,1536
509,1764562605.6329632,kem_handshake,0.000018354|0.000015188|0.000032620,0.00,0.00,43069440,43069440,768,768,1536
510,1764562605.6342242,kem_handshake,0.000030436|0.000024315|0.000046796,0.00,0.00,43069440,43069440,768,768,1536
511,1764562605.6356893,kem_handshake,0.000024054|0.000016862|0.000036187,0.00,0.00,43069440,43069440,768,768,1536
512,1764562605.636859,kem_handshake,0.000022171|0.000016240|0.000039883,0.00,0.00,43069440,43069440,768,768,1536
513,1764562605.6379812,kem_handshake,0.000019345|0.000015659|0.000033732,0.00,0.00,43069440,43069440,768,768,1536
514,1764562605.6390781,kem_handshake,0.000019756|0.000015679|0.000033512,0.00,0.00,43069440,43069440,768,768,1536
515,1764562605.640246,kem_handshake,0.000022081|0.000016350|0.000037750,0.00,0.00,43069440,43069440,768,768,1536
516,1764562605.6414452,kem_handshake,0.000019977|0.000016170|0.000034223,0.00,0.00,43069440,43069440,768,768,1536
517,1764562605.6425488,kem_handshake,0.000019606|0.000015679|0.000033502,0.00,0.00,43069440,43069440,768,768,1536
518,1764562605.644461,kem_handshake,0.000032310|0.000031378|0.000096098,0.00,0.00,43069440,43069440,768,768,1536
519,1764562605.6462228,kem_handshake,0.000022873|0.000017031|0.000037669,0.00,0.00,43069440,43069440,768,768,1536
520,1764562605.647329,kem_handshake,0.000019536|0.000015629|0.000033832,0.00,0.00,43069440,43069440,768,768,1536
521,1764562605.6483996,kem_handshake,0.000019145|0.000015118|0.000032671,0.00,0.00,43069440,43069440,768,768,1536
522,1764562605.64956,kem_handshake,0.000020067|0.000015529|0.000033852,0.00,0.00,43069440,43069440,768,768,1536
523,1764562605.651115,kem_handshake,0.000040144|0.000032540|0.000066853,0.00,0.00,43069440,43069440,768,768,1536
524,1764562605.652778,kem_handshake,0.000027551|0.000019636|0.000043159,0.00,0.00,43069440,43069440,768,768,1536
525,1764562605.6539752,kem_handshake,0.000026369|0.000016120|0.000033512,0.00,0.00,43069440,43069440,768,768,1536
526,1764562605.6550677,kem_handshake,0.000019306|0.000015438|0.000033001,0.00,0.00,43069440,43069440,768,768,1536
527,1764562605.6561484,kem_handshake,0.000018844|0.000015438|0.000033031,0.00,0.00,43069440,43069440,768,768,1536
528,1764562605.65727,kem_handshake,0.000021089|0.000015840|0.000034413,0.00,0.00,43069440,43069440,768,768,1536
529,1764562605.658426,kem_handshake,0.000027962|0.000020979|0.000037199,0.00,0.00,43069440,43069440,768,768,1536
530,1764562605.6595109,kem_handshake,0.000018845|0.000015198|0.000033011,0.00,0.00,43069440,43069440,768,768,1536
531,1764562605.6608047,kem_handshake,0.000034794|0.000020838|0.000055473,0.00,0.00,43069440,43069440,768,768,1536
532,1764562605.661991,kem_handshake,0.000021860|0.000016650|0.000034393,0.00,0.00,43069440,43069440,768,768,1536
533,1764562605.6630712,kem_handshake,0.000019105|0.000015359|0.000032560,0.00,0.00,43069440,43069440,768,768,1536
534,1764562605.664202,kem_handshake,0.000023834|0.000016881|0.000038541,0.00,0.00,43069440,43069440,768,768,1536
535,1764562605.6653259,kem_handshake,0.000021209|0.000016130|0.000034664,0.00,0.00,43069440,43069440,768,768,1536
536,1764562605.666426,kem_handshake,0.000019236|0.000015919|0.000033703,0.00,0.00,43069440,43069440,768,768,1536
537,1764562605.6675184,kem_handshake,0.000019075|0.000015639|0.000033111,0.00,0.00,43069440,43069440,768,768,1536
538,1764562605.6687176,kem_handshake,0.000021520|0.000016240|0.000035806,0.00,0.00,43069440,43069440,768,768,1536
539,1764562605.6705039,kem_handshake,0.000042569|0.000032920|0.000071572,0.00,0.00,43069440,43069440,768,768,1536
540,1764562605.6717594,kem_handshake,0.000022121|0.000016450|0.000040335,0.00,0.00,43069440,43069440,768,768,1536
541,1764562605.6729095,kem_handshake,0.000019416|0.000015920|0.000034584,0.00,0.00,43069440,43069440,768,768,1536
542,1764562605.6739988,kem_handshake,0.000019766|0.000015709|0.000033081,0.00,0.00,43069440,43069440,768,768,1536
543,1764562605.6750846,kem_handshake,0.000018714|0.000015639|0.000032951,0.00,0.00,43069440,43069440,768,768,1536
544,1764562605.6764183,kem_handshake,0.000020388|0.000015899|0.000033361,0.00,0.00,43069440,43069440,768,768,1536
545,1764562605.6778548,kem_handshake,0.000122977|0.000022632|0.000039243,0.00,0.00,43069440,43069440,768,768,1536
546,1764562605.679071,kem_handshake,0.000023283|0.000016671|0.000037008,0.00,0.00,43069440,43069440,768,768,1536
547,1764562605.680188,kem_handshake,0.000019707|0.000016781|0.000032891,0.00,0.00,43069440,43069440,768,768,1536
548,1764562605.6812804,kem_handshake,0.000019145|0.000015589|0.000032720,0.00,0.00,43069440,43069440,768,768,1536
549,1764562605.682344,kem_handshake,0.000018755|0.000014988|0.000032590,0.00,0.00,43069440,43069440,768,768,1536
550,1764562605.6834328,kem_handshake,0.000019346|0.000015599|0.000033141,0.00,0.00,43069440,43069440,768,768,1536
551,1764562605.6844974,kem_handshake,0.000019576|0.000015318|0.000032350,0.00,0.00,43069440,43069440,768,768,1536
552,1764562605.6858263,kem_handshake,0.000054100|0.000023042|0.000053058,0.00,0.00,43069440,43069440,768,768,1536
553,1764562605.6873434,kem_handshake,0.000024055|0.000017342|0.000041337,0.00,0.00,43069440,43069440,768,768,1536
554,1764562605.6886935,kem_handshake,0.000027481|0.000019416|0.000053960,0.00,0.00,43069440,43069440,768,768,1536
555,1764562605.6904194,kem_handshake,0.000041898|0.000033201|0.000068216,0.00,0.00,43069440,43069440,768,768,1536
556,1764562605.691718,kem_handshake,0.000025247|0.000019476|0.000034494,0.00,0.00,43069440,43069440,768,768,1536
557,1764562605.6928515,kem_handshake,0.000020969|0.000016681|0.000038772,0.00,0.00,43069440,43069440,768,768,1536
558,1764562605.6940446,kem_handshake,0.000031639|0.000019486|0.000051816,0.00,0.00,43069440,43069440,768,768,1536
559,1764562605.6956117,kem_handshake,0.000054701|0.000026459|0.000059079,0.00,0.00,43069440,43069440,768,768,1536
560,1764562605.6968186,kem_handshake,0.000021620|0.000016350|0.000036117,0.00,0.00,43069440,43069440,768,768,1536
561,1764562605.6979024,kem_handshake,0.000020427|0.000015940|0.000032830,0.00,0.00,43069440,43069440,768,768,1536
562,1764562605.6989825,kem_handshake,0.000018885|0.000015859|0.000032630,0.00,0.00,43069440,43069440,768,768,1536
563,1764562605.7000682,kem_handshake,0.000024516|0.000016981|0.000032891,0.00,0.00,43069440,43069440,768,768,1536
564,1764562605.7011805,kem_handshake,0.000019867|0.000015679|0.000032961,0.00,0.00,43069440,43069440,768,768,1536
565,1764562605.7024236,kem_handshake,0.000028162|0.000019045|0.000042248,0.00,0.00,43069440,43069440,768,768,1536
566,1764562605.703561,kem_handshake,0.000020488|0.000016029|0.000033772,0.00,0.00,43069440,43069440,768,768,1536
567,1764562605.7046216,kem_handshake,0.000019546|0.000015679|0.000033262,0.00,0.00,43069440,43069440,768,768,1536
568,1764562605.70568,kem_handshake,0.000018634|0.000015769|0.000033192,0.00,0.00,43069440,43069440,768,768,1536
569,1764562605.7067513,kem_handshake,0.000018975|0.000015899|0.000032801,0.00,0.00,43069440,43069440,768,768,1536
570,1764562605.7077937,kem_handshake,0.000018925|0.000015870|0.000032650,0.00,0.00,43069440,43069440,768,768,1536
571,1764562605.7088754,kem_handshake,0.000021650|0.000016270|0.000041086,0.00,0.00,43069440,43069440,768,768,1536
572,1764562605.7100368,kem_handshake,0.000023183|0.000016420|0.000034674,0.00,0.00,43069440,43069440,768,768,1536
573,1764562605.7113013,kem_handshake,0.000021109|0.000016099|0.000036798,0.00,0.00,43069440,43069440,768,768,1536
574,1764562605.7124054,kem_handshake,0.000019726|0.000016049|0.000033352,0.00,0.00,43069440,43069440,768,768,1536
575,1764562605.7134984,kem_handshake,0.000019195|0.000015679|0.000032670,0.00,0.00,43069440,43069440,768,768,1536
576,1764562605.714541,kem_handshake,0.000018394|0.000015358|0.000032621,0.00,0.00,43069440,43069440,768,768,1536
577,1764562605.7155845,kem_handshake,0.000018454|0.000015549|0.000032660,0.00,0.00,43069440,43069440,768,768,1536
578,1764562605.7166638,kem_handshake,0.000018965|0.000015779|0.000032790,0.00,0.00,43069440,43069440,768,768,1536
579,1764562605.7177453,kem_handshake,0.000020608|0.000015940|0.000034374,0.00,0.00,43069440,43069440,768,768,1536
580,1764562605.718915,kem_handshake,0.000022552|0.000016060|0.000050113,0.00,0.00,43069440,43069440,768,768,1536
581,1764562605.720225,kem_handshake,0.000023293|0.000018424|0.000037379,0.00,0.00,43069440,43069440,768,768,1536
582,1764562605.7213106,kem_handshake,0.000019776|0.000016089|0.000032881,0.00,0.00,43069440,43069440,768,768,1536
583,1764562605.722393,kem_handshake,0.000018865|0.000015629|0.000036267,0.00,0.00,43069440,43069440,768,768,1536
584,1764562605.7235196,kem_handshake,0.000021319|0.000016401|0.000034353,0.00,0.00,43069440,43069440,768,768,1536
585,1764562605.7246313,kem_handshake,0.000020248|0.000015779|0.000033933,0.00,0.00,43069440,43069440,768,768,1536
586,1764562605.725747,kem_handshake,0.000019716|0.000016200|0.000033101,0.00,0.00,43069440,43069440,768,768,1536
587,1764562605.7268355,kem_handshake,0.000019546|0.000015980|0.000033743,0.00,0.00,43069440,43069440,768,768,1536
588,1764562605.7280078,kem_handshake,0.000020538|0.000015920|0.000034063,0.00,0.00,43069440,43069440,768,768,1536
589,1764562605.7290792,kem_handshake,0.000019356|0.000015669|0.000032901,0.00,0.00,43069440,43069440,768,768,1536
590,1764562605.7301338,kem_handshake,0.000019005|0.000015749|0.000032660,0.00,0.00,43069440,43069440,768,768,1536
591,1764562605.7312598,kem_handshake,0.000025757|0.000020568|0.000041167,0.00,0.00,43069440,43069440,768,768,1536
592,1764562605.73271,kem_handshake,0.000023303|0.000016220|0.000036728,0.00,0.00,43069440,43069440,768,768,1536
593,1764562605.7339888,kem_handshake,0.000026409|0.000040866|0.000035957,0.00,0.00,43069440,43069440,768,768,1536
594,1764562605.7352304,kem_handshake,0.000021760|0.000016821|0.000036107,0.00,0.00,43069440,43069440,768,768,1536
595,1764562605.7366107,kem_handshake,0.000022362|0.000017031|0.000035375,0.00,0.00,43069440,43069440,768,768,1536
596,1764562605.7377896,kem_handshake,0.000020719|0.000016831|0.000034113,0.00,0.00,43069440,43069440,768,768,1536
597,1764562605.7389686,kem_handshake,0.000022061|0.000017202|0.000034954,0.00,0.00,43069440,43069440,768,768,1536
598,1764562605.7401807,kem_handshake,0.000022241|0.000017051|0.000034644,0.00,0.00,43069440,43069440,768,768,1536
599,1764562605.7413504,kem_handshake,0.000020147|0.000016160|0.000033452,0.00,0.00,43069440,43069440,768,768,1536
600,1764562605.7424936,kem_handshake,0.000020348|0.000016711|0.000033833,0.00,0.00,43069440,43069440,768,768,1536
601,1764562605.743739,kem_handshake,0.000021329|0.000016852|0.000036477,0.00,0.00,43069440,43069440,768,768,1536
602,1764562605.745213,kem_handshake,0.000028803|0.000022011|0.000043189,0.00,0.00,43069440,43069440,768,768,1536
603,1764562605.7464623,kem_handshake,0.000022482|0.000017001|0.000047147,0.00,0.00,43069440,43069440,768,768,1536
604,1764562605.7476978,kem_handshake,0.000020588|0.000016260|0.000034874,0.00,0.00,43069440,43069440,768,768,1536
605,1764562605.7488723,kem_handshake,0.000021079|0.000016490|0.000040064,0.00,0.00,43069440,43069440,768,768,1536
606,1764562605.7500188,kem_handshake,0.000019807|0.000016330|0.000033262,0.00,0.00,43069440,43069440,768,768,1536
607,1764562605.7511816,kem_handshake,0.000020117|0.000016380|0.000033251,0.00,0.00,43069440,43069440,768,768,1536
608,1764562605.7531955,kem_handshake,0.000029545|0.000020107|0.000043922,0.00,0.00,43069440,43069440,768,768,1536
609,1764562605.7545154,kem_handshake,0.000024646|0.000016961|0.000039352,0.00,0.00,43069440,43069440,768,768,1536
610,1764562605.7556555,kem_handshake,0.000021249|0.000015909|0.000033542,0.00,0.00,43069440,43069440,768,768,1536
611,1764562605.7567377,kem_handshake,0.000018534|0.000015619|0.000032781,0.00,0.00,43069440,43069440,768,768,1536
612,1764562605.7577894,kem_handshake,0.000018664|0.000015389|0.000032941,0.00,0.00,43069440,43069440,768,768,1536
613,1764562605.7589104,kem_handshake,0.000019106|0.000015338|0.000032971,0.00,0.00,43069440,43069440,768,768,1536
614,1764562605.7601182,kem_handshake,0.000022451|0.000016680|0.000036588,0.00,0.00,43069440,43069440,768,768,1536
615,1764562605.76149,kem_handshake,0.000022040|0.000016010|0.000035946,0.00,0.00,43069440,43069440,768,768,1536
616,1764562605.7626576,kem_handshake,0.000023003|0.000016100|0.000035095,0.00,0.00,43069440,43069440,768,768,1536
617,1764562605.763745,kem_handshake,0.000018545|0.000015559|0.000032781,0.00,0.00,43069440,43069440,768,768,1536
618,1764562605.764801,kem_handshake,0.000018634|0.000015618|0.000032069,0.00,0.00,43069440,43069440,768,768,1536
619,1764562605.7660882,kem_handshake,0.000021109|0.000016601|0.000033973,0.00,0.00,43069440,43069440,768,768,1536
620,1764562605.7672582,kem_handshake,0.000020598|0.000016160|0.000033102,0.00,0.00,43069440,43069440,768,768,1536
621,1764562605.7684774,kem_handshake,0.000023443|0.000017022|0.000038542,0.00,0.00,43069440,43069440,768,768,1536
622,1764562605.7697423,kem_handshake,0.000031519|0.000016881|0.000037580,0.00,0.00,43069440,43069440,768,768,1536
623,1764562605.7711487,kem_handshake,0.000020959|0.000016270|0.000035826,0.00,0.00,43069440,43069440,768,768,1536
624,1764562605.7723064,kem_handshake,0.000019847|0.000016601|0.000033441,0.00,0.00,43069440,43069440,768,768,1536
625,1764562605.7734663,kem_handshake,0.000019666|0.000015970|0.000033341,0.00,0.00,43069440,43069440,768,768,1536
626,1764562605.7746356,kem_handshake,0.000019817|0.000016440|0.000033522,0.00,0.00,43069440,43069440,768,768,1536
627,1764562605.775778,kem_handshake,0.000019846|0.000016179|0.000033683,0.00,0.00,43069440,43069440,768,768,1536
628,1764562605.7770538,kem_handshake,0.000024696|0.000020828|0.000039773,0.00,0.00,43069440,43069440,768,768,1536
629,1764562605.7784672,kem_handshake,0.000022411|0.000017151|0.000037840,0.00,0.00,43069440,43069440,768,768,1536
630,1764562605.7796414,kem_handshake,0.000020308|0.000016070|0.000033862,0.00,0.00,43069440,43069440,768,768,1536
631,1764562605.7808256,kem_handshake,0.000019896|0.000016421|0.000033332,0.00,0.00,43069440,43069440,768,768,1536
632,1764562605.7819872,kem_handshake,0.000019897|0.000016130|0.000033362,0.00,0.00,43069440,43069440,768,768,1536
633,1764562605.783141,kem_handshake,0.000019596|0.000015910|0.000033221,0.00,0.00,43069440,43069440,768,768,1536
634,1764562605.7844596,kem_handshake,0.000021971|0.000018364|0.000035626,0.00,0.00,43069440,43069440,768,768,1536
635,1764562605.7860422,kem_handshake,0.000099083|0.000024184|0.000061013,0.00,0.00,43069440,43069440,768,768,1536
636,1764562605.7872968,kem_handshake,0.000020408|0.000016510|0.000034053,0.00,0.00,43069440,43069440,768,768,1536
637,1764562605.788473,kem_handshake,0.000020077|0.000015859|0.000033522,0.00,0.00,43069440,43069440,768,768,1536
638,1764562605.789644,kem_handshake,0.000019786|0.000015809|0.000033482,0.00,0.00,43069440,43069440,768,768,1536
639,1764562605.7907865,kem_handshake,0.000019606|0.000015639|0.000033422,0.00,0.00,43069440,43069440,768,768,1536
640,1764562605.7919967,kem_handshake,0.000021269|0.000017092|0.000036257,0.00,0.00,43069440,43069440,768,768,1536
641,1764562605.793225,kem_handshake,0.000021850|0.000016982|0.000035516,0.00,0.00,43069440,43069440,768,768,1536
642,1764562605.7946017,kem_handshake,0.000032099|0.000017152|0.000038220,0.00,0.00,43069440,43069440,768,768,1536
643,1764562605.795851,kem_handshake,0.000021279|0.000015949|0.000039373,0.00,0.00,43069440,43069440,768,768,1536
644,1764562605.797036,kem_handshake,0.000020067|0.000016120|0.000033642,0.00,0.00,43069440,43069440,768,768,1536
645,1764562605.7981946,kem_handshake,0.000019676|0.000015869|0.000033572,0.00,0.00,43069440,43069440,768,768,1536
646,1764562605.799423,kem_handshake,0.000020237|0.000016390|0.000034022,0.00,0.00,43069440,43069440,768,768,1536
647,1764562605.8006232,kem_handshake,0.000036067|0.000015959|0.000034143,0.00,0.00,43069440,43069440,768,768,1536
648,1764562605.8019125,kem_handshake,0.000042559|0.000023784|0.000048069,0.00,0.00,43069440,43069440,768,768,1536
649,1764562605.8031406,kem_handshake,0.000020799|0.000015829|0.000033743,0.00,0.00,43069440,43069440,768,768,1536
650,1764562605.8043,kem_handshake,0.000020207|0.000015930|0.000033452,0.00,0.00,43069440,43069440,768,768,1536
651,1764562605.8054419,kem_handshake,0.000019676|0.000016380|0.000033342,0.00,0.00,43069440,43069440,768,768,1536
652,1764562605.8066742,kem_handshake,0.000019907|0.000016361|0.000032891,0.00,0.00,43069440,43069440,768,768,1536
653,1764562605.8079047,kem_handshake,0.000020197|0.000016079|0.000033261,0.00,0.00,43069440,43069440,768,768,1536
654,1764562605.8091137,kem_handshake,0.000022752|0.000016560|0.000041096,0.00,0.00,43069440,43069440,768,768,1536
655,1764562605.8105152,kem_handshake,0.000021980|0.000016471|0.000036738,0.00,0.00,43069440,43069440,768,768,1536
656,1764562605.8117828,kem_handshake,0.000020367|0.000016060|0.000034203,0.00,0.00,43069440,43069440,768,768,1536
657,1764562605.8129456,kem_handshake,0.000025147|0.000016250|0.000033973,0.00,0.00,43069440,43069440,768,768,1536
658,1764562605.8141398,kem_handshake,0.000020568|0.000016651|0.000033331,0.00,0.00,43069440,43069440,768,768,1536
659,1764562605.8153574,kem_handshake,0.000020518|0.000016280|0.000033272,0.00,0.00,43069440,43069440,768,768,1536
660,1764562605.8165016,kem_handshake,0.000020628|0.000016230|0.000033051,0.00,0.00,43069440,43069440,768,768,1536
661,1764562605.8176765,kem_handshake,0.000020027|0.000015819|0.000033131,0.00,0.00,43069440,43069440,768,768,1536
662,1764562605.8189304,kem_handshake,0.000023313|0.000022702|0.000035516,0.00,0.00,43069440,43069440,768,768,1536
663,1764562605.8203485,kem_handshake,0.000025487|0.000017272|0.000041517,0.00,0.00,43069440,43069440,768,768,1536
664,1764562605.8216317,kem_handshake,0.000021339|0.000017372|0.000035746,0.00,0.00,43069440,43069440,768,768,1536
665,1764562605.822853,kem_handshake,0.000021320|0.000016170|0.000040986,0.00,0.00,43069440,43069440,768,768,1536
666,1764562605.8240132,kem_handshake,0.000019767|0.000022311|0.000033452,0.00,0.00,43069440,43069440,768,768,1536
667,1764562605.8251781,kem_handshake,0.000020258|0.000016090|0.000033342,0.00,0.00,43069440,43069440,768,768,1536
668,1764562605.8263435,kem_handshake,0.000019857|0.000016190|0.000033171,0.00,0.00,43069440,43069440,768,768,1536
669,1764562605.8277035,kem_handshake,0.000030596|0.000018134|0.000041667,0.00,0.00,43069440,43069440,768,768,1536
670,1764562605.8291044,kem_handshake,0.000024194|0.000015840|0.000037329,0.00,0.00,43069440,43069440,768,768,1536
671,1764562605.8303576,kem_handshake,0.000021319|0.000016330|0.000035916,0.00,0.00,43069440,43069440,768,768,1536
672,1764562605.8315163,kem_handshake,0.000019436|0.000016240|0.000033582,0.00,0.00,43069440,43069440,768,768,1536
673,1764562605.8326676,kem_handshake,0.000019657|0.000016029|0.000033361,0.00,0.00,43069440,43069440,768,768,1536
674,1764562605.833843,kem_handshake,0.000020858|0.000016871|0.000033412,0.00,0.00,43069440,43069440,768,768,1536
675,1764562605.8351114,kem_handshake,0.000023303|0.000016871|0.000036818,0.00,0.00,43069440,43069440,768,768,1536
676,1764562605.8364158,kem_handshake,0.000023824|0.000016952|0.000038000,0.00,0.00,43069440,43069440,768,768,1536
677,1764562605.837672,kem_handshake,0.000023724|0.000016781|0.000038692,0.00,0.00,43069440,43069440,768,768,1536
678,1764562605.838858,kem_handshake,0.000019656|0.000016240|0.000033411,0.00,0.00,43069440,43069440,768,768,1536
679,1764562605.8400307,kem_handshake,0.000020337|0.000015969|0.000033892,0.00,0.00,43069440,43069440,768,768,1536
680,1764562605.8411975,kem_handshake,0.000019887|0.000016140|0.000033352,0.00,0.00,43069440,43069440,768,768,1536
681,1764562605.842353,kem_handshake,0.000019766|0.000016240|0.000033612,0.00,0.00,43069440,43069440,768,768,1536
682,1764562605.8436127,kem_handshake,0.000024054|0.000017212|0.000037349,0.00,0.00,43069440,43069440,768,768,1536
683,1764562605.8451111,kem_handshake,0.000025196|0.000016972|0.000038331,0.00,0.00,43069440,43069440,768,768,1536
684,1764562605.8463054,kem_handshake,0.000020137|0.000016581|0.000034023,0.00,0.00,43069440,43069440,768,768,1536
685,1764562605.8474622,kem_handshake,0.000019687|0.000015879|0.000033382,0.00,0.00,43069440,43069440,768,768,1536
686,1764562605.8486245,kem_handshake,0.000019877|0.000016110|0.000032721,0.00,0.00,43069440,43069440,768,768,1536
687,1764562605.8497887,kem_handshake,0.000019526|0.000016000|0.000032770,0.00,0.00,43069440,43069440,768,768,1536
688,1764562605.851021,kem_handshake,0.000023744|0.000019216|0.000043600,0.00,0.00,43069440,43069440,768,768,1536
689,1764562605.8525617,kem_handshake,0.000032641|0.000021329|0.000049291,0.00,0.00,43069440,43069440,768,768,1536
690,1764562605.853793,kem_handshake,0.000020528|0.000016431|0.000034513,0.00,0.00,43069440,43069440,768,768,1536
691,1764562605.8551185,kem_handshake,0.000025928|0.000018184|0.000038561,0.00,0.00,43069440,43069440,768,768,1536
692,1764562605.8565032,kem_handshake,0.000025317|0.000017081|0.000037840,0.00,0.00,43069440,43069440,768,768,1536
693,1764562605.8577044,kem_handshake,0.000020318|0.000016120|0.000034103,0.00,0.00,43069440,43069440,768,768,1536
694,1764562605.8589041,kem_handshake,0.000022171|0.000016260|0.000036838,0.00,0.00,43069440,43069440,768,768,1536
695,1764562605.8602736,kem_handshake,0.000038962|0.000022902|0.000058097,0.00,0.00,43069440,43069440,768,768,1536
696,1764562605.861543,kem_handshake,0.000020679|0.000016200|0.000034213,0.00,0.00,43069440,43069440,768,768,1536
697,1764562605.8627136,kem_handshake,0.000019847|0.000016390|0.000033522,0.00,0.00,43069440,43069440,768,768,1536
698,1764562605.8643868,kem_handshake,0.000048990|0.000040254|0.000087371,0.00,0.00,43069440,43069440,768,768,1536
699,1764562605.8658378,kem_handshake,0.000019897|0.000015930|0.000034243,0.00,0.00,43069440,43069440,768,768,1536
700,1764562605.867116,kem_handshake,0.000021379|0.000016240|0.000034894,0.00,0.00,43069440,43069440,768,768,1536
701,1764562605.8683305,kem_handshake,0.000021990|0.000016381|0.000035265,0.00,0.00,43069440,43069440,768,768,1536
702,1764562605.8695977,kem_handshake,0.000020177|0.000016030|0.000034233,0.00,0.00,43069440,43069440,768,768,1536
703,1764562605.8706963,kem_handshake,0.000019016|0.000015458|0.000032720,0.00,0.00,43069440,43069440,768,768,1536
704,1764562605.8717616,kem_handshake,0.000018484|0.000015468|0.000032511,0.00,0.00,43069440,43069440,768,768,1536
705,1764562605.8728166,kem_handshake,0.000018594|0.000015299|0.000032741,0.00,0.00,43069440,43069440,768,768,1536
706,1764562605.8738875,kem_handshake,0.000019086|0.000015478|0.000034333,0.00,0.00,43069440,43069440,768,768,1536
707,1764562605.874964,kem_handshake,0.000020007|0.000015749|0.000033421,0.00,0.00,43069440,43069440,768,768,1536
708,1764562605.8760939,kem_handshake,0.000023955|0.000015989|0.000039423,0.00,0.00,43069440,43069440,768,768,1536
709,1764562605.8776395,kem_handshake,0.000047417|0.000033402|0.000070280,0.00,0.00,43069440,43069440,768,768,1536
710,1764562605.879361,kem_handshake,0.000041347|0.000032240|0.000068337,0.00,0.00,43069440,43069440,768,768,1536
711,1764562605.880716,kem_handshake,0.000025246|0.000015809|0.000032730,0.00,0.00,43069440,43069440,768,768,1536
712,1764562605.8818755,kem_handshake,0.000024355|0.000017091|0.000038491,0.00,0.00,43069440,43069440,768,768,1536
713,1764562605.8830345,kem_handshake,0.000022462|0.000017101|0.000036217,0.00,0.00,43069440,43069440,768,768,1536
714,1764562605.884319,kem_handshake,0.000027060|0.000016491|0.000040835,0.00,0.00,43069440,43069440,768,768,1536
715,1764562605.88623,kem_handshake,0.000046997|0.000024145|0.000067214,0.00,0.00,43069440,43069440,768,768,1536
716,1764562605.887674,kem_handshake,0.000028433|0.000018915|0.000039994,0.00,0.00,43069440,43069440,768,768,1536
717,1764562605.8890615,kem_handshake,0.000027621|0.000018795|0.000046496,0.00,0.00,43069440,43069440,768,768,1536
718,1764562605.8903272,kem_handshake,0.000023713|0.000017111|0.000036216,0.00,0.00,43069440,43069440,768,768,1536
719,1764562605.8915143,kem_handshake,0.000021791|0.000017152|0.000035896,0.00,0.00,43069440,43069440,768,768,1536
720,1764562605.892732,kem_handshake,0.000023503|0.000016640|0.000059239,0.00,0.00,43069440,43069440,768,768,1536
721,1764562605.8939724,kem_handshake,0.000023875|0.000017272|0.000037549,0.00,0.00,43069440,43069440,768,768,1536
722,1764562605.8953485,kem_handshake,0.000026078|0.000020488|0.000042308,0.00,0.00,43069440,43069440,768,768,1536
723,1764562605.896516,kem_handshake,0.000021520|0.000016000|0.000035886,0.00,0.00,43069440,43069440,768,768,1536
724,1764562605.8985329,kem_handshake,0.000028032|0.000020999|0.000039894,0.00,0.00,43069440,43069440,768,768,1536
725,1764562605.899882,kem_handshake,0.000059620|0.000023063|0.000034133,0.00,0.00,43069440,43069440,768,768,1536
726,1764562605.9012454,kem_handshake,0.000030065|0.000018625|0.000041487,0.00,0.00,43069440,43069440,768,768,1536
727,1764562605.9025953,kem_handshake,0.000030476|0.000021019|0.000040946,0.00,0.00,43069440,43069440,768,768,1536
728,1764562605.9042432,kem_handshake,0.000029905|0.000018695|0.000047899,0.00,0.00,43069440,43069440,768,768,1536
729,1764562605.9057872,kem_handshake,0.000024435|0.000018875|0.000039053,0.00,0.00,43069440,43069440,768,768,1536
730,1764562605.907146,kem_handshake,0.000023053|0.000016380|0.000037980,0.00,0.00,43069440,43069440,768,768,1536
731,1764562605.908351,kem_handshake,0.000020919|0.000016030|0.000034964,0.00,0.00,43069440,43069440,768,768,1536
732,1764562605.909748,kem_handshake,0.000024325|0.000016691|0.000037880,0.00,0.00,43069440,43069440,768,768,1536
733,1764562605.911366,kem_handshake,0.000029856|0.000020067|0.000050583,0.00,0.00,43069440,43069440,768,768,1536
734,1764562605.9127312,kem_handshake,0.000026369|0.000016831|0.000045434,0.00,0.00,43069440,43069440,768,768,1536
735,1764562605.9140415,kem_handshake,0.000027070|0.000017122|0.000037720,0.00,0.00,43069440,43069440,768,768,1536
736,1764562605.9153285,kem_handshake,0.000022692|0.000016089|0.000035686,0.00,0.00,43069440,43069440,768,768,1536
737,1764562605.9165049,kem_handshake,0.000019917|0.000015539|0.000034464,0.00,0.00,43069440,43069440,768,768,1536
738,1764562605.9176588,kem_handshake,0.000021399|0.000015889|0.000037169,0.00,0.00,43069440,43069440,768,768,1536
739,1764562605.9194696,kem_handshake,0.000053609|0.000027020|0.000078345,0.00,0.00,43069440,43069440,768,768,1536
740,1764562605.921393,kem_handshake,0.000030927|0.000018685|0.000050854,0.00,0.00,43069440,43069440,768,768,1536
741,1764562605.9228125,kem_handshake,0.000019335|0.000015930|0.000034103,0.00,0.00,43069440,43069440,768,768,1536
