Iteration,timestamp,client_keygen_s,client_enc_s,client_dec_s,server_enc_s,server_dec_s,ciphertext_bytes
1493,1764562690.6276302,0.049533025,0.001163560,0.001819512,0.000170085,0.001549232,512
1494,1764562690.6856594,0.028567289,0.001172647,0.001297086,0.000326634,0.001126200,512
1495,1764562690.7778618,0.064387059,0.000651674,0.001418531,0.000433100,0.001299451,512
1496,1764562690.8586962,0.051313304,0.001067052,0.001557197,0.000292170,0.001550735,512
1497,1764562690.9929655,0.107671490,0.001103579,0.001375692,0.000344006,0.001095625,512
1498,1764562691.0293672,0.017743792,0.000633180,0.001013092,0.000072604,0.000675478,512
1499,1764562691.0588408,0.016300125,0.000262846,0.001117885,0.000178239,0.000903299,512
1500,1764562691.0987504,0.027784353,0.000423141,0.000592505,0.000088914,0.000516845,512
1501,1764562691.120393,0.012768381,0.000244402,0.000573569,0.000092911,0.000680758,512
1502,1764562691.1351821,0.008172219,0.000145449,0.000561256,0.000071311,0.000460010,512
1503,1764562691.1683269,0.025830694,0.000252146,0.000498250,0.000073175,0.000285247,512
1504,1764562691.1873055,0.013074656,0.000083755,0.000624464,0.000098552,0.000414536,512
1505,1764562691.2076392,0.012122096,0.000111666,0.000488333,0.000109542,0.000832908,512
1506,1764562691.3132122,0.091480596,0.000759813,0.000803725,0.000101358,0.000541341,512
1507,1764562691.347791,0.023501540,0.000287631,0.000550146,0.000143255,0.000669908,512
1508,1764562691.3830626,0.023138980,0.000518549,0.000765524,0.000172148,0.000675498,512
1509,1764562691.450262,0.053504463,0.000350568,0.000797934,0.000072574,0.000711024,512
1510,1764562691.4823277,0.023281113,0.000088864,0.000854799,0.000099814,0.000567488,512
1511,1764562691.5471563,0.053992214,0.000792194,0.000773489,0.000099604,0.000515553,512
1512,1764562691.583728,0.022388203,0.000745226,0.000588106,0.000188568,0.000651053,512
1513,1764562691.6160104,0.015778492,0.000693351,0.000828892,0.000277092,0.000667103,512
1514,1764562691.7195497,0.076220712,0.001209585,0.001675224,0.000341241,0.001021898,512
1515,1764562691.789663,0.040246388,0.001201559,0.001584457,0.000379702,0.001170914,512
1516,1764562691.859449,0.044692842,0.000963350,0.001316312,0.000299444,0.001019274,512
1517,1764562691.953681,0.064084370,0.001552128,0.001568197,0.000402454,0.001271639,512
1518,1764562692.0242572,0.039842812,0.001165263,0.001817167,0.000497899,0.001270096,512
1519,1764562692.1082666,0.054854016,0.001146589,0.001562667,0.000399528,0.001309410,512
1520,1764562692.194479,0.054814373,0.001340737,0.001379409,0.000391083,0.001252484,512
1521,1764562692.2523022,0.031754158,0.001215907,0.000640613,0.000347572,0.001409393,512
1522,1764562692.284043,0.016199730,0.001012351,0.000592625,0.000152081,0.000592885,512
1523,1764562692.3361976,0.025494202,0.001080216,0.001093190,0.000289104,0.000933835,512
1524,1764562692.4161103,0.068094648,0.000175254,0.000569592,0.000071021,0.000457495,512
1525,1764562692.4312384,0.006074102,0.000292451,0.000975172,0.000105866,0.000491137,512
1526,1764562692.4715786,0.028708650,0.000400841,0.000935389,0.000120502,0.000500886,512
1527,1764562692.523486,0.037967647,0.001014384,0.000563251,0.000190401,0.000498391,512
1528,1764562692.6716728,0.118555278,0.001189538,0.001520729,0.000392185,0.001177415,512
1529,1764562692.7406287,0.041561417,0.001157138,0.001044570,0.000288683,0.000920941,512
1530,1764562692.777522,0.017363070,0.000840253,0.000564483,0.000209577,0.000749525,512
1531,1764562692.8923924,0.090338566,0.001182414,0.001263143,0.000403586,0.001161516,512
1532,1764562692.9580142,0.042653685,0.001171935,0.000552050,0.000339237,0.001030765,512
1533,1764562692.9941156,0.018394334,0.000244482,0.001057293,0.000190352,0.000367369,512
1534,1764562693.0322015,0.017371435,0.000723397,0.000786984,0.000300856,0.001115802,512
1535,1764562693.0996404,0.056734079,0.000178480,0.000503701,0.000061012,0.000357851,512
1536,1764562693.1455605,0.031839145,0.000126814,0.001019192,0.000090838,0.000354075,512
1537,1764562693.2006514,0.026044489,0.001021417,0.001387713,0.000481209,0.001821235,512
1538,1764562693.2659159,0.041234212,0.001249097,0.001090896,0.000251765,0.001317645,512
1539,1764562693.316857,0.025796521,0.001022409,0.001328675,0.000346430,0.001272982,512
1540,1764562693.3518043,0.015153908,0.000643379,0.001037116,0.000216530,0.000683423,512
1541,1764562693.4171104,0.047124836,0.000279777,0.001201159,0.000146390,0.000370214,512
1542,1764562693.455859,0.012926783,0.001019463,0.001105342,0.000396693,0.000958090,512
1543,1764562693.5100446,0.024832500,0.000983698,0.001242846,0.000573249,0.001040923,512
1544,1764562693.5771098,0.040421802,0.001217700,0.001183176,0.000262235,0.000941470,512
1545,1764562693.6153138,0.020542514,0.000436466,0.000839381,0.000210860,0.000793306,512
1546,1764562693.6425972,0.011754848,0.000420046,0.000781003,0.000086640,0.000673244,512
1547,1764562693.6918564,0.034968276,0.000979940,0.001076879,0.000238000,0.000973068,512
1548,1764562693.7317107,0.013961094,0.000844370,0.001522163,0.000322285,0.001015476,512
1549,1764562693.8243418,0.065214918,0.001017320,0.001105733,0.000271562,0.000964773,512
1550,1764562693.8514965,0.011177972,0.000253428,0.000947110,0.000154756,0.000808654,512
1551,1764562693.881286,0.008808765,0.000409276,0.001728654,0.000367158,0.001075737,512
1552,1764562693.92751,0.029387895,0.000247958,0.000943824,0.000082282,0.000443330,512
1553,1764562693.9793854,0.022662651,0.000745527,0.001729294,0.000427891,0.001460999,512
1554,1764562694.0315294,0.028199720,0.000979641,0.000996151,0.000224625,0.000830755,512
1555,1764562694.1347172,0.088730665,0.000270510,0.000798835,0.000073756,0.000320292,512
1556,1764562694.1891222,0.042197833,0.000896487,0.000965895,0.000047939,0.000473104,512
1557,1764562694.2320647,0.028685708,0.000843428,0.000551749,0.000212622,0.000677912,512
1558,1764562694.2962706,0.055935654,0.000221108,0.000805338,0.000093333,0.000520872,512
1559,1764562694.3157294,0.008300185,0.000331563,0.000525801,0.000164423,0.000687130,512
1560,1764562694.3714101,0.032728578,0.000668765,0.001432356,0.000289866,0.001008974,512
1561,1764562694.4125383,0.020124331,0.000711354,0.000817460,0.000194860,0.000830445,512
1562,1764562694.4465342,0.022072320,0.000944625,0.000853707,0.000087191,0.000494654,512
1563,1764562694.483645,0.024558002,0.000285477,0.000547822,0.000204047,0.000874977,512
1564,1764562694.5198958,0.017474596,0.000567038,0.001079885,0.000218674,0.000719400,512
1565,1764562694.5886037,0.053956237,0.000749935,0.000803174,0.000082342,0.000561838,512
1566,1764562694.6716182,0.069457077,0.000762960,0.000860179,0.000100907,0.000498541,512
1567,1764562694.697571,0.011810871,0.000384039,0.000805388,0.000167600,0.000638830,512
1568,1764562694.7581007,0.052067398,0.000156839,0.000970624,0.000134969,0.000309271,512
1569,1764562694.8420086,0.072359879,0.000169613,0.000679325,0.000049752,0.001045793,512
1570,1764562694.9094956,0.050951216,0.001021447,0.000616709,0.000212192,0.000608614,512
1571,1764562694.9589944,0.037947741,0.000205309,0.000963821,0.000122797,0.000577197,512
1572,1764562695.0320492,0.060886992,0.000280408,0.000874806,0.000120723,0.000466743,512
1573,1764562695.0900218,0.042937510,0.000456774,0.001560904,0.000217782,0.000469838,512
1574,1764562695.2216876,0.105320856,0.001117865,0.001680325,0.000368250,0.001139785,512
1575,1764562695.3332784,0.082961155,0.001206649,0.002151525,0.000410548,0.001331670,512
1576,1764562695.3918154,0.027800943,0.001168840,0.001809914,0.000481018,0.001414113,512
1577,1764562695.4537127,0.042643587,0.001072582,0.001038068,0.000093412,0.000543033,512
1578,1764562695.5213754,0.038414773,0.001168389,0.001738081,0.000526934,0.001257514,512
1579,1764562695.6091118,0.069722647,0.000242638,0.001381111,0.000269017,0.001131581,512
1580,1764562695.6759799,0.048670802,0.000466793,0.001195919,0.000126424,0.000334478,512
1581,1764562695.7878816,0.086965244,0.001200909,0.001018722,0.000309792,0.000981483,512
1582,1764562695.8367457,0.026141669,0.001062964,0.001284604,0.000297590,0.001071660,512
1583,1764562695.9205835,0.057065662,0.001026436,0.001224652,0.000223594,0.000909370,512
1584,1764562695.9847033,0.040530222,0.000815406,0.001314168,0.000307538,0.001057153,512
1585,1764562696.0547347,0.042526039,0.001207781,0.001287139,0.000268496,0.001090004,512
1586,1764562696.105926,0.035377913,0.001143553,0.001035213,0.000288604,0.000961536,512
1587,1764562696.1466224,0.026320929,0.000918738,0.000957579,0.000051225,0.000285828,512
1588,1764562696.1762102,0.020354125,0.000326013,0.000720491,0.000090227,0.000488272,512
1589,1764562696.2107525,0.016848799,0.000667964,0.000810587,0.000192596,0.000815798,512
1590,1764562696.265205,0.036338087,0.000264468,0.001058655,0.000235114,0.000942372,512
1591,1764562696.340593,0.052921215,0.001065318,0.001130890,0.000160577,0.000510263,512
1592,1764562696.3692243,0.018759148,0.000251595,0.000583578,0.000044994,0.000295175,512
1593,1764562696.397729,0.020017443,0.000092982,0.000663315,0.000071712,0.000521233,512
1594,1764562696.4295268,0.027529953,0.000119060,0.000493802,0.000043070,0.000277002,512
1595,1764562696.5144145,0.063575730,0.000918547,0.000686738,0.000168261,0.000742802,512
1596,1764562696.567807,0.041615958,0.000157531,0.001103780,0.000048940,0.000321574,512
1597,1764562696.633237,0.035414611,0.001187413,0.000976675,0.000376175,0.001298479,512
1598,1764562696.6888475,0.031155912,0.001683270,0.002431552,0.000386083,0.001262853,512
1599,1764562696.7355516,0.018577824,0.001228900,0.001196200,0.000460331,0.001578496,512
1600,1764562696.7745373,0.023933799,0.000457305,0.000635564,0.000124830,0.000601842,512
1601,1764562696.8816743,0.075836192,0.001191702,0.000630945,0.000247778,0.001623871,512
1602,1764562696.9409218,0.034145556,0.001218652,0.001338673,0.000089695,0.000629714,512
1603,1764562697.0592594,0.082056064,0.001336139,0.001543612,0.000383709,0.001289022,512
1604,1764562697.1593652,0.071354161,0.000968439,0.001242976,0.000325271,0.001376203,512
1605,1764562697.2446,0.068961320,0.000451153,0.000936651,0.000070981,0.000369142,512
1606,1764562697.3028939,0.030505250,0.001110532,0.001467150,0.000375063,0.000985311,512
1607,1764562697.3413403,0.015089389,0.000596602,0.001184078,0.000301146,0.000904641,512
1608,1764562697.3809,0.023505177,0.000140439,0.001195929,0.000207694,0.000528897,512
1609,1764562697.5059881,0.098096619,0.001033931,0.001121853,0.000271442,0.000904280,512
1610,1764562697.5634985,0.026943249,0.001009956,0.001796238,0.000446745,0.001155945,512
1611,1764562697.6482687,0.057121004,0.001224662,0.001178467,0.000281971,0.001048317,512
1612,1764562697.673047,0.006915317,0.000354625,0.001024903,0.000258929,0.000838680,512
1613,1764562697.7051957,0.014003402,0.000622871,0.001255229,0.000057386,0.000355877,512
1614,1764562697.7379274,0.018608952,0.000120293,0.001372014,0.000066633,0.000354756,512
1615,1764562697.7864032,0.021310803,0.001039331,0.000986061,0.000403625,0.001117494,512
1616,1764562697.8165066,0.009327363,0.000656473,0.000816038,0.000247828,0.000836145,512
1617,1764562697.8781285,0.037393888,0.001050862,0.000900925,0.000180433,0.000823701,512
1618,1764562697.9191883,0.018372604,0.000857845,0.001005889,0.000231448,0.000950577,512
1619,1764562697.9649444,0.021069237,0.000777587,0.001061491,0.000313720,0.000865690,512
1620,1764562698.0201528,0.041523347,0.000163232,0.000899912,0.000070721,0.000390873,512
1621,1764562698.0802143,0.033239953,0.001062774,0.001242936,0.000285177,0.000897308,512
1622,1764562698.2304432,0.119246866,0.001073463,0.002033407,0.000391834,0.001269024,512
1623,1764562698.3429275,0.085756470,0.001208032,0.000873825,0.000239372,0.000912957,512
1624,1764562698.392014,0.027410232,0.000866151,0.001085436,0.000351639,0.000880507,512
1625,1764562698.4460297,0.030079093,0.001026697,0.001080176,0.000301978,0.000959964,512
1626,1764562698.4908054,0.029525330,0.000843899,0.000810057,0.000210619,0.001006319,512
1627,1764562698.5747004,0.069476382,0.001258195,0.000674015,0.000187737,0.000570714,512
1628,1764562698.6363735,0.036713240,0.000982295,0.001362557,0.000198296,0.000938424,512
1629,1764562698.672245,0.014133723,0.000699261,0.001060179,0.000233121,0.000923636,512
1630,1764562698.744184,0.042547869,0.001125028,0.001272471,0.000369562,0.001159433,512
1631,1764562698.8385541,0.068293656,0.000350297,0.001674083,0.000385472,0.001115992,512
1632,1764562698.9032648,0.035680783,0.001165303,0.001484032,0.000384831,0.001191201,512
1633,1764562698.9540925,0.024848559,0.000976745,0.001169741,0.000139939,0.001299782,512
1634,1764562699.0110853,0.035976178,0.001067863,0.001044179,0.000297630,0.000955696,512
1635,1764562699.0663216,0.038967525,0.000505724,0.000767468,0.000144257,0.000592154,512
1636,1764562699.1427083,0.045915361,0.001111734,0.001871557,0.000416720,0.001150305,512
1637,1764562699.1866019,0.017866549,0.000769632,0.001472520,0.000096528,0.000964582,512
1638,1764562699.2390091,0.028570596,0.001066300,0.001043758,0.000222161,0.000843959,512
1639,1764562699.2952526,0.032334390,0.001047745,0.001440031,0.000073786,0.000388458,512
1640,1764562699.3501263,0.037914709,0.001258556,0.001528755,0.000108641,0.000568681,512
1641,1764562699.406747,0.028507359,0.001110602,0.001131772,0.000423722,0.001251823,512
1642,1764562699.4522808,0.019928188,0.000843028,0.001257112,0.000281440,0.000959403,512
1643,1764562699.480369,0.008614476,0.000425606,0.001210957,0.000144397,0.000624154,512
1644,1764562699.5352876,0.025232628,0.001058045,0.001694300,0.000371867,0.001273232,512
1645,1764562699.628769,0.058737200,0.001042826,0.001617749,0.000507909,0.001367676,512
1646,1764562699.668265,0.025191703,0.000167159,0.001231364,0.000079918,0.000418092,512
1647,1764562699.830863,0.140589497,0.001274154,0.001582744,0.000085638,0.000377297,512
1648,1764562699.883342,0.025566175,0.001117325,0.001340838,0.000353103,0.001148813,512
1649,1764562700.0157192,0.102937353,0.000871279,0.001121883,0.000494634,0.001247565,512
1650,1764562700.1008234,0.049842938,0.001264546,0.002113525,0.000374282,0.001199487,512
1651,1764562700.1736906,0.041292821,0.001316903,0.001211989,0.000522095,0.001531650,512
1652,1764562700.239715,0.046657322,0.001328865,0.001349173,0.000681399,0.001679453,512
1653,1764562700.3955946,0.125741715,0.001270087,0.001433438,0.000396352,0.001297908,512
1654,1764562700.5246263,0.097983761,0.000842897,0.001516712,0.000414475,0.001273683,512
1655,1764562700.5858438,0.028583831,0.001217510,0.001626554,0.000416791,0.001263244,512
1656,1764562700.6296325,0.012778149,0.001195839,0.001841492,0.000251595,0.001233609,512
1657,1764562700.689,0.026580710,0.001151227,0.001795898,0.000270880,0.001087629,512
1658,1764562700.7372396,0.014437955,0.001129628,0.001917483,0.000465289,0.001207411,512
1659,1764562700.8424244,0.070643759,0.001380250,0.001448447,0.000436787,0.001218160,512
1660,1764562700.8866708,0.014714666,0.000997403,0.001586741,0.000367128,0.001387714,512
1661,1764562700.9521713,0.029053048,0.000787525,0.001785258,0.000458296,0.001048006,512
1662,1764562701.009543,0.019137828,0.001199406,0.001744493,0.000711705,0.001722623,512
1663,1764562701.1367178,0.097264382,0.001319327,0.001858253,0.000390852,0.001233018,512
1664,1764562701.245221,0.077062547,0.001786801,0.001131150,0.000489043,0.001238588,512
1665,1764562701.2886865,0.015371059,0.001228980,0.001232657,0.000309282,0.001554142,512
1666,1764562701.350515,0.032384232,0.001122904,0.001638967,0.000377027,0.001326681,512
1667,1764562701.4359703,0.051943418,0.001120720,0.001092048,0.000371436,0.001120260,512
1668,1764562701.4860713,0.020089577,0.000936840,0.001665487,0.000455582,0.001031256,512
1669,1764562701.5542507,0.037322736,0.001116673,0.001326150,0.000368862,0.001241144,512
1670,1764562701.5973477,0.008571726,0.000736941,0.002367665,0.000576345,0.001997100,512
1671,1764562701.657635,0.021107497,0.000960825,0.001673082,0.000478083,0.001152390,512
1672,1764562701.7733815,0.084712742,0.001210357,0.001589577,0.000317667,0.001233228,512
1673,1764562701.8407145,0.033867963,0.000999968,0.001899839,0.000476470,0.001258355,512
1674,1764562701.8924649,0.017635502,0.000972416,0.001559381,0.000312377,0.001244629,512
1675,1764562701.9582562,0.030109659,0.001238067,0.001123346,0.000736380,0.001933071,512
1676,1764562702.0540292,0.064330495,0.000956778,0.001328634,0.000408755,0.001256421,512
1677,1764562702.1321666,0.045531001,0.001736910,0.001710801,0.000431367,0.001487348,512
1678,1764562702.2049778,0.039397018,0.001297998,0.002280263,0.000429072,0.001042807,512
1679,1764562702.2665339,0.030895952,0.001121412,0.001315059,0.000438140,0.001131721,512
1680,1764562702.3064358,0.009875375,0.000850781,0.001367847,0.000277252,0.001725749,512
1681,1764562702.3851426,0.051677457,0.001677138,0.001367446,0.000266282,0.000949795,512
1682,1764562702.4574478,0.034797851,0.001187404,0.002793721,0.000511025,0.001431455,512
1683,1764562702.5946257,0.101431551,0.001092288,0.001553490,0.000368060,0.001444830,512
1684,1764562702.6499119,0.021497137,0.001264636,0.001660679,0.000708449,0.001576944,512
1685,1764562702.750505,0.072023117,0.001188737,0.001398464,0.000365165,0.001210887,512
1686,1764562702.7995799,0.018672609,0.001274845,0.002164148,0.000518799,0.001327102,512
1687,1764562702.8575497,0.023135674,0.002052042,0.001872690,0.000637238,0.001518615,512
1688,1764562702.9107783,0.018203892,0.001266840,0.002096844,0.000432970,0.001194016,512
1689,1764562702.987825,0.037069047,0.001598734,0.002216465,0.000458767,0.001528894,512
1690,1764562703.0295293,0.011535593,0.001254007,0.001322964,0.000440484,0.001236725,512
1691,1764562703.1051385,0.039427384,0.000949795,0.002369838,0.000482652,0.001353651,512
1692,1764562703.1527524,0.016078736,0.000625646,0.001351097,0.000340860,0.001358350,512
1693,1764562703.2375286,0.053671511,0.001111714,0.001515089,0.000504352,0.001738061,512
1694,1764562703.282687,0.013308598,0.001027589,0.002001247,0.000307828,0.001421036,512
1695,1764562703.3266647,0.012206753,0.001114580,0.001747469,0.000505434,0.001541828,512
1696,1764562703.4210877,0.061053209,0.001076088,0.001615936,0.000665159,0.001296806,512
1697,1764562703.5704408,0.114848089,0.001524868,0.001661560,0.000247738,0.001713295,512
1698,1764562703.6328425,0.029283944,0.001294893,0.001760813,0.000387215,0.001452153,512
1699,1764562703.6852415,0.023390866,0.001291275,0.001325068,0.000372909,0.001102327,512
1700,1764562703.7634993,0.047300862,0.001147249,0.001248687,0.000462174,0.001283171,512
1701,1764562703.830767,0.035247031,0.001227157,0.001727552,0.000479426,0.001344153,512
1702,1764562703.8947656,0.035677176,0.000997092,0.001574669,0.000410899,0.001189808,512
1703,1764562704.002596,0.072641950,0.001180551,0.001426234,0.000349936,0.001300943,512
1704,1764562704.0872464,0.051248505,0.001243798,0.001865396,0.000527394,0.001159092,512
1705,1764562704.1477494,0.028631990,0.001220394,0.001192613,0.000311276,0.001335808,512
1706,1764562704.2175708,0.038790638,0.001278462,0.001747139,0.000480908,0.001183647,512
1707,1764562704.2771864,0.026447474,0.001147710,0.001315170,0.000453668,0.001310442,512
1708,1764562704.3425717,0.028716886,0.001246362,0.001690423,0.000950577,0.002229640,512
1709,1764562704.39068,0.019505988,0.001025504,0.001702505,0.000298401,0.001026276,512
1710,1764562704.4377174,0.018777523,0.001025334,0.001180340,0.000425586,0.001623480,512
1711,1764562704.5322094,0.059323283,0.000878754,0.001952618,0.000527565,0.001546127,512
1712,1764562704.6598713,0.094612903,0.001134126,0.001444388,0.000658096,0.001707525,512
1713,1764562704.7516592,0.058971022,0.001182845,0.001485234,0.000548083,0.001302958,512
1714,1764562704.82842,0.042758829,0.001394256,0.001764480,0.000477783,0.001334576,512
1715,1764562704.896819,0.036071013,0.001077390,0.001889080,0.000395491,0.001343893,512
1716,1764562704.9506528,0.022110079,0.000914239,0.001746858,0.000474697,0.001252574,512
1717,1764562705.0114202,0.031334152,0.001109399,0.001373207,0.000383428,0.001244890,512
1718,1764562705.0656414,0.026930927,0.001447544,0.001209365,0.000364874,0.000831717,512
1719,1764562705.1215503,0.028726915,0.000647457,0.001837255,0.000535829,0.001423920,512
1720,1764562705.1764016,0.024663998,0.000838369,0.001829690,0.000359715,0.001095333,512
1721,1764562705.2234163,0.017794065,0.000756177,0.001162698,0.000165997,0.001210817,512
1722,1764562705.270483,0.026101043,0.001068213,0.001556646,0.000080589,0.000367950,512
1723,1764562705.3277082,0.030965821,0.001325679,0.001685424,0.000314581,0.000805849,512
1724,1764562705.370084,0.007390093,0.001811877,0.002135786,0.000883062,0.001171064,512
1725,1764562705.492478,0.087171815,0.001272862,0.001712715,0.000412442,0.001533063,512
1726,1764562705.598172,0.068659041,0.001344303,0.002409452,0.000448679,0.001386040,512
1727,1764562705.679551,0.050923163,0.000621718,0.001789967,0.000764914,0.001380260,512
1728,1764562705.740114,0.028950288,0.001277230,0.001956815,0.000481389,0.001510571,512
1729,1764562705.8173764,0.041922013,0.000947631,0.001377625,0.000353082,0.002586889,512
1730,1764562705.8967535,0.037755415,0.001279123,0.001848004,0.001163300,0.001564852,512
1731,1764562705.9508607,0.020748554,0.001546947,0.001864575,0.000375394,0.001456311,512
1732,1764562706.0066597,0.021376855,0.001261691,0.001893329,0.000517256,0.001242055,512
1733,1764562706.038961,0.013858524,0.000942290,0.001103319,0.000081841,0.000388027,512
1734,1764562706.0907593,0.018258143,0.001128264,0.001988094,0.000392885,0.001372085,512
1735,1764562706.1917722,0.068831368,0.001283051,0.001311063,0.000270320,0.001330859,512
1736,1764562706.2811003,0.055844015,0.001132323,0.001582073,0.000429023,0.001297617,512
1737,1764562706.3725631,0.056274460,0.001333244,0.001752027,0.000524799,0.001474193,512
1738,1764562706.4532874,0.049084477,0.001288530,0.001545255,0.000422751,0.001326842,512
1739,1764562706.5151544,0.028699785,0.000951838,0.001859776,0.000671481,0.001351196,512
1740,1764562706.5805058,0.033229283,0.001113658,0.001482008,0.000437438,0.001138072,512
1741,1764562706.6185458,0.007833362,0.000791202,0.001756585,0.000427741,0.001325098,512
1742,1764562706.7461727,0.091426115,0.000879014,0.002166684,0.000417822,0.001894560,512
1743,1764562706.7872996,0.013962737,0.000642006,0.001753831,0.000432258,0.001388175,512
1744,1764562706.8790164,0.060194032,0.001334997,0.001610074,0.000474356,0.001239600,512
1745,1764562706.9979763,0.093186036,0.001081298,0.001728774,0.000212422,0.000845573,512
1746,1764562707.0664575,0.034852051,0.001252794,0.001474895,0.000445734,0.001360784,512
1747,1764562707.1423259,0.046642795,0.001069066,0.001127703,0.000456393,0.000827428,512
1748,1764562707.193134,0.019944258,0.000907687,0.001467792,0.000429223,0.001222198,512
1749,1764562707.3309114,0.109218818,0.001147881,0.001360824,0.000301628,0.001315240,512
1750,1764562707.421626,0.053780643,0.000969961,0.002450538,0.000396273,0.001221266,512
1751,1764562707.4684587,0.016564003,0.000238431,0.001438248,0.000492229,0.001126872,512
1752,1764562707.542165,0.041779941,0.001282460,0.001464185,0.000289044,0.001357969,512
1753,1764562707.5769935,0.010849155,0.000597353,0.001043237,0.000391574,0.001298679,512
1754,1764562707.6365442,0.029818792,0.000906936,0.001612810,0.000318588,0.001355124,512
1755,1764562707.7426658,0.075500512,0.001261411,0.001384508,0.000409296,0.001113567,512
1756,1764562707.8433547,0.066813712,0.001417750,0.001785950,0.000355908,0.001325379,512
1757,1764562707.8899977,0.013153171,0.001638127,0.001309168,0.000534858,0.001300763,512
1758,1764562707.9435465,0.017612740,0.001227107,0.001741979,0.000484014,0.001386652,512
1759,1764562708.0013003,0.025797683,0.001565102,0.001679844,0.000421018,0.001289382,512
1760,1764562708.057736,0.015646428,0.001751727,0.002177864,0.000557580,0.001684984,512
1761,1764562708.1371937,0.057091881,0.001215195,0.001438618,0.000250954,0.001950784,512
1762,1764562708.1991744,0.038512734,0.001082330,0.001280035,0.000493282,0.001333614,512
1763,1764562708.319917,0.090373320,0.001195349,0.001426956,0.000309933,0.001121221,512
1764,1764562708.3930452,0.035837873,0.001029322,0.001841122,0.000409126,0.001338543,512
1765,1764562708.51278,0.097185245,0.001041955,0.001623980,0.000169413,0.000659499,512
1766,1764562708.5592237,0.011218958,0.000833901,0.001834199,0.000366046,0.001423810,512
1767,1764562708.608722,0.017036847,0.001266159,0.001583435,0.000528216,0.001571904,512
1768,1764562708.6581345,0.016679957,0.001120070,0.001587844,0.000483593,0.001258495,512
1769,1764562708.78193,0.089664220,0.000849089,0.002319285,0.000776194,0.002038046,512
1770,1764562708.8581643,0.029504692,0.001433368,0.001282389,0.001423289,0.000815616,512
1771,1764562708.9115353,0.018381802,0.001165604,0.001941848,0.000357631,0.001615936,512
1772,1764562708.9959958,0.060965468,0.000290997,0.000752841,0.000162911,0.000448368,512
1773,1764562709.0302258,0.014252843,0.000163642,0.000967487,0.000346660,0.001234712,512
1774,1764562709.0746987,0.010703165,0.000224084,0.003801103,0.000567148,0.001571243,512
1775,1764562709.151693,0.042666980,0.000553052,0.000770804,0.000468826,0.001361836,512
1776,1764562709.1996841,0.022386340,0.001163780,0.001056892,0.000719569,0.000952250,512
1777,1764562709.4320972,0.201733895,0.001348011,0.001685283,0.000250142,0.001553751,512
1778,1764562709.5207684,0.058624352,0.001153090,0.002309086,0.000368060,0.001137121,512
1779,1764562709.568611,0.014613589,0.000983998,0.001845120,0.000625355,0.001755854,512
1780,1764562709.620967,0.019091593,0.001066962,0.001687658,0.000475689,0.001041324,512
1781,1764562709.796468,0.132244559,0.001401459,0.001861670,0.000426408,0.001634920,512
1782,1764562709.8602824,0.027077888,0.001368147,0.001271119,0.000481450,0.001507435,512
1783,1764562709.9231138,0.029616357,0.001125499,0.002250398,0.000514591,0.001477139,512
1784,1764562710.000839,0.040910724,0.001387092,0.002333001,0.000386163,0.001260108,512
1785,1764562710.0873077,0.046751456,0.001094112,0.002093558,0.000832317,0.001461510,512
1786,1764562710.1504364,0.029093302,0.001346728,0.001773276,0.000378199,0.001399385,512
1787,1764562710.2883413,0.106885537,0.000953732,0.001402461,0.000423703,0.001309459,512
1788,1764562710.3608,0.038591680,0.001190259,0.001676628,0.000458247,0.001525999,512
1789,1764562710.4701133,0.072671044,0.001525528,0.002014352,0.000538405,0.001292007,512
1790,1764562710.592387,0.088287757,0.001225705,0.001942298,0.000327264,0.001194758,512
1791,1764562710.6861227,0.058526321,0.001289102,0.002040631,0.000461953,0.001445250,512
1792,1764562710.7648041,0.044403207,0.001116222,0.002011857,0.000492941,0.001510561,512
1793,1764562710.8318844,0.036135432,0.000778008,0.001457583,0.000216019,0.001793122,512
1794,1764562710.925289,0.058086689,0.001151327,0.001967044,0.000367820,0.000832388,512
1795,1764562710.9797924,0.018482718,0.001134676,0.000654920,0.000660660,0.002184616,512
1796,1764562711.081136,0.073208627,0.001175402,0.001044921,0.000411680,0.001118707,512
1797,1764562711.1784315,0.061600641,0.001163109,0.001402752,0.000483574,0.001335507,512
1798,1764562711.2530549,0.043790335,0.001321432,0.001894500,0.000183068,0.000428732,512
1799,1764562711.3189495,0.039313034,0.001193886,0.001576092,0.000513098,0.001592623,512
1800,1764562711.3829293,0.049112980,0.000214206,0.000581034,0.000229344,0.000624784,512
1801,1764562711.4432786,0.028983499,0.001654938,0.001765041,0.000448789,0.001313697,512
1802,1764562711.5143995,0.037526903,0.001217129,0.001726450,0.000406632,0.001305853,512
1803,1764562711.5992835,0.056861896,0.000264789,0.001799685,0.000269879,0.000536121,512
1804,1764562711.675027,0.041296067,0.001366685,0.001634520,0.000524049,0.001376493,512
1805,1764562711.7246559,0.018556645,0.000209668,0.002356283,0.000554054,0.001795888,512
1806,1764562711.7937868,0.044391436,0.000319009,0.001486877,0.000527825,0.001095083,512
1807,1764562711.8359947,0.013001931,0.000686298,0.001292277,0.000509311,0.001385831,512
1808,1764562711.9102032,0.027500439,0.001367927,0.000927473,0.000768750,0.001737510,512
1809,1764562711.9575026,0.019533499,0.000223433,0.000936090,0.000431037,0.001260769,512
1810,1764562711.9961574,0.014893967,0.000279426,0.001482018,0.000095998,0.000456494,512
