Iteration,timestamp,event,time_s,cpu_before,cpu_after,mem_before,mem_after,ciphertext_bytes
0,1764562564.6322927,server_rsa_keygen,0.023671224,0.00,84.10,42201088,42291200,
1424,1764562686.6254692,rsa_handshake,0.000987554|0.000305975,0.00,0.00,43696128,43696128,512
1425,1764562686.6617198,rsa_handshake,0.000786072|0.000129039,0.00,892.90,43696128,43696128,512
1426,1764562686.6894588,rsa_handshake,0.000715812|0.000260210,0.00,0.00,43696128,43696128,512
1427,1764562686.71818,rsa_handshake,0.000737061|0.000159033,0.00,0.00,43696128,43696128,512
1428,1764562686.807427,rsa_handshake,0.000882752|0.000244412,0.00,0.00,43696128,43696128,512
1429,1764562686.8786032,rsa_handshake,0.000309912|0.000056465,0.00,0.00,43696128,43696128,512
1430,1764562686.9113743,rsa_handshake,0.000563130|0.000117337,0.00,0.00,43696128,43696128,512
1431,1764562686.9802437,rsa_handshake,0.000287751|0.000048760,0.00,0.00,43696128,43696128,512
1432,1764562687.0489423,rsa_handshake,0.000348124|0.000071272,0.00,0.00,43696128,43696128,512
1433,1764562687.1048973,rsa_handshake,0.000915281|0.000295256,0.00,0.00,43696128,43696128,512
1434,1764562687.1445363,rsa_handshake,0.000770543|0.000176486,0.00,0.00,43696128,43696128,512
1435,1764562687.1765044,rsa_handshake,0.000824693|0.000260782,0.00,0.00,43696128,43696128,512
1436,1764562687.2717698,rsa_handshake,0.000916804|0.000340659,0.00,0.00,43696128,43696128,512
1437,1764562687.36173,rsa_handshake,0.000974410|0.000287812,0.00,0.00,43696128,43696128,512
1438,1764562687.411885,rsa_handshake,0.000408925|0.000049652,0.00,0.00,43696128,43696128,512
1439,1764562687.44793,rsa_handshake,0.000594108|0.000133026,0.00,0.00,43696128,43696128,512
1440,1764562687.47161,rsa_handshake,0.000423753|0.000069328,0.00,0.00,43696128,43696128,512
1441,1764562687.5457802,rsa_handshake,0.001730187|0.000176246,0.00,459.00,43696128,43696128,512
1442,1764562687.6340926,rsa_handshake,0.001143112|0.000169383,0.00,0.00,43696128,43696128,512
1443,1764562687.6887522,rsa_handshake,0.001115511|0.000370555,0.00,0.00,43696128,43696128,512
1444,1764562687.7368984,rsa_handshake,0.000985300|0.000297379,0.00,0.00,43696128,43696128,512
1445,1764562687.7736104,rsa_handshake,0.000744465|0.000135109,0.00,0.00,43696128,43696128,512
1446,1764562687.8472285,rsa_handshake,0.001243919|0.000349566,0.00,0.00,43696128,43696128,512
1447,1764562687.889232,rsa_handshake,0.000618723|0.000142193,0.00,0.00,43696128,43696128,512
1448,1764562687.940849,rsa_handshake,0.000277833|0.000047658,0.00,2597.90,43696128,43696128,512
1449,1764562688.0127456,rsa_handshake,0.001178768|0.000372568,0.00,0.00,43696128,43696128,512
1450,1764562688.056489,rsa_handshake,0.001054278|0.000431036,0.00,0.00,43696128,43696128,512
1451,1764562688.095468,rsa_handshake,0.000940036|0.000349055,0.00,0.00,43696128,43696128,512
1452,1764562688.1797628,rsa_handshake,0.001152940|0.000502899,0.00,0.00,43696128,43696128,512
1453,1764562688.2488775,rsa_handshake,0.001104130|0.000223123,0.00,0.00,43696128,43696128,512
1454,1764562688.3025217,rsa_handshake,0.000953882|0.000264268,0.00,0.00,43696128,43696128,512
1455,1764562688.3855848,rsa_handshake,0.001209715|0.000383258,0.00,551.50,43696128,43696128,512
1456,1764562688.4330022,rsa_handshake,0.001185080|0.000377949,0.00,503.20,43696128,43696128,512
1457,1764562688.4937582,rsa_handshake,0.001021337|0.000417190,0.00,0.00,43696128,43696128,512
1458,1764562688.5645154,rsa_handshake,0.000390682|0.000073235,0.00,0.00,43696128,43696128,512
1459,1764562688.6032588,rsa_handshake,0.000969100|0.000308109,0.00,0.00,43696128,43696128,512
1460,1764562688.6487083,rsa_handshake,0.000862514|0.000220748,0.00,0.00,43696128,43696128,512
1461,1764562688.688283,rsa_handshake,0.001239290|0.000362951,0.00,0.00,43696128,43696128,512
1462,1764562688.7560515,rsa_handshake,0.000616670|0.000065851,0.00,0.00,43696128,43696128,512
1463,1764562688.7909248,rsa_handshake,0.000282502|0.000043941,0.00,0.00,43696128,43696128,512
1464,1764562688.805959,rsa_handshake,0.000420127|0.000070881,0.00,0.00,43696128,43696128,512
1465,1764562688.8652549,rsa_handshake,0.000964502|0.000333426,0.00,659.60,43696128,43696128,512
1466,1764562688.90457,rsa_handshake,0.000639912|0.000110454,0.00,0.00,43696128,43696128,512
1467,1764562688.9362752,rsa_handshake,0.000816809|0.000164715,0.00,875.60,43696128,43696128,512
1468,1764562689.043611,rsa_handshake,0.000396192|0.000203636,0.00,0.00,43696128,43696128,512
1469,1764562689.104172,rsa_handshake,0.001158760|0.000355517,0.00,0.00,43696128,43696128,512
1470,1764562689.1664374,rsa_handshake,0.000949705|0.000312167,0.00,0.00,43696128,43696128,512
1471,1764562689.2625785,rsa_handshake,0.000887470|0.000444982,0.00,0.00,43696128,43696128,512
1472,1764562689.3686857,rsa_handshake,0.000994698|0.000390161,0.00,0.00,43696128,43696128,512
1473,1764562689.4065866,rsa_handshake,0.001126401|0.000096198,0.00,0.00,43696128,43696128,512
1474,1764562689.4531446,rsa_handshake,0.000693912|0.000168141,0.00,0.00,43696128,43696128,512
1475,1764562689.635953,rsa_handshake,0.001116923|0.000336341,0.00,0.00,43696128,43696128,512
1476,1764562689.6944158,rsa_handshake,0.001077050|0.000310234,0.00,0.00,43696128,43696128,512
1477,1764562689.7355149,rsa_handshake,0.000796993|0.000225357,0.00,0.00,43696128,43696128,512
1478,1764562689.799311,rsa_handshake,0.001129888|0.000352591,0.00,0.00,43696128,43696128,512
1479,1764562689.8799586,rsa_handshake,0.001080727|0.000385312,0.00,0.00,43696128,43696128,512
1480,1764562689.9301422,rsa_handshake,0.001069576|0.000275700,0.00,0.00,43696128,43696128,512
1481,1764562689.9840288,rsa_handshake,0.001344023|0.000525691,0.00,0.00,43696128,43696128,512
1482,1764562690.0369258,rsa_handshake,0.001001280|0.000318559,0.00,0.00,43696128,43696128,512
1483,1764562690.0896716,rsa_handshake,0.001086307|0.000361538,0.00,548.60,43696128,43696128,512
1484,1764562690.1444888,rsa_handshake,0.000868384|0.000173611,0.00,791.80,43696128,43696128,512
1485,1764562690.2000315,rsa_handshake,0.000304583|0.000050443,0.00,0.00,43696128,43696128,512
1486,1764562690.2583945,rsa_handshake,0.000468886|0.000053779,0.00,0.00,43696128,43696128,512
1487,1764562690.2901726,rsa_handshake,0.000538435|0.000106707,0.00,0.00,43696128,43696128,512
1488,1764562690.3598948,rsa_handshake,0.000272895|0.000044152,0.00,0.00,43696128,43696128,512
1489,1764562690.4046025,rsa_handshake,0.000654880|0.000170856,0.00,978.20,43696128,43696128,512
1490,1764562690.4275212,rsa_handshake,0.000582115|0.000083053,0.00,0.00,43696128,43696128,512
1491,1764562690.4861991,rsa_handshake,0.000803615|0.000218273,0.00,797.80,43696128,43696128,512
1492,1764562690.5394886,rsa_handshake,0.001058486|0.000363993,0.00,0.00,43696128,43696128,512
1493,1764562690.6188943,rsa_handshake,0.001549232|0.000170085,0.00,0.00,43696128,43696128,512
1494,1764562690.6776829,rsa_handshake,0.001126200|0.000326634,0.00,0.00,43696128,43696128,512
1495,1764562690.7685912,rsa_handshake,0.001299451|0.000433100,0.00,0.00,43696128,43696128,512
1496,1764562690.8508072,rsa_handshake,0.001550735|0.000292170,0.00,0.00,43696128,43696128,512
1497,1764562690.9857833,rsa_handshake,0.001095625|0.000344006,0.00,0.00,43696128,43696128,512
1498,1764562691.024763,rsa_handshake,0.000675478|0.000072604,0.00,0.00,43696128,43696128,512
1499,1764562691.0557106,rsa_handshake,0.000903299|0.000178239,0.00,0.00,43696128,43696128,512
1500,1764562691.0941558,rsa_handshake,0.000516845|0.000088914,0.00,0.00,43696128,43696128,512
1501,1764562691.1175704,rsa_handshake,0.000680758|0.000092911,0.00,0.00,43696128,43696128,512
1502,1764562691.1326246,rsa_handshake,0.000460010|0.000071311,0.00,0.00,43696128,43696128,512
1503,1764562691.165862,rsa_handshake,0.000285247|0.000073175,0.00,0.00,43696128,43696128,512
1504,1764562691.1850739,rsa_handshake,0.000414536|0.000098552,0.00,0.00,43696128,43696128,512
1505,1764562691.2051818,rsa_handshake,0.000832908|0.000109542,0.00,0.00,43696128,43696128,512
1506,1764562691.3091624,rsa_handshake,0.000541341|0.000101358,0.00,0.00,43696128,43696128,512
1507,1764562691.3432167,rsa_handshake,0.000669908|0.000143255,0.00,0.00,43696128,43696128,512
1508,1764562691.3792439,rsa_handshake,0.000675498|0.000172148,0.00,0.00,43696128,43696128,512
1509,1764562691.4480386,rsa_handshake,0.000711024|0.000072574,0.00,0.00,43696128,43696128,512
1510,1764562691.4793496,rsa_handshake,0.000567488|0.000099814,0.00,1249.60,43696128,43696128,512
1511,1764562691.5436335,rsa_handshake,0.000515553|0.000099604,0.00,0.00,43696128,43696128,512
1512,1764562691.5792568,rsa_handshake,0.000651053|0.000188568,0.00,0.00,43696128,43696128,512
1513,1764562691.6107192,rsa_handshake,0.000667103|0.000277092,0.00,0.00,43696128,43696128,512
1514,1764562691.7108161,rsa_handshake,0.001021898|0.000341241,0.00,0.00,43696128,43696128,512
1515,1764562691.781777,rsa_handshake,0.001170914|0.000379702,0.00,0.00,43696128,43696128,512
1516,1764562691.8527231,rsa_handshake,0.001019274|0.000299444,0.00,0.00,43696128,43696128,512
1517,1764562691.9455438,rsa_handshake,0.001271639|0.000402454,0.00,0.00,43696128,43696128,512
1518,1764562692.0146909,rsa_handshake,0.001270096|0.000497899,0.00,413.50,43696128,43696128,512
1519,1764562692.100211,rsa_handshake,0.001309410|0.000399528,0.00,493.10,43696128,43696128,512
1520,1764562692.1871843,rsa_handshake,0.001252484|0.000391083,0.00,496.70,43696128,43696128,512
1521,1764562692.2463145,rsa_handshake,0.001409393|0.000347572,0.00,0.00,43696128,43696128,512
1522,1764562692.2792213,rsa_handshake,0.000592885|0.000152081,0.00,0.00,43696128,43696128,512
1523,1764562692.3293056,rsa_handshake,0.000933835|0.000289104,0.00,0.00,43696128,43696128,512
1524,1764562692.414416,rsa_handshake,0.000457495|0.000071021,0.00,0.00,43696128,43696128,512
1525,1764562692.4271958,rsa_handshake,0.000491137|0.000105866,0.00,0.00,43696128,43696128,512
1526,1764562692.4672444,rsa_handshake,0.000500886|0.000120502,0.00,0.00,43696128,43696128,512
1527,1764562692.519288,rsa_handshake,0.000498391|0.000190401,0.00,0.00,43696128,43696128,512
1528,1764562692.6628263,rsa_handshake,0.001177415|0.000392185,0.00,0.00,43696128,43696128,512
1529,1764562692.734486,rsa_handshake,0.000920941|0.000288683,0.00,0.00,43696128,43696128,512
1530,1764562692.7730255,rsa_handshake,0.000749525|0.000209577,0.00,0.00,43696128,43696128,512
1531,1764562692.8880515,rsa_handshake,0.001161516|0.000403586,0.00,0.00,43696128,43696128,512
1532,1764562692.9544618,rsa_handshake,0.001030765|0.000339237,0.00,0.00,43696128,43696128,512
1533,1764562692.9880607,rsa_handshake,0.000367369|0.000190352,0.00,0.00,43696128,43696128,512
1534,1764562693.0269144,rsa_handshake,0.001115802|0.000300856,0.00,0.00,43696128,43696128,512
1535,1764562693.098117,rsa_handshake,0.000357851|0.000061012,0.00,0.00,43696128,43696128,512
1536,1764562693.1406982,rsa_handshake,0.000354075|0.000090838,0.00,0.00,43696128,43696128,512
1537,1764562693.1928873,rsa_handshake,0.001821235|0.000481209,0.00,0.00,43696128,43696128,512
1538,1764562693.2629216,rsa_handshake,0.001317645|0.000251765,0.00,0.00,43696128,43696128,512
1539,1764562693.310816,rsa_handshake,0.001272982|0.000346430,0.00,0.00,43696128,43696128,512
1540,1764562693.3465688,rsa_handshake,0.000683423|0.000216530,0.00,0.00,43696128,43696128,512
1541,1764562693.4109156,rsa_handshake,0.000370214|0.000146390,0.00,0.00,43696128,43696128,512
1542,1764562693.4505022,rsa_handshake,0.000958090|0.000396693,0.00,0.00,43696128,43696128,512
1543,1764562693.5012732,rsa_handshake,0.001040923|0.000573249,0.00,0.00,43696128,43696128,512
1544,1764562693.569904,rsa_handshake,0.000941470|0.000262235,0.00,0.00,43696128,43696128,512
1545,1764562693.6103082,rsa_handshake,0.000793306|0.000210860,0.00,0.00,43696128,43696128,512
1546,1764562693.638193,rsa_handshake,0.000673244|0.000086640,0.00,0.00,43696128,43696128,512
1547,1764562693.6880825,rsa_handshake,0.000973068|0.000238000,0.00,0.00,43696128,43696128,512
1548,1764562693.7241147,rsa_handshake,0.001015476|0.000322285,0.00,0.00,43696128,43696128,512
1549,1764562693.8180757,rsa_handshake,0.000964773|0.000271562,0.00,0.00,43696128,43696128,512
1550,1764562693.8463995,rsa_handshake,0.000808654|0.000154756,0.00,0.00,43696128,43696128,512
1551,1764562693.8735626,rsa_handshake,0.001075737|0.000367158,0.00,0.00,43696128,43696128,512
1552,1764562693.9239116,rsa_handshake,0.000443330|0.000082282,0.00,0.00,43696128,43696128,512
1553,1764562693.9704373,rsa_handshake,0.001460999|0.000427891,0.00,0.00,43696128,43696128,512
1554,1764562694.0257754,rsa_handshake,0.000830755|0.000224625,0.00,795.70,43696128,43696128,512
1555,1764562694.131888,rsa_handshake,0.000320292|0.000073756,0.00,0.00,43696128,43696128,512
1556,1764562694.1848826,rsa_handshake,0.000473104|0.000047939,0.00,0.00,43696128,43696128,512
1557,1764562694.2282252,rsa_handshake,0.000677912|0.000212622,0.00,0.00,43696128,43696128,512
1558,1764562694.292619,rsa_handshake,0.000520872|0.000093333,0.00,0.00,43696128,43696128,512
1559,1764562694.3136706,rsa_handshake,0.000687130|0.000164423,0.00,0.00,43696128,43696128,512
1560,1764562694.3632498,rsa_handshake,0.001008974|0.000289866,0.00,0.00,43696128,43696128,512
1561,1764562694.4070597,rsa_handshake,0.000830445|0.000194860,0.00,0.00,43696128,43696128,512
1562,1764562694.442386,rsa_handshake,0.000494654|0.000087191,0.00,0.00,43696128,43696128,512
1563,1764562694.4809923,rsa_handshake,0.000874977|0.000204047,0.00,0.00,43696128,43696128,512
1564,1764562694.5143342,rsa_handshake,0.000719400|0.000218674,0.00,0.00,43696128,43696128,512
1565,1764562694.5848064,rsa_handshake,0.000561838|0.000082342,0.00,0.00,43696128,43696128,512
1566,1764562694.6676316,rsa_handshake,0.000498541|0.000100907,0.00,0.00,43696128,43696128,512
1567,1764562694.6926522,rsa_handshake,0.000638830|0.000167600,0.00,0.00,43696128,43696128,512
1568,1764562694.7537549,rsa_handshake,0.000309271|0.000134969,0.00,0.00,43696128,43696128,512
1569,1764562694.839854,rsa_handshake,0.001045793|0.000049752,0.00,0.00,43696128,43696128,512
1570,1764562694.9046,rsa_handshake,0.000608614|0.000212192,0.00,0.00,43696128,43696128,512
1571,1764562694.9555569,rsa_handshake,0.000577197|0.000122797,0.00,0.00,43696128,43696128,512
1572,1764562695.0281587,rsa_handshake,0.000466743|0.000120723,0.00,0.00,43696128,43696128,512
1573,1764562695.0842495,rsa_handshake,0.000469838|0.000217782,0.00,0.00,43696128,43696128,512
1574,1764562695.2152517,rsa_handshake,0.001139785|0.000368250,0.00,946.60,43696128,43696128,512
1575,1764562695.3259523,rsa_handshake,0.001331670|0.000410548,0.00,479.50,43696128,43696128,512
1576,1764562695.3832972,rsa_handshake,0.001414113|0.000481018,0.00,441.40,43696128,43696128,512
1577,1764562695.4514327,rsa_handshake,0.000543033|0.000093412,0.00,0.00,43696128,43696128,512
1578,1764562695.5128171,rsa_handshake,0.001257514|0.000526934,0.00,0.00,43696128,43696128,512
1579,1764562695.6023858,rsa_handshake,0.001131581|0.000269017,0.00,0.00,43696128,43696128,512
1580,1764562695.6708255,rsa_handshake,0.000334478|0.000126424,0.00,0.00,43696128,43696128,512
1581,1764562695.782035,rsa_handshake,0.000981483|0.000309792,0.00,0.00,43696128,43696128,512
1582,1764562695.8299475,rsa_handshake,0.001071660|0.000297590,0.00,0.00,43696128,43696128,512
1583,1764562695.9139886,rsa_handshake,0.000909370|0.000223594,0.00,0.00,43696128,43696128,512
1584,1764562695.9771082,rsa_handshake,0.001057153|0.000307538,0.00,591.30,43696128,43696128,512
1585,1764562696.0473447,rsa_handshake,0.001090004|0.000268496,0.00,0.00,43696128,43696128,512
1586,1764562696.1019275,rsa_handshake,0.000961536|0.000288604,0.00,0.00,43696128,43696128,512
1587,1764562696.1445782,rsa_handshake,0.000285828|0.000051225,0.00,0.00,43696128,43696128,512
1588,1764562696.1729012,rsa_handshake,0.000488272|0.000090227,0.00,0.00,43696128,43696128,512
1589,1764562696.2070446,rsa_handshake,0.000815798|0.000192596,0.00,0.00,43696128,43696128,512
1590,1764562696.2593544,rsa_handshake,0.000942372|0.000235114,0.00,0.00,43696128,43696128,512
1591,1764562696.334599,rsa_handshake,0.000510263|0.000160577,0.00,1345.70,43696128,43696128,512
1592,1764562696.366268,rsa_handshake,0.000295175|0.000044994,0.00,0.00,43696128,43696128,512
1593,1764562696.3940837,rsa_handshake,0.000521233|0.000071712,0.00,0.00,43696128,43696128,512
1594,1764562696.428146,rsa_handshake,0.000277002|0.000043070,0.00,0.00,43696128,43696128,512
1595,1764562696.5094512,rsa_handshake,0.000742802|0.000168261,0.00,0.00,43696128,43696128,512
1596,1764562696.565195,rsa_handshake,0.000321574|0.000048940,0.00,0.00,43696128,43696128,512
1597,1764562696.6239383,rsa_handshake,0.001298479|0.000376175,0.00,418.40,43696128,43696128,512
1598,1764562696.6804388,rsa_handshake,0.001262853|0.000386083,0.00,0.00,43696128,43696128,512
1599,1764562696.7318447,rsa_handshake,0.001578496|0.000460331,0.00,0.00,43696128,43696128,512
1600,1764562696.7693257,rsa_handshake,0.000601842|0.000124830,0.00,0.00,43696128,43696128,512
1601,1764562696.874481,rsa_handshake,0.001623871|0.000247778,0.00,454.50,43696128,43696128,512
1602,1764562696.934543,rsa_handshake,0.000629714|0.000089695,0.00,0.00,43696128,43696128,512
1603,1764562697.0484357,rsa_handshake,0.001289022|0.000383709,0.00,504.10,43696128,43696128,512
1604,1764562697.1521647,rsa_handshake,0.001376203|0.000325271,0.00,479.40,43696128,43696128,512
1605,1764562697.2410939,rsa_handshake,0.000369142|0.000070981,0.00,0.00,43696128,43696128,512
1606,1764562697.2934093,rsa_handshake,0.000985311|0.000375063,0.00,0.00,43696128,43696128,512
1607,1764562697.3343542,rsa_handshake,0.000904641|0.000301146,0.00,0.00,43696128,43696128,512
1608,1764562697.3749845,rsa_handshake,0.000528897|0.000207694,0.00,0.00,43696128,43696128,512
1609,1764562697.4994023,rsa_handshake,0.000904280|0.000271442,0.00,0.00,43696128,43696128,512
1610,1764562697.552776,rsa_handshake,0.001155945|0.000446745,0.00,0.00,43696128,43696128,512
1611,1764562697.6416104,rsa_handshake,0.001048317|0.000281971,0.00,0.00,43696128,43696128,512
1612,1764562697.667222,rsa_handshake,0.000838680|0.000258929,0.00,0.00,43696128,43696128,512
1613,1764562697.6997626,rsa_handshake,0.000355877|0.000057386,0.00,0.00,43696128,43696128,512
1614,1764562697.7330499,rsa_handshake,0.000354756|0.000066633,0.00,0.00,43696128,43696128,512
1615,1764562697.7798293,rsa_handshake,0.001117494|0.000403625,0.00,506.80,43696128,43696128,512
1616,1764562697.8114479,rsa_handshake,0.000836145|0.000247828,0.00,0.00,43696128,43696128,512
1617,1764562697.8725805,rsa_handshake,0.000823701|0.000180433,0.00,0.00,43696128,43696128,512
1618,1764562697.9134443,rsa_handshake,0.000950577|0.000231448,0.00,0.00,43696128,43696128,512
1619,1764562697.956943,rsa_handshake,0.000865690|0.000313720,0.00,0.00,43696128,43696128,512
1620,1764562698.0166714,rsa_handshake,0.000390873|0.000070721,0.00,0.00,43696128,43696128,512
1621,1764562698.07353,rsa_handshake,0.000897308|0.000285177,0.00,710.00,43696128,43696128,512
1622,1764562698.2214959,rsa_handshake,0.001269024|0.000391834,0.00,0.00,43696128,43696128,512
1623,1764562698.3371322,rsa_handshake,0.000912957|0.000239372,0.00,0.00,43696128,43696128,512
1624,1764562698.3862016,rsa_handshake,0.000880507|0.000351639,0.00,0.00,43696128,43696128,512
1625,1764562698.439508,rsa_handshake,0.000959964|0.000301978,0.00,0.00,43696128,43696128,512
1626,1764562698.487348,rsa_handshake,0.001006319|0.000210619,0.00,0.00,43696128,43696128,512
1627,1764562698.570673,rsa_handshake,0.000570714|0.000187737,0.00,0.00,43696128,43696128,512
1628,1764562698.6287029,rsa_handshake,0.000938424|0.000198296,0.00,0.00,43696128,43696128,512
1629,1764562698.6662266,rsa_handshake,0.000923636|0.000233121,0.00,0.00,43696128,43696128,512
1630,1764562698.7353644,rsa_handshake,0.001159433|0.000369562,0.00,0.00,43696128,43696128,512
1631,1764562698.8287003,rsa_handshake,0.001115992|0.000385472,0.00,0.00,43696128,43696128,512
1632,1764562698.893626,rsa_handshake,0.001191201|0.000384831,0.00,0.00,43696128,43696128,512
1633,1764562698.9473922,rsa_handshake,0.001299782|0.000139939,0.00,0.00,43696128,43696128,512
1634,1764562699.0074115,rsa_handshake,0.000955696|0.000297630,0.00,0.00,43696128,43696128,512
1635,1764562699.0604746,rsa_handshake,0.000592154|0.000144257,0.00,0.00,43696128,43696128,512
1636,1764562699.1320436,rsa_handshake,0.001150305|0.000416720,0.00,0.00,43696128,43696128,512
1637,1764562699.178686,rsa_handshake,0.000964582|0.000096528,0.00,0.00,43696128,43696128,512
1638,1764562699.2329214,rsa_handshake,0.000843959|0.000222161,0.00,0.00,43696128,43696128,512
1639,1764562699.2882338,rsa_handshake,0.000388458|0.000073786,0.00,0.00,43696128,43696128,512
1640,1764562699.3447585,rsa_handshake,0.000568681|0.000108641,0.00,0.00,43696128,43696128,512
1641,1764562699.4010231,rsa_handshake,0.001251823|0.000423722,0.00,0.00,43696128,43696128,512
1642,1764562699.4439979,rsa_handshake,0.000959403|0.000281440,0.00,680.90,43696128,43696128,512
1643,1764562699.4746935,rsa_handshake,0.000624154|0.000144397,0.00,0.00,43696128,43696128,512
1644,1764562699.5257702,rsa_handshake,0.001273232|0.000371867,0.00,0.00,43696128,43696128,512
1645,1764562699.619004,rsa_handshake,0.001367676|0.000507909,0.00,0.00,43696128,43696128,512
1646,1764562699.664005,rsa_handshake,0.000418092|0.000079918,0.00,0.00,43696128,43696128,512
1647,1764562699.8248153,rsa_handshake,0.000377297|0.000085638,0.00,0.00,43696128,43696128,512
1648,1764562699.875324,rsa_handshake,0.001148813|0.000353103,0.00,0.00,43696128,43696128,512
1649,1764562700.0092394,rsa_handshake,0.001247565|0.000494634,0.00,390.80,43696128,43696128,512
1650,1764562700.0892262,rsa_handshake,0.001199487|0.000374282,0.00,0.00,43696128,43696128,512
1651,1764562700.1663592,rsa_handshake,0.001531650|0.000522095,0.00,0.00,43696128,43696128,512
1652,1764562700.235981,rsa_handshake,0.001679453|0.000681399,0.00,0.00,43696128,43696128,512
1653,1764562700.3875031,rsa_handshake,0.001297908|0.000396352,0.00,0.00,43696128,43696128,512
1654,1764562700.5166588,rsa_handshake,0.001273683|0.000414475,0.00,0.00,43696128,43696128,512
1655,1764562700.5741553,rsa_handshake,0.001263244|0.000416791,0.00,0.00,43696128,43696128,512
1656,1764562700.6188986,rsa_handshake,0.001233609|0.000251595,0.00,0.00,43696128,43696128,512
1657,1764562700.679004,rsa_handshake,0.001087629|0.000270880,0.00,0.00,43696128,43696128,512
1658,1764562700.7255905,rsa_handshake,0.001207411|0.000465289,0.00,0.00,43696128,43696128,512
1659,1764562700.832954,rsa_handshake,0.001218160|0.000436787,0.00,425.90,43696128,43696128,512
1660,1764562700.8772488,rsa_handshake,0.001387714|0.000367128,0.00,0.00,43696128,43696128,512
1661,1764562700.9412682,rsa_handshake,0.001048006|0.000458296,0.00,0.00,43696128,43696128,512
1662,1764562700.9968848,rsa_handshake,0.001722623|0.000711705,0.00,0.00,43696128,43696128,512
1663,1764562701.1270194,rsa_handshake,0.001233018|0.000390852,0.00,0.00,43696128,43696128,512
1664,1764562701.2375798,rsa_handshake,0.001238588|0.000489043,0.00,0.00,43696128,43696128,512
1665,1764562701.2805119,rsa_handshake,0.001554142|0.000309282,0.00,0.00,43696128,43696128,512
1666,1764562701.3423188,rsa_handshake,0.001326681|0.000377027,0.00,0.00,43696128,43696128,512
1667,1764562701.4246178,rsa_handshake,0.001120260|0.000371436,0.00,0.00,43696128,43696128,512
1668,1764562701.4776523,rsa_handshake,0.001031256|0.000455582,0.00,0.00,43696128,43696128,512
1669,1764562701.5463843,rsa_handshake,0.001241144|0.000368862,0.00,0.00,43696128,43696128,512
1670,1764562701.5853622,rsa_handshake,0.001997100|0.000576345,0.00,0.00,43696128,43696128,512
1671,1764562701.647545,rsa_handshake,0.001152390|0.000478083,0.00,0.00,43696128,43696128,512
1672,1764562701.764533,rsa_handshake,0.001233228|0.000317667,0.00,535.80,43696128,43696128,512
1673,1764562701.83014,rsa_handshake,0.001258355|0.000476470,0.00,0.00,43696128,43696128,512
1674,1764562701.8822129,rsa_handshake,0.001244629|0.000312377,0.00,513.30,43696128,43696128,512
1675,1764562701.948664,rsa_handshake,0.001933071|0.000736380,0.00,0.00,43696128,43696128,512
1676,1764562702.0458388,rsa_handshake,0.001256421|0.000408755,0.00,0.00,43696128,43696128,512
1677,1764562702.1222837,rsa_handshake,0.001487348|0.000431367,0.00,0.00,43696128,43696128,512
1678,1764562702.1939442,rsa_handshake,0.001042807|0.000429072,0.00,0.00,43696128,43696128,512
1679,1764562702.2575562,rsa_handshake,0.001131721|0.000438140,0.00,0.00,43696128,43696128,512
1680,1764562702.29876,rsa_handshake,0.001725749|0.000277252,0.00,0.00,43696128,43696128,512
1681,1764562702.3783004,rsa_handshake,0.000949795|0.000266282,0.00,654.40,43696128,43696128,512
1682,1764562702.4456656,rsa_handshake,0.001431455|0.000511025,0.00,0.00,43696128,43696128,512
1683,1764562702.5852334,rsa_handshake,0.001444830|0.000368060,0.00,0.00,43696128,43696128,512
1684,1764562702.6404014,rsa_handshake,0.001576944|0.000708449,0.00,0.00,43696128,43696128,512
1685,1764562702.7426736,rsa_handshake,0.001210887|0.000365165,0.00,0.00,43696128,43696128,512
1686,1764562702.7898297,rsa_handshake,0.001327102|0.000518799,0.00,0.00,43696128,43696128,512
1687,1764562702.847896,rsa_handshake,0.001518615|0.000637238,0.00,0.00,43696128,43696128,512
1688,1764562702.9004488,rsa_handshake,0.001194016|0.000432970,0.00,0.00,43696128,43696128,512
1689,1764562702.975773,rsa_handshake,0.001528894|0.000458767,0.00,411.60,43696128,43696128,512
1690,1764562703.0216002,rsa_handshake,0.001236725|0.000440484,0.00,0.00,43696128,43696128,512
1691,1764562703.0931883,rsa_handshake,0.001353651|0.000482652,0.00,413.30,43696128,43696128,512
1692,1764562703.1442876,rsa_handshake,0.001358350|0.000340860,0.00,0.00,43696128,43696128,512
1693,1764562703.2296896,rsa_handshake,0.001738061|0.000504352,0.00,0.00,43696128,43696128,512
1694,1764562703.2714586,rsa_handshake,0.001421036|0.000307828,0.00,0.00,43696128,43696128,512
1695,1764562703.3179955,rsa_handshake,0.001541828|0.000505434,0.00,407.70,43696128,43696128,512
1696,1764562703.4113998,rsa_handshake,0.001296806|0.000665159,0.00,390.20,43696128,43696128,512
1697,1764562703.5597506,rsa_handshake,0.001713295|0.000247738,0.00,425.90,43696128,43696128,512
1698,1764562703.6223078,rsa_handshake,0.001452153|0.000387215,0.00,0.00,43696128,43696128,512
1699,1764562703.6766436,rsa_handshake,0.001102327|0.000372909,0.00,0.00,43696128,43696128,512
1700,1764562703.7554445,rsa_handshake,0.001283171|0.000462174,0.00,0.00,43696128,43696128,512
1701,1764562703.8219602,rsa_handshake,0.001344153|0.000479426,0.00,0.00,43696128,43696128,512
1702,1764562703.8866086,rsa_handshake,0.001189808|0.000410899,0.00,0.00,43696128,43696128,512
